iso_alpha_3,n_futures,meets_ndc_unconditional_target,meets_ndc_conditional_target,Country,2020_edgar_ghg_mt,unconditional_target,conditional_target,2030_q1_mean_value
CHN,49,0.0,0.0,China,14879.556512037963,16164.513539920015,16164.513539920015,18341.253941892657
CIV,50,0.36,0.0,Ivory Coast,33.634984747311,52.68021648216591,0.810464868956399,47.19296248792125
CMR,49,0.0,0.0,Cameroon,43.534233047172,35.911710558421134,26.834028167264677,51.52672734789594
COM,49,0.0,0.0,Comoros,0.8666554232509801,-1.9870396927290976,-2.7512857283941345,1.274663294060095
CPV,50,0.78,0.78,Cape Verde,1.1786230784557998,1.4946833915146513,1.4946833915146513,1.063460456227972
CRI,50,0.1,0.1,Costa Rica,15.058801681291001,19.35202793361465,19.35202793361465,19.297609336091657
CYP,46,0.0,0.0,Cyprus,9.5355751248335,3.441971350180872,3.441971350180872,9.904806205510761
CZE,50,0.0,0.0,Czechia,117.49199972133997,52.05248757611025,52.05248757611025,115.34642965024439
DEU,50,0.0,0.0,Germany,751.3389639749104,262.76456808490104,262.76456808490104,702.3715706643634
DNK,50,0.0,0.0,Denmark,44.054006520252,20.575243164177625,20.575243164177625,40.65879495176224
DOM,50,0.3,0.0,Dominican Republic,40.745288386065006,48.76945614113569,38.274763047473584,46.21554421446569
DZA,50,0.0,0.0,Algeria,265.21172615313,280.26269013346854,234.44397196170053,537.5859681131653
ECU,50,0.0,0.0,Ecuador,65.79889010895502,62.17703187777377,62.17703187777377,85.40579618850425
ESP,49,0.0,0.0,Spain,291.90323406975,167.09717190171563,167.09717190171563,272.39480906859757
ETH,49,0.7551020408163265,0.0,Ethiopia,179.20243934681997,292.11853489983923,106.62913781094075,209.27036703445688
FIN,50,0.0,0.0,Finland,58.14192498202598,15.926351200129826,15.926351200129826,45.94845626170177
FJI,49,0.0,0.0,Fiji,2.7847239257771004,-2.060356319542136,-0.3433927199236892,2.014511438781744
FRA,50,0.0,0.0,France,405.7152776169599,270.7538818695114,270.7538818695114,323.6220427176546
GAB,50,0.0,0.0,Gabon,20.013452876023,0.0,0.0,17.662114275943193
GBR,48,0.0,0.0,United Kingdom,407.94086512663,260.94782731560827,260.94782731560827,337.7193304215559
GEO,50,1.0,0.28,Georgia,17.309271925009003,29.277515486913316,20.883961558924515,19.64503374266849
GHA,50,1.0,1.0,Ghana,49.469238562719994,254.71864438601708,139.36330428476336,78.98769960236372
GIN,50,0.0,0.0,Guinea,27.240035588157998,22.407010501135705,21.280030683031253,33.37996505961728
GNB,45,1.0,1.0,Guinea Bissau,3.137612120737399,12.307753845219164,9.638602408906575,1.4964560570439358
GNQ,49,0.9183673469387755,0.14285714285714285,Equatorial Guinea,12.714557782146999,13.048247283457922,8.66562987527358,8.521320215472569
GRC,48,0.0,0.0,Greece,71.93346957182301,49.34101288050373,49.34101288050373,55.63812741897227
GTM,50,0.42,0.06,Guatemala,41.614485020202004,67.87822840883393,59.456863748246164,61.51672342047348
GUY,50,0.0,0.0,Guyana,7.273784267789798,6.451751918879075,6.451751918879075,8.966777474729586
HND,50,0.0,0.0,Honduras,21.604987837324003,25.873818302725603,22.40923294595038,27.613426716635836
HRV,50,0.04,0.04,Croatia,24.329266268488006,20.70490758137187,20.70490758137187,21.002419031846255
HTI,49,0.9591836734693877,0.5714285714285714,Haiti,14.774369041582002,22.791241874209593,16.68866891335566,14.040568701226999
HUN,50,0.0,0.0,Hungary,68.09821299335101,43.3477502402111,43.3477502402111,61.086025052874625
IND,48,0.020833333333333332,0.8125,India,3519.121452159698,4380.274078937697,5071.941756664223,4534.6022742443365
IRL,50,0.0,0.0,Ireland,59.462781113421,24.45056885675312,24.45056885675312,55.90600117996735
IRQ,49,0.0,0.0,Iraq,329.5278120227999,432.13202721199883,432.13202721199883,531.5977013303465
ISL,49,1.0,1.0,Iceland,4.2655714841309,7.826988977223388,7.826988977223388,4.94576141936909
ISR,49,0.0,0.0,Israel,83.57563566355701,57.209004870235844,57.209004870235844,91.35922829133447
ITA,50,0.0,0.0,Italy,367.41464717024013,205.2538316425503,205.2538316425503,314.5400079654859
JAM,50,0.26,0.16,Jamaica,7.4968578808768,7.291481754069547,6.995881142418079,6.817777062773702
JOR,50,0.38,0.0,Jordan,31.501563227132,40.08024956827918,29.14927241329395,35.20662468420145
JPN,49,0.0,0.0,Japan,1161.7754201793998,834.3802237270779,834.3802237270779,1058.6717601523937
KEN,50,1.0,0.66,Kenya,109.71058087856998,196.2474539900821,134.76911341042575,117.66962999293915
KGZ,50,0.02,0.0,Kyrgyzstan,20.331201307087007,19.713153463087266,13.247239127194645,21.225088043965723
KHM,50,0.2,0.0,Cambodia,48.596171546765,96.13220838455052,56.48689226688103,91.46746884496028
KWT,47,0.0,0.0,Kuwait,148.89459560259002,166.79637733044433,166.79637733044433,185.81006705930915
LBY,50,0.0,0.0,Libya,69.47549565087898,51.49645468666469,51.49645468666469,84.53164069112496
LTU,48,0.0,0.0,Lithuania,22.711257428694992,9.858337192321914,9.858337192321914,12.380244576393693
LUX,48,0.0,0.0,Luxembourg,8.980767458553101,5.333016374341985,5.333016374341985,8.0758452538001
LVA,50,1.0,1.0,Latvia,11.641339990601,7.143664619092014,7.143664619092014,1.7272600388415411
MAR,48,0.4375,0.0,Morocco,108.00913676944998,145.22705184356226,96.90128308736399,137.89641627838697
MDG,49,0.0,0.0,Madagascar,35.02942516295299,1.424903441515513,-86.9191099324466,30.221024064394747
MDV,50,0.92,0.7,Maldives,2.2784404248146,4.141385842340663,3.232301145241493,1.963124060674185
MEX,49,0.0,0.0,Mexico,739.31648326809,764.1935773931757,705.3547052436857,908.0066934838858
MKD,48,0.7291666666666666,0.0,North Macedonia,10.386553461564,11.609545542822243,6.497085120295015,10.250216864830344
MLI,49,0.0,0.0,Mali,45.586830318626006,-200.60179389998854,-359.7199158575522,75.19549695420342
MLT,50,0.0,0.0,Malta,2.0870018972972004,0.9088534783725027,0.9088534783725027,2.3217540556570735
MMR,49,0.0,0.0,Myanmar,163.50660939586,88.43931343071824,66.09446645599058,202.4572274802786
MNG,48,0.1875,0.08333333333333333,Mongolia,64.73211110539899,68.41701546046538,65.60885437813283,66.00448830668007
MOZ,50,0.04,0.16,Mozambique,34.71071952043201,30.791174816511806,38.948417987797136,37.32003780025342
MRT,50,0.04,0.0,Mauritania,15.767957934438998,18.00364443261973,1.519788166389975,19.305428740959687
MUS,49,0.14285714285714285,0.0,Mauritius,5.7323867039659,6.168451207736238,3.6653115872055904,6.099914955731169
MWI,49,0.6938775510204082,0.0,Malawi,18.944151751283997,24.110676908912353,19.288541527129883,21.141946112300026
NER,48,1.0,1.0,Niger,39.87859903990398,93.8865624412186,81.36835411572278,52.62788491407364
NGA,49,0.0,0.0,Nigeria,408.2454657058299,456.21043321588735,316.2692845268905,568.6072439094705
NIC,50,1.0,1.0,Nicaragua,19.83910066061,43.176789408372564,42.36213300444101,20.77921704914375
NLD,50,0.0,0.0,Netherlands,176.88179351788995,72.37562333405295,72.37562333405295,163.38863393051676
NPL,50,0.0,0.0,Nepal,55.48455353870698,54.971309675044516,54.971309675044516,95.0156015279644
NZL,50,0.0,0.0,New Zealand,85.20868198048599,52.16180913207583,52.16180913207583,84.97541481595432
PAK,50,1.0,0.92,Pakistan,527.4360540250301,1518.8125051865352,903.4126664660234,704.3738035032185
PAN,49,0.04081632653061224,0.02040816326530612,Panama,16.464461096012002,16.66081414488934,15.752042464259013,18.254582306461554
PER,48,0.0,0.0,Peru,89.32034332899602,102.7741602599772,88.10620060601492,126.24021114857862
PHL,49,0.30612244897959184,0.0,Philippines,242.64269332409,346.6629111129751,90.79771235446812,326.431602040379
PNG,50,0.36,0.0,Papua New Guinea,8.8850881099098,9.076216055802352,0.62481197485596,7.433565797301266
POL,49,0.0,0.0,Poland,374.33485445496996,163.8310635581303,163.8310635581303,440.34262983949185
PRT,50,0.66,0.66,Portugal,58.430586799006974,36.13927981921709,36.13927981921709,33.16657813396629
PRY,50,0.0,0.0,Paraguay,43.491442133597985,41.03772766813041,36.45821959682224,52.13632943080901
ROU,50,0.0,0.0,Romania,114.43533826579996,99.54719305385409,99.54719305385409,106.44094903632005
RUS,48,0.2708333333333333,0.2708333333333333,Russia,2432.5119663695,3112.8261525782073,3112.8261525782073,2953.632042198263
RWA,48,0.7916666666666666,0.041666666666666664,Rwanda,8.7325174985479,11.070095676071203,8.471029734732749,9.04291349492207
SEN,49,0.0,0.0,Senegal,28.466894470259994,29.959207933754275,23.132042586920193,34.8534300651081
SLE,49,0.30612244897959184,0.10204081632653061,Sierra Leone,6.870744919873199,7.026824900965634,6.294863973781713,6.385221389033014
SLV,48,0.0,0.0,El Salvador,11.793275891736,11.412381745086195,11.222175382668095,19.445180835105173
STP,50,0.64,0.02,Sao Tome and Principe,0.26184171881565993,0.26342824836999934,0.19757118627749948,0.2230286924738014
SUR,48,0.0,0.0,Suriname,3.8049742780136997,2.6374585005044535,2.6374585005044535,4.734555494085122
SVK,50,0.0,0.0,Slovakia,42.43089119550001,21.542650796766797,21.542650796766797,45.02767984991214
SVN,49,0.0,0.0,Slovenia,18.118195702812,10.011016690660826,10.011016690660826,17.40196546721124
SWE,50,0.0,0.0,Sweden,62.775179120063,39.494207255339134,39.494207255339134,56.81455692347996
SYC,50,1.0,0.6,Seychelles,1.1317567994937998,1.6193836277106826,1.177733547425951,0.9653703581854022
TCD,47,0.0,0.0,Chad,82.08506090274001,62.97038000800364,51.28742735774391,131.4256804332891
TGO,50,1.0,0.7,Togo,10.380223617580002,25.063347183748327,15.535132551910122,8.754419317814598
TJK,50,0.0,0.0,Tajikistan,21.19105851949,28.02389579280785,23.749064231193092,31.55215658569732
TKM,50,0.0,0.0,Turkmenistan,123.48316771062,99.03897507390164,99.03897507390164,166.01844112036932
TTO,49,0.04081632653061224,0.0,Trinidad and Tobago,47.255235869181995,43.880198697565845,40.71933692697847,44.818419503951425
TUN,48,0.0,0.0,Tunisia,42.089327691780014,45.18568645386682,34.08166131556865,49.972081312840295
TUR,50,1.0,0.3,Türkiye,614.4939647831899,1517.1041540118304,897.3509676921038,846.9082287987083
TZA,46,0.7391304347826086,0.0,United Republic of Tanzania,85.14571331551298,109.67642819657982,72.96860191158322,88.21940669615257
UGA,50,1.0,0.98,Uganda,53.92462503479899,127.0048603739598,101.62201890022052,60.28174166945037
UKR,50,1.0,1.0,Ukraine,274.46086477694,236.59339445056204,353.3463455061559,168.28092356789506
URY,49,0.7142857142857143,0.4897959183673469,Uruguay,40.838522768925976,49.89428106560197,46.083739313575094,40.170832908670235
USA,50,0.0,0.0,United States of America,5615.567418096603,3491.492729557548,3491.492729557548,5708.038732563029
UZB,49,0.0,1.0,Uzbekistan,211.86163804398,215.38097997748537,413.6905033443775,233.36689678797632
ZMB,47,0.0,0.0,Zambia,28.953793101269007,21.743777541306848,15.295622822160677,32.91208533231379
ZWE,48,0.020833333333333332,0.0,Zimbabwe,28.341566540534004,18.85874090959399,11.180181945077605,26.607519953404353
