IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,Substance,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023,Y_2024
Non-Annex_I,Rest South America,PER,Peru,GWP_100_AR5_GHG,36787.46334,37579.34184,36948.44184,38090.8787,40211.97604,40441.70244,41319.3217,41385.77315,42583.21839,44557.45748,45539.3042,47087.0894,46977.7788,42506.52833,44153.70133,43196.41169,45316.14239,47391.73812,47558.80149,44346.28441,43459.14164,42526.24822,43343.9482,45104.58497,46030.49025,50597.9914,53516.45179,53395.00241,53480.77623,56084.96716,56529.33732,53732.78401,55355.99758,55390.58029,59349.27566,60194.81004,59767.07326,62914.19732,68038.85046,71569.59284,75801.94952,79655.41579,79814.9784,81889.98545,84816.52709,86767.48435,89161.22972,87203.08734,87292.05118,91263.36887,80141.80707,93508.52433,97630.08267,99257.40147,103813.0246
Non-Annex_I,Southeastern Asia,PHL,Philippines,GWP_100_AR5_GHG,66033.24883,67022.56718,67396.25522,74182.33099,71963.87016,73908.31433,72976.26615,77219.57744,79403.52677,83623.03068,79517.86054,78052.57962,78950.19489,80832.58388,77231.31435,78496.89776,77836.8543,83922.75559,86836.18899,89337.02066,92011.14625,91503.05,94412.68778,99087.72848,104928.9641,116837.5145,122799.4382,132061.0286,126391.1539,131092.3761,132775.1683,131620.4604,134565.9325,137659.8681,140930.0765,145000.7884,137588.3617,146195.8263,148111.3437,150479.3888,156643.8007,157759.3498,163072.8395,173263.1013,181138.4005,190633.8067,202623.0278,220807.3398,226906.0023,235216.7018,225144.9441,235612.9941,242596.7457,254531.3837,266597.2842
Non-Annex_I,Oceania,PLW,Palau,GWP_100_AR5_GHG,2166.347413,2166.509499,2166.490829,2166.562417,2166.639581,2166.683433,2166.82771,2166.881399,2166.933293,2166.867801,2166.660919,2199.402522,2183.795359,2267.411241,2507.329652,2029.448542,2212.486803,2319.556348,2220.408284,2318.574363,2343.39,2325.959345,2127.601969,2177.428096,3258.643769,2556.631658,2405.839359,2697.954832,2437.976415,2600.806532,2240.785621,2482.882169,1509.647125,1794.536231,1596.439037,1842.962119,1802.236186,1463.569012,1481.132915,2283.554096,2204.944587,2465.254425,3720.993394,1880.675842,1322.277274,1253.204843,1200.618264,1255.262001,1286.734826,1326.505426,1336.026576,1389.47286,1462.682656,1462.035121,1533.811038
Non-Annex_I,Indonesia +,PNG,Papua New Guinea,GWP_100_AR5_GHG,2762.996753,2793.728511,2905.342203,3185.555592,3559.693519,3280.015927,3291.39084,3389.993874,3400.766052,3540.903245,3683.668411,3683.485472,3709.294223,3727.114701,3828.312956,3958.483039,3858.073759,4277.125212,4139.205119,4041.072224,4871.850204,5009.101571,5445.630956,5576.369508,5569.284103,5607.926295,5731.696787,5675.014052,9000.036554,6172.577688,7074.670168,7151.356412,7875.595315,8111.080924,8620.941851,9995.474044,10568.54017,9709.827827,10287.25204,8596.637068,7529.370843,7775.266881,7570.549124,7983.653977,9595.8337,10631.31218,11331.14086,10483.77061,9372.814377,9667.963868,10124.6349,10077.27687,10427.68703,10662.30244,10761.0879
Annex_I,Central Europe,POL,Poland,GWP_100_AR5_GHG,484912.9534,496455.8463,513889.685,539323.4128,558766.6585,579234.9304,605123.6959,620706.8545,656398.0332,658239.9872,659710.943,599665.2433,619432.5138,620500.6872,632809.2583,639776.5924,646166.7177,658841.3865,645798.0234,614646.5731,513455.6292,502571.7608,488796.1917,484824.9147,477688.1299,478171.8568,491573.912,481041.4597,442452.8974,428220.7935,412060.4551,406530.4968,398756.7139,410266.1818,410033.6881,409952.3477,423240.1101,420415.4441,411641.2109,395307.7586,414173.3647,410714.8237,405095.7496,399153.3281,385423.8492,387922.9824,399449.4857,412810.0257,411668.4369,392655.7585,375624.3581,403141.4176,384935.7133,354310.9347,348195.041
Non-Annex_I,Rest Central America,PRI,Puerto Rico,GWP_100_AR5_GHG,31449.13713,33822.53579,41042.55264,45365.93044,43086.48695,40251.35695,44022.78006,49301.11693,49901.47581,42744.55784,35343.1688,30629.18113,23836.53427,24357.18919,22155.78564,19705.83249,23967.68093,21574.17754,24938.02151,26117.04484,21752.45704,22307.95892,22733.74868,23303.84874,24032.16029,24384.99542,24707.16284,25385.42941,25818.57683,27798.79889,27851.34353,27518.23897,22855.30617,29203.69152,29242.37539,29357.14456,19930.68351,20899.41719,18262.75004,16774.7828,16145.40307,14310.66792,13906.60369,13487.05439,14072.36983,14628.55077,13852.65576,14054.62834,16076.07555,14906.32431,14654.48318,14901.45809,16121.87347,16811.16054,17616.49392
Non-Annex_I,Korea,PRK,"Korea, Democratic People's Republic of",GWP_100_AR5_GHG,94807.45184,95490.56685,98824.08884,101081.8544,104784.1893,109073.0522,116063.7314,122723.5735,131403.0779,140988.7464,148037.6086,152340.3181,158484.3326,164023.7017,169596.339,175233.0838,173245.6473,167662.2192,171214.9862,171513.8444,164959.6141,159042.1469,142994.4446,133446.9775,121547.8547,112820.2419,102895.9343,100591.0164,85762.47075,93378.11135,99770.33353,103485.9112,99762.9663,101920.8768,104469.1203,109289.0217,110996.2575,95214.79055,102823.9388,99454.70985,97143.78864,78107.74368,76098.71618,65239.71059,69032.79256,59391.3096,65063.15842,101642.5926,92485.0199,100757.9639,95250.67738,81636.01799,84570.59095,90622.46426,91251.81519
Annex_I,OECD_Europe,PRT,Portugal,GWP_100_AR5_GHG,29625.41132,30522.32784,31253.84667,33657.26655,33092.859,34673.72516,35936.85146,36513.21942,38533.33788,41567.01091,41872.02288,43651.62801,46028.19471,44820.56559,43072.45983,41724.97299,46213.49209,46167.77176,47068.36476,56022.9552,57636.87152,59157.14385,62972.13712,61851.12116,64008.72251,67442.85797,66087.47288,68840.32095,73579.77331,80757.74933,80571.567,79493.14681,83963.55341,79201.8782,81225.42519,84724.81857,79900.30959,78163.55081,75795.57055,74956.55078,69518.99751,67732.29857,66253.22341,64637.77435,64413.54496,68861.09436,67744.76324,72819.67322,68877.58479,64560.44041,58682.52721,56959.77643,57318.86288,54977.69369,53169.59406
Non-Annex_I,Rest South America,PRY,Paraguay,GWP_100_AR5_GHG,10348.61997,10663.7839,11001.29433,11612.07141,11916.00867,12498.00353,13652.62424,14521.81097,14787.03159,14524.26094,14740.08301,15853.09037,16535.83869,16994.29427,17721.15346,18286.76996,18657.77636,19421.09325,20407.69201,20588.31769,20770.44155,19474.53252,20395.99776,22312.47873,23720.32506,25546.27413,25518.94592,25895.2684,26054.35622,25561.15774,24887.57952,25459.91859,24622.53549,26531.52406,25629.86416,25819.82985,27640.84033,29700.9328,30910.02266,33461.45209,36453.67607,36832.55374,38005.22234,38755.90611,41116.74862,40860.44227,41209.17284,42437.64489,42000.35698,42408.07931,42584.45054,42403.80158,41197.57893,40954.55142,41442.0353
Non-Annex_I,Oceania,PYF,French Polynesia,GWP_100_AR5_GHG,191.5896924,192.3743649,201.4912954,231.8400607,272.8247389,235.9799876,234.443229,246.4726024,246.5318117,261.8820727,281.1197888,403.8966453,499.0679081,634.7962442,831.3006417,803.5287101,878.0027302,987.0068607,978.9465578,952.9953213,938.3864989,971.3456862,1003.541251,1015.493967,840.1356428,797.9517814,790.0948432,827.0791184,853.0696268,853.9864617,807.5270595,924.7232456,968.8022903,1029.132066,980.9678271,1035.887686,978.7228474,1046.796823,1069.935613,1031.922916,1088.575361,1056.365421,1025.274238,1095.409087,1083.48473,1105.840388,1109.285112,980.4836032,880.8757222,884.1778982,813.6078088,737.6004528,1029.471397,1033.776702,1081.003489
Non-Annex_I,Middle_East,QAT,Qatar,GWP_100_AR5_GHG,23548.60111,27172.8705,32117.54755,36480.51698,31440.01714,29149.90728,29157.29862,26013.66482,28959.0797,28297.59864,24701.74943,20671.35358,19972.56507,17997.83717,25163.10144,22377.74335,23403.53515,23261.60253,24687.63518,26250.0005,26289.81168,27149.42441,28737.62001,29033.51949,30174.52993,29838.13321,35294.80173,51631.97216,53126.74592,57257.56755,59996.63944,56448.95182,59621.14141,65365.99482,66242.44117,65671.6739,71413.33483,80014.51308,85469.57623,87065.90283,93742.59335,107021.5262,116298.7874,127190.893,135914.0001,139630.05,139920.9361,139461.3857,140395.5344,142399.7673,140677.6634,144034.4427,146130.6125,156126.5735,162744.6887
Non-Annex_I,Eastern_Africa,REU,Reunion,GWP_100_AR5_GHG,515.2900235,514.7628565,518.4421275,535.862639,561.2593983,576.2895851,605.5159008,635.9618005,619.5947202,682.8725842,667.3372159,667.6206726,681.5973258,802.8226043,855.9470166,854.3320201,868.9293174,1220.667819,1303.010841,1274.245965,1161.249274,1551.555926,1409.891319,1628.099325,1669.748183,1686.663048,1728.869699,1713.581538,2181.21747,2264.125564,2323.0124,2373.999928,2497.81199,2578.097195,2787.088926,2691.438145,2597.703636,2472.410861,2667.687945,2801.792351,2959.422357,2865.905934,2905.005448,2911.104169,2900.955723,2876.766113,2894.718643,2896.520943,2905.34067,2901.966088,2889.963265,2901.751435,2919.813253,2979.582363,3034.388898
Annex_I,Central Europe,ROU,Romania,GWP_100_AR5_GHG,172296.2469,175061.9181,182229.3465,196768.7087,201059.6325,215418.3524,231783.3607,241559.539,258534.3531,264092.9809,261027.9195,263789.8167,262089.3021,265104.969,265034.7364,264941.2376,267447.8537,275252.4531,279088.3608,275506.2269,241014.5521,196710.8771,179650.6415,169781.2784,165953.2703,170621.9782,174357.7417,161293.4469,143458.2924,126152.8766,130378.5508,136000.3181,135610.9675,140657.5214,140367.3769,138328.3292,144772.6329,142509.6357,140045.0959,118245.7266,116513.1352,122410.2096,119390.501,111221.4624,111311.2204,112245.1567,111544.5597,115210.3902,116060.0306,113965.9407,108153.8459,113478.3334,107306.0714,101286.3614,101857.5898
Annex_I,Russia +,RUS,Russian Federation,GWP_100_AR5_GHG,1707631.249,1721700.644,1804468.69,1905698.53,1996800.152,2095379.315,2170718.912,2218843.967,2349147.368,2382996.403,2451961.11,2448564.907,2487014.107,2534998.182,2583955.911,2629388.142,2706255.733,2778134.825,2835098.244,2848851.705,3055884.902,2986108.329,2756527.544,2521979.194,2283289.687,2213726.193,2149489.404,2013351.996,2002296.791,2054244.371,2084347.63,2092125.639,2084567.128,2150138.621,2162878.651,2166725.073,2203870.159,2216101.217,2206780.863,2092075.047,2191192.779,2283419.816,2293757.431,2243893.809,2233880.96,2248753.93,2237843.108,2286904.449,2376929.98,2409026.303,2325799.861,2498455.333,2459393.351,2512819.593,2575654.764
Non-Annex_I,Eastern_Africa,RWA,Rwanda,GWP_100_AR5_GHG,4351.429077,4384.889109,4477.858331,4590.502143,4624.486596,4770.915782,4742.411732,4849.36317,4956.224602,4770.446765,5064.500543,5203.214211,5355.79117,5493.738911,5566.649924,5740.752891,5788.301795,5920.558709,6064.280777,6276.303647,5671.405807,5452.859198,5121.434289,4861.3543,4955.079685,4969.141666,5208.204842,5754.105696,3991.6308,4298.162991,4109.302639,4244.64898,4450.278938,4582.846528,4723.557731,4796.097071,5070.226691,5186.297186,5398.046296,5545.76459,5825.447746,5778.125256,5957.200589,6153.126463,6221.2377,6875.486324,6891.217966,7040.088792,7303.761048,7491.409793,7641.540058,7813.930364,8230.922732,8346.89678,8349.880749
Non-Annex_I,Middle_East,SAU,Saudi Arabia,GWP_100_AR5_GHG,85368.04412,96878.05219,122706.5587,160230.4777,171529.345,143758.2442,175690.584,188796.7978,193051.5034,225675.3653,267004.794,253266.2226,237493.8503,228685.3632,182199.5025,174604.4257,185791.0882,193909.9555,212176.524,214069.4043,236609.5301,252024.1601,267420.7599,277506.1368,294533.0641,291236.1768,308267.9907,314106.4824,330108.9569,331361.2673,350314.8385,362481.1273,380351.5681,407388.077,429756.8421,457158.5128,480836.4606,502568.0571,538927.6988,558504.8326,603270.7023,634213.9191,669680.6278,678320.1013,721080.8926,752887.0666,757455.6856,752694.2121,736705.3499,738285.0071,740204.806,757994.549,804653.8779,818191.7259,838876.5511
Non-Annex_I,Central Europe,SCG,Serbia and Montenegro,GWP_100_AR5_GHG,46168.79482,47136.97851,46953.93035,50251.59166,53866.82171,56026.64961,57418.06603,59322.90681,62367.85156,64367.83379,63390.29035,72154.53477,76387.22417,79861.35501,82425.04644,85223.40697,87494.84621,83866.59933,83449.49708,82009.58202,85334.95411,73406.06342,67286.95402,60115.62568,55662.39114,62374.73243,70725.84306,76713.06227,76516.71218,58031.98741,65845.01314,69869.28013,73916.44112,76964.46047,82445.59934,76586.21179,78162.14737,76779.83052,76141.21981,71196.73904,72936.25771,77148.20235,69712.14024,71085.1343,61521.40738,69645.42965,71840.04042,71828.29309,70324.97356,70903.02665,71598.83743,69632.17925,70234.73171,68126.24558,66753.67493
Non-Annex_I,Eastern_Africa,SDN,Sudan,GWP_100_AR5_GHG,38823.76354,39579.37949,40382.48019,43803.46182,44487.48235,45614.817,45964.58932,45888.35405,46889.92023,49675.59695,52737.69775,54986.38353,59445.55691,59113.71977,59973.54422,61358.12604,58054.88671,56707.15578,58434.67625,58825.28155,61171.46285,62246.59501,67375.33399,70522.32557,77217.34269,77921.55392,80627.41112,83092.93932,86784.5813,90796.8475,95630.98493,100792.7618,104420.1738,107905.5456,110679.0877,114428.4126,117391.7852,120582.9608,122219.5646,124088.9874,124945.5857,121724.591,123456.53,124795.3291,126717.5817,130188.8102,134002.4622,133673.7878,137991.0482,138213.2435,137716.744,139716.4261,139459.5651,138359.9011,138701.9517
Int. Shipping,Int. Shipping,SEA,Int. Shipping,GWP_100_AR5_GHG,375859.5843,375859.5843,393800.0001,416821.9501,390039.4008,363609.2794,375802.3506,375746.9685,377545.127,389533.4196,380508.714,353336.6071,318318.7302,298309.1633,302354.9161,325326.8941,346119.7008,342581.6396,359546.7651,359738.212,395323.1712,410694.3822,440942.3053,427959.1046,440870.215,457179.4107,466422.9917,478281.6043,492990.3027,521282.0496,535203.7693,508002.0494,526620.9324,535676.0682,588353.5529,608741.3884,647473.597,684898.7031,686002.8129,652674.1369,701241.2766,702947.8424,656235.214,653493.4557,674698.5213,699705.1917,720889.1081,748939.2194,752244.5603,734440.1429,673795.0786,695920.4961,697766.7427,752639.4313,737322.1906
Non-Annex_I,Western_Africa,SEN,Senegal,GWP_100_AR5_GHG,7434.652467,7589.464951,7412.195066,7181.467125,7448.096471,7736.637668,7948.089189,8114.667906,8301.397103,8396.156715,8090.495237,8240.000851,8368.239022,8106.153053,8286.060502,8756.08642,9025.584352,9353.923089,9347.7662,9639.516989,9887.92312,10089.74718,10465.38757,10646.37541,10936.74049,11182.21804,11696.20056,12130.68957,12704.6663,13705.97545,13558.69109,14384.45663,14455.01079,14426.8946,15244.21473,16072.04972,16302.79742,17256.94453,18004.31226,18764.68163,19500.86525,20226.82383,20569.74867,21063.08193,21816.96374,23425.08865,24958.79036,24961.80426,25914.99972,26465.7345,27161.83627,29548.69845,31500.77786,31075.38892,31720.612
Non-Annex_I,Southeastern Asia,SGP,Singapore,GWP_100_AR5_GHG,8862.815614,8911.996139,10327.41778,11278.34116,11724.68758,11717.01226,12599.53876,13815.01657,15380.06168,16411.66373,16507.73175,17676.3239,18338.23542,19672.49427,19834.25484,20637.27482,21038.49882,21453.44424,23894.34959,25269.13366,33754.88613,35804.35474,36613.41547,42451.97216,45397.3494,46825.73223,48790.24479,50338.29378,54771.88938,52730.51604,57243.34579,58766.98031,51403.91403,49808.83522,52470.54119,50329.12423,50598.57569,51167.42528,50447.86386,51447.37132,58050.94476,60447.07869,58587.65609,62013.33891,63911.35305,65746.65998,63878.31462,69102.59784,67086.35783,69587.52541,68067.53216,70645.24648,71907.96885,72392.9437,76092.75834
Non-Annex_I,Western_Africa,SHN,Saint Helena,GWP_100_AR5_GHG,5.711317514,5.825646855,5.395322234,5.379881877,5.645801812,5.485223224,5.140907158,6.765703318,6.52252538,6.87174709,7.117664249,5.864764152,5.792587684,6.91087171,6.085354339,6.389634069,6.712048431,8.185059128,8.870979281,8.980631122,13.30726335,8.794911793,8.497137362,9.824953911,8.333336713,8.714114767,6.319948217,6.5181163,6.571916652,6.82251737,14.25198158,10.40550632,10.44988499,10.94273284,12.29817781,12.92709997,11.66697826,13.08720113,13.61840765,13.80544283,14.68174782,15.22673246,15.42423638,18.26267598,18.24081945,18.33299913,19.04401037,19.78295215,20.6746566,20.41656717,19.08251658,19.40529861,20.73548337,20.77201675,21.00826392
Non-Annex_I,Oceania,SLB,Solomon Islands,GWP_100_AR5_GHG,147.1294354,155.8250085,163.2290382,182.9178549,213.013897,200.7991998,209.5904246,222.8234412,229.1957228,235.8534219,252.7913081,299.4508078,281.0325204,291.5500043,276.1854091,276.2582799,247.3763895,256.6031132,286.6014273,282.5393527,301.5837692,309.6315305,328.9245182,333.4088325,339.6937188,326.6303212,331.1831344,338.8007081,346.3684948,350.9241855,406.1073383,428.8789679,444.851509,459.3261059,473.9416531,490.9790211,496.1791975,524.3819044,533.7026547,537.1482136,572.6154577,591.3254272,596.7751997,625.2717199,611.7480698,575.2597726,570.0052442,542.8076479,581.1418812,584.0994413,581.3178615,615.554928,592.1307362,598.9468634,619.751986
Non-Annex_I,Western_Africa,SLE,Sierra Leone,GWP_100_AR5_GHG,2111.879096,2137.333606,2166.787988,2188.441562,2254.99441,2340.413031,2410.108792,2462.468171,2523.572899,2516.276094,2538.004784,2517.082708,2599.342683,2560.10178,2506.490391,2547.821177,2688.141341,2988.651815,3031.522175,2967.277167,3473.437586,3677.603995,3342.914089,3350.813081,3359.442973,3445.971891,3509.260385,3572.572779,3613.123444,3695.663468,3390.762663,3452.648693,3619.991561,3805.210493,3993.182913,4461.419814,5098.965916,4621.362341,4809.885017,5179.399368,5457.165121,5861.022931,6197.411244,6502.988306,6711.186122,6242.856427,6319.470954,6343.17578,6551.938057,6702.060123,6874.178533,7833.318509,7335.498651,7794.538671,7928.483054
Non-Annex_I,Rest Central America,SLV,El Salvador,GWP_100_AR5_GHG,5375.271475,5245.583984,5621.130769,5623.471178,5757.029597,6090.051828,6389.414522,6815.549524,7198.614884,6974.497312,6225.49559,6122.946767,5636.200366,5761.626579,5672.782305,6111.501239,6074.745633,6686.179615,6752.947409,6783.098285,7083.398424,7950.55265,8486.96746,8736.660379,9476.027671,9660.783128,9605.357148,10740.42778,10659.66355,10771.34259,10269.86882,10842.48538,11004.50004,11465.20848,11875.00569,12147.88291,12638.64075,12890.24865,12378.61539,12101.25561,11758.20886,11676.30956,11940.83703,11129.0543,11615.02266,12111.36604,12069.58703,11421.4465,11739.76308,12766.89356,11646.11319,12596.8836,13602.65508,14380.13157,14751.63462
Non-Annex_I,Eastern_Africa,SOM,Somalia,GWP_100_AR5_GHG,18580.76587,18446.42001,18800.15512,18635.85895,18373.53525,19778.04147,19752.64362,21073.43204,22655.13934,22696.8951,22622.46428,23554.05205,24208.59448,23576.55073,23983.75594,24758.44426,25108.96878,26040.97665,27059.87816,26890.5908,25666.38795,22863.47494,20986.45917,22943.89611,24761.62661,25531.84707,26192.14477,26780.30202,26897.02954,27576.35501,28301.1741,28816.69821,29383.87644,29920.92699,30431.75084,31173.033,30303.78112,29070.09287,29528.29392,29896.51982,30251.15588,30643.52856,30924.83077,31079.70892,31324.03595,31447.62439,31811.26107,32038.41157,32579.99509,33108.77491,33508.35315,33384.1525,33644.70387,34244.72493,34416.87287
Non-Annex_I,USA,SPM,Saint Pierre and Miquelon,GWP_100_AR5_GHG,41.44924414,41.47039858,49.56758324,50.02885921,45.13080425,53.72623582,49.1560239,53.79890332,53.80048543,53.24648109,52.74431109,51.81095846,44.92217788,48.41563543,53.33702753,49.0582744,61.19091657,80.57131864,86.66923202,106.2248984,98.40047916,93.02964319,87.21160018,50.99571445,52.80684512,34.91213921,34.6699235,22.88482776,29.21130886,29.5005397,23.47829363,23.20041131,25.81738305,29.32118924,28.02987626,29.33492216,31.78863834,33.97568851,35.45972043,38.49930064,42.46883237,33.94634968,34.62990145,39.62545132,43.51883286,44.29595975,47.44894101,43.80547186,34.41097876,41.34622291,38.78862625,35.17009762,35.0685655,35.10943835,35.0077667
Non-Annex_I,Western_Africa,STP,Sao Tome and Principe,GWP_100_AR5_GHG,34.18412936,34.14936583,33.59706403,34.84370928,35.65056759,37.41814914,39.51077783,39.9680743,40.68973259,43.66818495,43.45839437,44.32294345,43.04099013,45.61058858,45.94300831,46.25053647,49.62837086,59.62177628,57.65549079,56.08536437,83.26071837,98.1197734,91.06105796,90.4601649,101.5329603,104.7878353,107.9863446,108.7860257,111.1438968,118.0645588,115.8000526,115.7024093,126.6658428,137.6752476,148.0431774,156.8071057,163.5357917,166.6992137,175.567031,188.3135779,198.4295769,203.6351484,210.3161177,213.7035161,214.3888108,225.1451294,233.2601036,238.3971788,242.4634824,251.752363,248.7005006,251.2520201,236.506229,242.117475,245.4651317
Non-Annex_I,Rest South America,SUR,Suriname,GWP_100_AR5_GHG,1759.444415,1761.714141,1724.170388,1947.963044,1873.50952,1766.640339,1837.672538,1998.72911,2147.136692,2150.337464,2212.155611,2010.713418,2010.40049,1808.318509,1676.708487,1809.948424,1831.646726,1538.056606,1641.037257,1848.558545,2213.400359,2461.257798,2598.362063,2476.47268,2438.842503,2475.862351,2485.561937,2458.260732,2470.673354,2395.386453,2528.140301,2548.277775,1967.653623,2188.785488,2332.546499,2604.516614,2480.609239,2373.080246,2458.798051,2567.265162,2878.301937,3113.434079,3582.17161,3465.520887,3834.892005,3923.076521,4193.45969,3657.389802,3317.564867,3878.617944,3791.143808,3914.800804,3956.371224,3586.674314,3666.575343
Annex_I,Central Europe,SVK,Slovakia,GWP_100_AR5_GHG,56313.97781,56492.86852,57343.59802,58609.08387,59240.15382,60633.53428,61492.56667,63700.71897,70361.49795,71600.24018,75678.75481,73641.64218,71906.05337,71862.56903,74232.34622,73786.55422,71159.17033,72791.13603,74188.82446,73739.09721,73844.74417,64277.49585,59567.39949,57803.0155,54850.99779,54836.94836,55377.7104,54677.09984,53767.35466,52612.86351,50482.04633,51058.34469,50596.09892,51217.22615,50948.60393,51095.41244,51317.35014,50245.45694,50103.72763,45764.5924,49101.3579,47479.9791,45381.3985,45841.8701,43045.08006,43929.64306,44801.38339,47065.0803,46669.73814,44018.4777,41996.19459,46371.88101,42524.27532,40307.73895,39000.77605
Annex_I,Central Europe,SVN,Slovenia,GWP_100_AR5_GHG,13982.59866,14312.1305,13913.24426,15425.5544,16576.60624,16647.70176,16190.14923,17226.43497,18127.36467,18821.43174,19138.35142,16771.61495,17061.50395,19855.70667,20103.42668,19676.63619,19535.11423,19110.99287,23359.83537,22065.37808,21074.10956,19737.05305,18792.18704,19345.72034,19177.04525,20079.03692,20735.61549,21507.06865,21346.3668,20727.66595,20510.73717,22348.17192,22994.08819,22831.06083,23365.59402,23507.6441,23587.81228,23515.28374,24134.26911,21870.09097,22003.91073,21023.41724,20366.29171,20323.95117,18678.43936,18888.00088,19791.9832,20098.76427,20033.2188,19354.62271,18023.76465,18190.49864,17498.21797,16677.12203,17336.89925
Annex_I,OECD_Europe,SWE,Sweden,GWP_100_AR5_GHG,114711.0181,107673.5645,107938.5573,109543.7641,102711.2163,104362.8109,111376.2863,107388.2697,102146.1642,105554.6924,97969.01029,90316.58698,84007.08475,78340.63787,78060.25803,81829.76915,82754.84998,80458.14386,78456.56378,75832.34363,75251.8516,75466.19924,78256.1592,78696.97161,81628.62736,81027.8599,86490.49423,80436.79882,81380.15174,79797.04398,76199.45188,75742.62171,77116.51606,77238.20934,75685.64394,71924.12342,72176.63165,69762.19579,68087.86046,63090.35919,69186.56696,64633.02671,61747.978,59711.03601,58361.33293,58390.86923,58017.46354,57336.18751,54846.8232,54920.91897,53705.36703,55817.68704,52830.7019,51401.28365,52565.80179
Non-Annex_I,Southern_Africa,SWZ,Swaziland,GWP_100_AR5_GHG,1858.919303,1873.636015,1943.720639,2004.461567,2044.902997,2123.580023,2193.816982,2160.356435,2571.819542,2625.34808,2649.886817,2614.157242,2585.223237,2440.443376,2447.30678,2593.935737,2696.951718,2693.493921,2732.527521,2825.886616,3221.718948,3295.500121,3147.310627,2787.922807,3544.133339,3518.76116,3302.485468,3369.768069,3318.387098,3533.006409,3255.030988,3116.864868,3142.283263,3181.48441,3214.425192,3186.987584,3110.187236,3188.252686,3120.905841,3083.71417,2788.169581,2662.862059,2675.683635,2885.865443,2896.295624,2893.076288,2936.488101,2908.118071,2915.071756,3011.080424,2857.132884,2905.894701,3049.161761,2921.694397,2929.757254
Non-Annex_I,Eastern_Africa,SYC,Seychelles,GWP_100_AR5_GHG,130.0882184,133.7803361,135.5031215,140.905267,151.7452753,158.6459779,164.5751765,169.5206382,173.4704372,196.1783399,194.9547672,159.6382164,142.0044989,232.4858072,235.9958551,245.917639,243.8172494,342.1591015,450.4021802,433.431186,317.5158321,434.8625581,373.1133008,375.0474318,374.2605851,395.6106544,407.763234,427.8458608,436.9221158,453.9083701,818.4522285,903.0189818,822.9490714,830.0239905,1132.795909,1034.667992,1122.823064,938.6966829,993.915748,1095.699645,990.784769,854.3391469,962.9361369,877.9870473,1006.273357,1069.531709,1189.728154,1244.780261,1093.426246,982.7871571,928.3660396,879.6563603,937.2955893,935.2360724,976.4374036
Non-Annex_I,Middle_East,SYR,Syrian Arab Republic,GWP_100_AR5_GHG,15601.03012,15603.18402,15985.63974,15277.86133,18611.96185,23319.19346,25540.74549,25997.17762,27397.78982,29911.51503,29904.9151,32241.09399,35185.30108,39640.33839,42345.37705,40119.71598,42086.78829,50926.23226,52908.16788,55927.42558,63398.97961,71842.77788,71254.54002,75230.66976,78217.46795,79808.55982,82820.93495,81582.85527,83598.15826,82849.61076,84953.0544,77654.51466,73310.64835,73746.77739,74709.60788,86642.44934,88434.70558,92372.94245,92036.93975,89245.85281,88786.44222,84432.3701,66592.9581,47900.76912,47035.5129,43719.79964,41336.1791,46269.56613,47801.47441,47341.46469,46339.38087,46286.12187,45699.07178,46530.65472,47165.57606
Non-Annex_I,Rest Central America,TCA,Turks and Caicos Islands,GWP_100_AR5_GHG,4.535695538,4.664165476,5.420783696,5.52104097,5.132850149,5.949100219,5.590643917,6.052880209,6.099809536,6.123464352,6.132892023,6.18741074,6.089093438,6.19562384,6.836105337,7.06939039,7.440966688,7.90101494,8.510318902,8.869735303,9.219732889,9.524026507,9.876133525,10.1861164,10.69585128,10.99633726,11.21052138,11.4046225,12.28179623,12.81190569,25.73938782,27.05351431,35.46503328,32.67625796,35.93380442,42.69749999,51.80258138,62.00040248,69.54398578,76.26789804,83.97227333,67.30307258,69.80181473,79.27244635,87.08525386,91.30841813,98.34078904,98.09347512,201.468226,232.2876944,225.029364,224.2998051,229.4838058,230.0411903,237.8484581
