IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,Substance,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023,Y_2024
Non-Annex_I,China +,MAC,Macao,GWP_100_AR5_GHG,332.7037679,333.6578533,352.102979,418.2058566,506.3974036,423.7632408,417.487079,439.1901529,435.8900466,467.5879025,502.5524475,483.7188888,506.4692146,686.5130063,667.343613,608.3169014,748.9360868,917.6928245,895.9515491,917.9890224,1001.376683,1026.807968,1158.623698,1281.723579,1398.448606,1268.997715,1458.385128,1549.086249,1702.021855,1792.454356,1518.46929,1626.540895,1781.429022,1829.425912,2113.670411,2125.974607,2115.019966,2010.869876,1675.803055,1775.63159,1797.714011,1768.876928,1825.635622,1895.168698,2172.182289,2855.431679,2723.423509,2980.127059,2212.43767,2335.604483,2318.829233,2132.281723,1761.521151,1763.905208,1820.094827
Non-Annex_I,Northern_Africa,MAR,Morocco,GWP_100_AR5_GHG,22248.70387,22933.34696,23406.06326,24855.59549,25654.87364,26641.84074,27830.00341,28961.21236,30668.1899,31898.67192,33169.16843,32845.31906,31537.38195,33240.28258,33202.62104,34981.40547,36905.55364,38531.12264,39195.66698,41490.97414,42487.05016,43425.4963,44972.72505,44779.1708,47688.6418,48980.50937,49425.47923,51849.89691,52894.54437,55252.95789,56668.01464,60507.71836,62075.96911,62619.9385,68501.26454,70599.77585,72021.62876,72952.02702,76879.4286,76919.31107,80737.09377,86130.32397,88910.31779,89834.14676,91378.60921,93673.79922,94055.8062,98005.64482,100029.1278,107747.184,104261.3961,110821.9962,110760.9219,108358.0729,108736.4237
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",GWP_100_AR5_GHG,23411.81965,23637.302,24885.11296,26320.30783,27678.1608,29430.78699,30258.08327,30924.11907,32043.20607,32764.93337,33942.97708,33873.4312,34262.4696,34574.87349,34913.8678,35186.22036,36052.232,36862.95317,37061.12702,36975.19619,37419.5784,30938.55416,25340.40133,21641.07722,18582.00967,16544.70335,14671.93899,13325.20594,12090.87289,10612.45156,9912.847281,10104.45114,10334.4253,10920.47147,10924.44979,11255.18928,11068.80071,10933.27031,10614.96405,10428.64013,11505.79588,11712.66438,11336.6294,10770.86977,11331.46288,11617.41022,11899.74331,11926.9492,12620.36798,12692.60345,12384.85334,13214.23574,11649.24054,11650.6458,11658.32451
Non-Annex_I,Eastern_Africa,MDG,Madagascar,GWP_100_AR5_GHG,18296.90508,17302.96566,17730.0087,18044.82513,18480.23641,18735.90791,18861.56842,19403.52289,20661.06301,20811.14551,21527.17706,21449.12034,21650.25021,21912.38215,22261.68923,22003.12544,22142.02107,22188.35502,22324.79495,22404.22057,22882.30742,22955.28751,23328.78179,23858.45795,23526.92655,24119.18265,24276.7535,24485.85263,24862.3356,25152.5204,25315.84213,23494.25485,21642.92319,22828.15439,23513.19348,26184.89061,26478.38398,27116.64512,27738.57908,28367.28083,29016.31753,29070.70739,30393.87618,29603.27411,31102.53019,31461.02551,31425.44919,31825.52383,30386.03194,32247.8886,31869.37107,33596.93732,34457.66497,35705.43713,35789.96651
Non-Annex_I,India +,MDV,Maldives,GWP_100_AR5_GHG,21.04994395,22.12878855,23.83604843,27.38407747,31.41511019,30.21287685,31.25991701,33.18545936,34.6358866,37.04027622,39.71706726,41.13520687,42.3267003,43.98872706,82.59279433,89.80253083,90.85660603,99.70441629,115.4083428,113.0032218,135.0102637,139.1153424,150.0889664,170.7780767,321.9761029,386.4181399,393.776487,357.6218745,400.5259597,401.7733171,694.9742233,622.0374355,746.1570472,653.0248542,822.2321113,769.3932215,930.3103212,977.7234618,1064.072893,1096.777048,1173.767674,1269.712617,1580.700729,1766.28453,2355.296945,1741.103569,1893.728454,1768.727739,1545.766835,1685.468722,1379.542719,1869.4761,1989.586355,1998.543125,2093.37299
Non-Annex_I,Mexico,MEX,Mexico,GWP_100_AR5_GHG,205389.0842,206970.3785,220870.3681,232834.9571,252240.6147,266221.8588,281592.4738,291336.6634,316598.4488,332203.8776,362116.6057,387458.2856,410853.0346,396378.3942,402955.8951,416557.0776,413951.6056,426269.5679,424940.8647,443902.4948,440470.8392,458447.2612,461021.0571,474755.0748,501241.0346,482183.5,502171.2646,528157.1397,554865.5062,541782.5215,566251.362,562642.8757,568838.2947,593063.1516,602655.4871,624679.2475,646276.1753,656982.1544,663538.0064,649975.7465,665572.5048,677102.5687,692875.2379,684559.8815,673047.3393,682147.8595,691490.8926,695752.7728,675051.5117,692133.3869,640127.2393,656289.0351,660285.6144,685651.2334,686779.3695
Non-Annex_I,Oceania,MHL,Marshall Islands,GWP_100_AR5_GHG,1.074724345,1.128710646,1.188425441,1.252821974,1.310809234,1.365713601,1.416805774,1.464085757,1.512886265,1.565300799,1.62561529,1.696899672,1.776125982,1.86192994,1.954410528,2.051948183,2.154542943,2.262767701,2.368050537,2.464818974,2.546042492,2.611149816,2.661305045,2.698976853,2.72922213,2.754134462,2.776854103,2.794141997,2.80876345,2.818625111,2.825664389,2.829481918,2.831008145,2.83148768,2.83139439,2.833295415,2.837868318,2.843779311,2.85189459,2.860398311,2.869485434,2.878681008,2.88836214,2.898902793,2.907255303,2.915616775,2.922263566,2.927972952,2.933590463,2.933965569,3.881538306,3.938811896,3.973622532,3.979409007,3.98776237
Non-Annex_I,Central Europe,MKD,"Macedonia, the former Yugoslav Republic of",GWP_100_AR5_GHG,12345.26375,11789.21754,11793.44009,13172.52334,13570.98692,11530.03754,11917.99895,12198.44918,11888.65654,13055.47152,12160.28818,12979.66297,11621.90064,11071.66558,12533.24343,13007.78317,13241.63264,12874.72259,12997.41651,13177.93119,14361.24002,12866.60267,11541.79345,11746.33645,11521.02784,11386.22107,12976.59518,11820.35197,12666.89336,11744.12162,11400.05378,11512.48944,10961.86561,11728.34061,11892.47864,12353.74249,12056.54556,12817.49987,12661.93447,11570.8832,11735.30667,12920.36176,12293.12593,11392.52403,10964.11232,10547.92139,10250.44688,10702.23905,10241.38929,11337.20519,10288.53949,10224.42209,10815.88168,10569.13479,9812.096335
Non-Annex_I,Western_Africa,MLI,Mali,GWP_100_AR5_GHG,10868.48454,11103.38249,9831.152147,9135.533438,8315.672213,9049.560732,9414.141694,9515.744837,10139.81326,10826.27535,12201.71923,12932.36659,13349.86064,11855.81702,10596.48288,9892.888991,10124.66375,10517.64118,10848.49605,11371.47365,11981.84393,12013.93786,11987.78655,12145.31936,12475.67451,12846.4236,13230.36035,13365.36535,14157.2765,14856.46032,15757.128,16483.7538,17658.50761,18540.04408,19345.07378,20241.61092,20478.34385,21867.52026,23089.65611,24321.9771,25514.51025,26537.77043,27613.68696,29182.30168,30252.53107,32209.36701,35589.27798,38307.44579,40083.11861,40847.82131,42540.25761,44990.4345,44505.36437,46611.31935,48008.50955
Annex_I,Central Europe,MLT,Malta,GWP_100_AR5_GHG,815.1748252,822.097504,993.5859745,960.7439014,888.7692959,816.8522317,914.5949223,962.7686881,1096.013726,1071.942766,1168.869827,1303.66218,1474.318417,1136.816495,1504.003859,1335.408972,2063.834378,2158.725114,2336.100418,2521.324545,2519.874931,2425.322647,2396.614113,3047.13813,2754.011998,2625.868766,2576.499172,2733.920331,2642.515525,2688.776271,2414.825634,2790.462756,2617.596702,2921.20719,2919.613477,2976.305112,3035.46409,3113.192011,3133.21688,2899.170122,2949.410706,2938.738692,3117.848959,2782.982856,2787.853589,2110.198228,1827.776024,2016.420144,2011.797608,2115.264314,2060.938419,2068.150682,2235.004653,2225.221869,2243.619228
Non-Annex_I,Southeastern Asia,MMR,Myanmar,GWP_100_AR5_GHG,50250.30693,50626.43441,49264.33177,51470.64043,52150.15893,53649.16142,54167.34847,55035.57141,57542.33635,56824.24276,61520.41861,63250.65175,64013.56984,64922.06019,65741.56044,67257.8066,67337.70775,64756.89889,64607.29541,63650.45992,63223.31899,61995.22633,66050.71029,69215.42266,72746.49004,75790.90923,75709.23942,74180.50338,76025.93972,82400.01386,85459.48677,86151.82481,88046.68916,94165.65093,97571.40069,103185.77,107940.8903,110216.7927,108914.226,109628.3452,111666.6205,109513.8411,111468.3171,114825.4777,120419.7618,124252.8968,129544.21,145485.6029,121775.7795,121645.4948,123034.6552,121281.9556,121080.0411,118238.4652,117787.5364
Non-Annex_I,China +,MNG,Mongolia,GWP_100_AR5_GHG,19948.29395,20328.07231,19959.82863,20475.37601,21229.02,21894.93686,22228.20444,23010.2546,23415.96457,24278.62345,25118.61707,24242.41154,25171.86972,25607.90713,25988.14675,27599.67152,28840.78908,29902.14398,30908.66405,30275.91742,29930.0645,32893.79098,30617.59335,29313.72175,27335.0528,28174.33334,26887.13676,27172.32137,27906.9577,28592.5892,29330.86334,27108.68138,25008.50018,24350.21843,24296.30976,28856.9644,32180.77106,34933.7654,35924.26547,39354.50732,42455.13901,48045.0224,49286.37325,51762.73049,54986.63781,52933.94509,60763.76796,67847.44013,71030.1059,76096.39111,69780.87325,70927.69637,74708.25846,93715.82839,104354.966
Non-Annex_I,Oceania,MNP,Northern Mariana Islands,GWP_100_AR5_GHG,0.715214307,0.742621731,0.77175426,0.799838296,0.822819725,0.839578662,0.847916432,0.85165557,0.859792474,0.889170109,0.950105861,1.045644776,1.172771496,1.322489541,1.480830391,1.638222894,1.791792699,1.943839411,2.094837015,2.246510204,2.401430472,2.560567388,2.715505045,2.871437192,3.033558043,3.203037136,3.383684321,3.570045745,3.744334334,3.880574393,3.962544216,4.811920681,4.781966148,4.687496809,4.585818934,4.461797085,4.319994305,4.148460389,4.001227199,3.89568881,3.836579554,3.802484357,3.79227257,3.805845879,3.842724457,3.880109995,3.909739907,3.924993353,3.938589187,3.954194156,4.000290785,4.008028645,4.040517935,4.066712786,4.093484494
Non-Annex_I,Southern_Africa,MOZ,Mozambique,GWP_100_AR5_GHG,9248.007874,9388.925797,8993.362924,9322.200826,9206.207593,8840.504968,8670.131706,8526.410251,8159.475927,8095.062974,8569.692802,8344.109506,9788.06326,9627.363024,8689.120791,9185.407224,9000.315586,8570.240106,8312.475504,8690.379034,8613.911074,8292.298209,8608.774655,8783.268247,9118.434372,9365.347586,9545.145678,8216.792658,10207.4496,9743.112984,10498.8464,11225.90883,11704.20263,12919.86767,13587.17132,14041.5591,13771.3569,14398.2006,14125.25632,13731.49021,14312.25666,19121.21711,21971.98891,23306.2199,24747.08573,24550.51434,27006.16825,29485.2494,32512.10301,30174.0792,27927.32672,31137.11742,35683.63847,34318.01829,33625.59
Non-Annex_I,Western_Africa,MRT,Mauritania,GWP_100_AR5_GHG,5645.659544,5500.176947,5060.988866,4962.10117,4313.273177,4438.902375,4662.835791,4852.334597,4946.006998,5115.792941,5227.475682,5515.199718,5637.614502,5166.526164,5129.987347,5402.23667,5295.347127,5753.345833,6101.070948,6394.912223,6664.12822,7043.705209,8270.006938,8392.803978,8363.51841,8514.780278,8866.861309,9269.734227,9660.207228,10375.56543,9178.253672,9555.852499,9974.247089,10250.64236,10242.6544,10481.9674,11134.01183,10898.61705,10692.83487,11232.19902,11497.37288,11906.86148,12457.28693,12528.82453,13265.80363,13650.67058,13559.45441,14871.70584,15682.26197,16133.04065,16483.01022,16364.30311,17117.99697,17182.68445,17508.62066
Non-Annex_I,Rest Central America,MSR,Montserrat,GWP_100_AR5_GHG,19.92150112,20.58014292,21.76154842,22.17847642,22.13146588,23.45159383,23.4205393,24.35437205,24.43944281,24.45791781,24.87711674,24.71703816,24.88319233,24.83120664,25.6446908,30.50657004,25.22340114,26.86872799,27.56839422,27.93266778,29.1011015,35.00389528,35.36674128,34.9692725,35.47147328,40.93990692,40.7500899,41.20846523,41.64093546,41.85341527,30.06157079,29.89409594,33.72141207,34.19169905,33.96997527,34.32105073,35.55237877,38.16279954,44.49088462,42.08986236,50.87505173,37.74102064,37.87390229,44.20492644,44.15340594,47.27733415,37.83164527,35.61159717,36.58635465,36.15498901,35.87570029,35.01776349,35.25663677,35.13516436,35.34597989
Non-Annex_I,Rest Central America,MTQ,Martinique,GWP_100_AR5_GHG,363.1440047,372.8621067,417.2622399,422.9714449,400.6583162,441.3460455,425.6881125,451.6751395,454.6827966,456.1808576,470.6077731,480.5598908,473.6893521,455.0078305,448.7466075,497.6173154,518.5735787,568.5869055,670.13687,840.2251992,899.0014554,803.7097467,836.4033556,992.4185477,997.928274,991.3882943,979.8804315,1003.051539,1014.972634,1023.619453,829.6723499,833.8538895,864.8660223,874.0439374,865.3469553,856.6008156,926.3051187,971.1110571,987.1398605,1065.749899,1133.65148,1172.290086,1171.005883,1169.174336,1170.572882,1170.215471,1171.308674,1172.020777,1167.533585,1164.533749,1163.571979,1165.128386,1164.187611,1165.683678,1201.807506
Non-Annex_I,Eastern_Africa,MUS,Mauritius,GWP_100_AR5_GHG,822.7267086,861.6526749,903.5098119,945.4347718,999.4442729,1010.027031,1076.422279,1183.296756,1194.751368,1204.615717,1161.106066,1181.512106,1145.965039,1219.896925,1271.443712,1244.790214,1407.162664,1474.086279,1557.703268,1685.347599,1843.959706,1922.778834,2004.343956,2136.969216,2187.516233,2253.419152,2340.099828,2357.028026,2540.031621,2955.057587,3240.853023,3392.926695,3384.505382,3470.936589,3521.246292,3679.121548,4435.020065,4569.575766,4692.656074,4691.985965,4983.200146,5010.353212,5121.96733,5270.530356,5483.514256,5481.642698,5596.655703,5849.741905,5849.448246,5947.019551,5534.682213,5842.102646,5981.317974,6323.073051,6471.595797
Non-Annex_I,Southern_Africa,MWI,Malawi,GWP_100_AR5_GHG,2295.679453,2329.901845,2456.414409,2535.513564,2655.055024,2766.388683,2892.515777,2954.708011,3022.874468,3057.802586,3137.993856,3319.95663,3418.99841,3455.545849,3534.384718,3797.046186,3857.028907,4134.217447,3776.900139,3908.04901,5874.678065,6108.105368,6292.304041,6285.24123,6293.83602,6374.335125,6569.413036,6749.816348,7261.282311,7534.060783,8141.448119,8089.162345,8099.398396,8299.207121,8347.703015,8952.090886,9398.410566,10018.54288,10572.39084,10728.33061,11461.84705,13072.35326,13387.60096,13089.37399,13398.85985,13730.56653,14155.37089,15056.15194,16204.96267,17717.69699,17611.1946,18677.15518,18639.31978,18353.8368,19023.56452
Non-Annex_I,Southeastern Asia,MYS,Malaysia,GWP_100_AR5_GHG,36937.93911,37574.46035,24902.22116,25468.10653,28347.29034,30279.75475,33334.75948,33341.63105,39746.81872,45536.94473,46798.27139,47304.5113,50643.76179,56680.85197,60219.06363,60058.98592,62180.29935,63303.84384,67320.53337,77146.78599,85745.38539,96911.33308,101607.9937,102477.6039,111205.9531,113602.9043,128277.046,141267.8318,136053.4251,145369.2718,157856.4506,166003.834,175184.8729,188341.6064,203159.7134,215212.6251,223027.4739,240602.5744,252885.2586,235842.6297,250790.2804,252934.6597,254605.0709,272748.5034,287411.5633,290148.077,286502.3893,274647.296,291021.5701,292133.43,288858.3842,293311.6114,312747.2004,318372.5431,332166.8281
Non-Annex_I,Eastern_Africa,MYT,Mayotte,GWP_100_AR5_GHG,2.758533552,2.867740773,2.986045975,3.109688948,3.233574801,3.356086841,3.472938817,3.59136883,3.715136782,3.855766656,4.021548772,4.212724689,4.428769947,4.666450925,4.921762977,5.189329719,5.468869326,5.759047013,6.064675273,6.387088765,6.730291613,7.067374621,7.404280543,7.741390415,8.069193157,8.380103035,8.67265485,8.94782439,9.206434369,9.4553616,9.700729276,11.34291336,11.70821464,12.14404179,12.59288613,13.08208297,13.57480573,14.05938072,14.56962447,15.16822949,15.77098583,16.31131879,16.79648914,17.41025636,17.95458186,18.49675845,19.05307788,19.61960189,20.18986859,20.73401085,21.30757478,21.9001653,22.4981556,23.03668434,23.61814723
Non-Annex_I,Southern_Africa,NAM,Namibia,GWP_100_AR5_GHG,6468.498424,6569.323832,6669.345485,6776.514857,7419.030572,5558.400015,5587.341695,6327.665688,6383.000358,6808.679944,7053.86555,5987.105466,5480.329822,5430.550539,5504.961582,5575.919268,5974.545547,6358.420306,6746.986035,6681.494122,6595.164458,6670.755127,6668.174066,6741.126352,6750.016831,6856.768418,7039.59723,7291.933653,7610.042638,7819.55261,8744.555009,8949.096383,8454.793793,8715.724638,8860.432288,10640.23713,9295.309432,9281.171873,10041.85062,10186.45531,9460.99667,9854.501164,11131.05559,10225.56175,10874.32947,11125.5059,12351.84497,11774.02032,11596.72223,11774.52046,11124.61455,12134.46755,12269.19202,13889.90261,14212.13181
Non-Annex_I,Oceania,NCL,New Caledonia,GWP_100_AR5_GHG,1380.946443,1381.960061,1417.63304,1639.959618,1907.199238,1668.783258,1650.458354,1735.587194,1758.771357,1852.906835,1956.68241,1904.179377,1389.990787,1336.948754,1407.333167,1782.132464,1724.993833,1864.743226,1834.483814,1932.487311,1918.492839,2068.462682,2087.512252,2128.093954,2190.727842,2032.289077,2244.881926,2104.922314,2055.715831,1997.715782,2485.982002,2530.047107,2785.004231,3052.748296,2766.207519,3009.528433,3008.017464,3086.578336,2992.986689,3002.297589,3817.933568,3842.627492,3886.223483,4266.301333,5156.308582,4940.13621,5271.863152,4773.065951,6465.980976,6229.949511,6080.661041,5032.750766,4984.153097,5244.788763,5381.612168
Non-Annex_I,Western_Africa,NER,Niger,GWP_100_AR5_GHG,11021.87213,11340.28344,11549.2083,8803.102952,8862.134998,9485.597715,10225.94521,11245.02672,11653.63811,12073.9764,12600.44286,13254.00501,13858.23861,14588.8545,10632.73965,9184.393191,9488.210983,9779.00153,10150.15887,10531.26303,10738.67908,11156.52017,11586.2765,12271.20557,12650.18509,13184.39219,13836.57876,14580.92707,15246.13734,15844.59558,16206.44855,16954.34752,17699.8991,18499.14579,19316.24978,20043.33246,20754.66122,21612.05343,22507.06217,23538.27883,23318.82556,24120.18854,25890.46827,27242.56605,28538.7089,29588.02458,30938.85414,32150.3303,33652.83175,35517.35887,37194.71011,39193.9699,41358.7318,40072.24704,41146.14695
Non-Annex_I,Oceania,NFK,Norfolk Island,GWP_100_AR5_GHG,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001034,0.001848,0.001914,0.001771,0.001023,0.00121,0.002167,0.003047,0.003267,0.003696,0.00341,0.003872,0.003157,0.002596,0.002101,0.001584,0.00154,0.001188,0.001276,0.001078,0.002618,0.002266,0.002046,0.000594,0.00132,0.001804,0.002002,0.001782,0.001969,0.001969,0.002079,0.002387,0.00253,0.0026796,0.002838046
Non-Annex_I,Western_Africa,NGA,Nigeria,GWP_100_AR5_GHG,172370.7978,187211.9456,222299.1364,252436.3741,286067.2967,232045.3813,266285.8198,260750.8905,250112.4976,312143.1421,286549.8572,224537.2039,211611.42,208170.2044,220165.2437,232290.9884,229048.4759,216490.6559,235376.5624,259930.857,260815.6308,275414.2617,299393.7899,303000.4366,326775.0215,358626.2546,417040.5514,391038.8482,358915.4987,346031.3063,379867.855,385887.7443,332827.386,369186.4309,359991.1266,351604.3237,324010.9343,298671.4373,303821.4633,287388.8637,309519.5326,330195.223,331692.6955,335404.8161,346617.5935,342397.5223,336750.0796,334534.1451,346528.7117,360085.6966,333684.6757,342747.095,334769.9129,337776.7454,350555.3543
Non-Annex_I,Rest Central America,NIC,Nicaragua,GWP_100_AR5_GHG,7907.999731,7496.208044,7564.307872,7987.898767,8459.789353,8686.073851,9192.07345,9981.42616,9708.287921,8155.4406,7871.038399,8067.261601,8144.946893,7950.938393,8134.417784,8228.228831,8123.207208,7606.282231,7816.407122,8162.155311,9010.346535,7896.263218,8772.493677,9406.699692,9755.710745,9262.12662,9299.831346,9973.533581,10361.92048,11376.53684,11796.06283,12044.58649,12319.66769,13055.54066,13000.10533,13027.09565,13632.67074,13900.45548,13756.05182,13820.93871,14202.19426,15171.47405,15632.04883,15751.1447,16476.80363,17695.89767,17935.57861,17971.07036,17444.27017,17907.22086,17822.66562,18441.01484,18706.39645,18960.95277,19158.62109
Non-Annex_I,Oceania,NIU,Niue,GWP_100_AR5_GHG,1.716013915,1.92035689,1.885020512,2.499778863,2.45221783,2.487936,2.532133361,2.641338393,2.26016311,2.26990366,1.947357913,1.951262916,1.950250797,1.969562637,1.874877472,1.760751084,1.664956074,1.552774054,1.449254534,1.344975906,1.202748873,1.213240746,1.226012688,1.222474155,1.266776956,1.269268108,1.27394592,1.27287736,1.270686031,1.269084131,1.268069137,1.346555136,1.342948584,1.345024643,1.34312461,1.385650831,1.380814018,1.432826282,1.428504464,1.422985332,1.432211418,1.435631966,1.443617036,1.452455174,1.465383284,1.477471156,1.487582003,1.496282623,1.507018465,1.516015901,1.523662992,1.533386582,1.541354623,1.544676584,1.552201281
Annex_I,OECD_Europe,NLD,Netherlands,GWP_100_AR5_GHG,179528.322,181072.7545,199184.9282,208091.0785,203481.4073,195400.7932,206494.1725,204483.0094,210273.9429,220831.5133,213790.7848,212467.8493,201290.5287,197623.7785,204999.0695,209146.5436,212069.0355,216707.5464,216217.2046,219099.4104,223817.1603,229215.3027,228118.8726,231481.3018,233430.7327,236581.6363,247758.4169,238000.8517,237923.7716,227533.9275,225880.1019,224856.566,223526.3257,226076.6386,228465.3652,222299.7109,218483.0009,218604.7608,214110.5913,208243.5588,219868.4658,206760.9526,203885.4394,201678.2765,193574.0719,201529.6105,202678.7038,198730.9554,191883.9094,186700.0267,170343.5908,173589.5894,160283.5565,149488.3818,145006.6745
Annex_I,OECD_Europe,NOR,Norway,GWP_100_AR5_GHG,55057.60364,53605.34386,57150.66036,58842.98167,57816.96993,56247.53753,58922.51161,60081.4384,58911.46997,62187.53953,60226.7349,56547.08801,52453.73279,52558.73071,55218.14046,55388.55732,57126.65903,55558.35092,57009.62867,55534.21421,55350.51429,51821.44196,51518.76787,54173.03407,56616.69045,56130.27888,56604.70778,59289.56963,60783.9815,62471.22737,57669.14024,58578.55412,57570.39204,61342.52173,62045.99038,59493.18222,60358.68955,61669.94234,63348.75747,60284.63728,63387.75463,61846.99474,61357.79997,62166.59179,61954.30081,62893.2124,62213.84202,61991.31066,61118.75573,59549.65708,57832.13505,58709.1001,57651.45241,55466.9588,53759.63641
Non-Annex_I,India +,NPL,Nepal,GWP_100_AR5_GHG,15683.6596,16002.79993,16209.93627,16898.01921,17243.51028,17738.97113,18035.87308,18551.5421,18947.37823,19260.36791,20238.05669,20356.33226,19989.37004,21115.00099,21439.52716,21416.08779,21565.04225,22211.60246,22568.83903,22568.42974,23096.16481,22850.87649,23708.64576,23635.61607,25206.10962,26072.13886,26482.92508,27031.3837,27627.21087,28620.16673,28897.13615,29492.04575,29083.06549,30107.47752,29713.33581,30405.85247,29835.74267,30857.71539,31727.00998,33042.96174,34455.91988,35845.87125,36457.46883,37790.18724,38563.0589,38416.57242,43031.56501,45424.73738,47838.22639,46623.05318,49817.19839,50758.08393,48037.70688,42116.03363,41468.2347
Non-Annex_I,Oceania,NRU,Nauru,GWP_100_AR5_GHG,0.637584993,0.658435872,0.682802192,0.707064344,0.730597793,0.74551503,0.718953825,0.707218514,0.729656588,0.752851709,0.781383999,0.820830286,0.848424856,0.874587897,0.848638846,0.88126296,0.915697223,0.946077194,0.975794717,0.988342534,1.020019044,1.043674009,1.075266899,1.091824359,1.099218856,1.105291793,1.106625305,1.108749118,1.108982313,1.110368602,1.112509668,1.116637092,1.117798865,1.118752614,1.11473245,1.113341994,1.110590825,1.125077116,1.140207827,1.14025285,1.145128627,1.155953303,1.17205638,1.191322588,1.208854194,1.220557914,1.224666203,1.224416717,1.220468672,1.224708015,1.433640983,1.416348125,1.423469624,1.424610163,1.426780552
Annex_I,Oceania,NZL,New Zealand,GWP_100_AR5_GHG,58171.2507,56455.10859,60615.54682,61447.77259,62650.42281,61751.53302,64067.1804,65075.45734,64993.81586,63078.79648,65603.74208,65552.26836,67465.10814,67687.91298,68802.52622,69791.238,70269.50721,69690.20421,71412.30907,69547.95337,71813.86529,72153.43775,73353.8946,73977.57625,76177.98683,77661.59195,78351.81231,80516.14031,78610.53674,80809.15981,81683.98812,84132.36526,85811.87055,87311.02844,87269.75151,87701.34511,88156.58304,86916.03685,86632.14158,84375.05163,84793.6626,84206.16543,86888.18458,85877.37915,87275.26284,86179.4649,85682.04344,86855.42757,85831.83682,87124.58604,83770.54364,83478.75186,80084.06203,78208.11179,77837.35328
Non-Annex_I,Middle_East,OMN,Oman,GWP_100_AR5_GHG,14847.43223,14867.82537,14702.59931,15044.72517,15394.5204,34909.64866,38515.16494,37841.61021,32278.6053,29525.29505,20747.99134,23311.11736,21637.05446,24719.74558,23616.05178,23048.46069,26454.87567,26725.11094,28921.90201,29445.6873,34965.93533,42577.76842,41168.06061,40074.72345,39190.27063,42194.97506,44214.80081,47828.5013,44761.13065,49415.25498,52059.16837,55920.06275,58557.34145,63497.65816,61807.57739,62188.03175,68950.60139,70675.73039,70104.11596,72161.4296,76420.39865,85519.01007,94364.17319,98923.69253,103648.0393,109232.3851,111594.4402,111985.4294,115489.0044,116703.2256,113283.9783,119548.3955,127593.6955,130248.584,132264.6616
Non-Annex_I,India +,PAK,Pakistan,GWP_100_AR5_GHG,84222.45811,85305.58355,87383.20547,90262.32294,93273.28598,97908.81746,99171.41443,103898.3703,108224.2152,113093.8076,114994.3888,120422.2604,127054.5951,131200.8517,135624.8393,144049.4795,157811.1571,166804.1589,174195.9437,182902.4933,188877.4209,190819.2947,201807.6984,213985.9614,219020.9486,230476.1812,240162.3265,246587.6245,252065.3196,265270.0341,271331.9479,274661.9222,279876.8856,290865.3042,310878.8363,319164.8496,341148.3751,363581.2221,365142.6377,375795.1785,369146.2325,377643.7849,381795.9354,396269.8884,412434.6656,423572.3184,454030.4507,477201.0328,473292.763,476090.8495,511264.2185,526951.7103,537656.3357,522210.0094,525882.4714
Non-Annex_I,Rest Central America,PAN,Panama,GWP_100_AR5_GHG,5857.723677,6039.558446,6312.890398,6721.885254,6858.189473,6996.592096,7019.549637,7046.151684,6917.191208,7257.904641,7076.012097,6740.982603,7152.716199,7645.518758,7031.952743,6850.784215,6960.503533,7267.776275,6560.172253,6725.350024,6874.514126,7368.533381,8095.941984,8241.859803,8575.063288,8917.955296,8970.617498,9012.373773,10281.26243,9543.661825,9695.623696,11195.75701,10477.09552,10566.14382,10572.21058,12387.97678,12839.04472,12779.99933,12772.46513,14263.74464,14845.08442,15911.1422,16369.70486,16254.51745,16611.89079,16388.57111,16572.1576,16088.00024,16032.00926,19319.13524,15973.69569,17182.27973,18063.61409,19493.12359,19217.95452
Non-Annex_I,Oceania,PCN,Pitcairn,GWP_100_AR5_GHG,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.007733,0.006479,0.003971,0.001441,0.00044,0.000583,0.000649,0.000385,0.000209,0.000099,0.000033,0.000055,0.000165,0.00033,0.000286,0.000187,0.000055,0.000066,0.000154,0.000176,0.000209,0.000187,0.000253,0.000374,0.000308,0.00022,0.00011,0.000143,0.000143,0.0000968,6.55262E-05
