iso_alpha_3,year,cap_liberal_democracy_idx,cap_corruption_idx,cap_control_corruption,cap_govt_effectiveness,cap_political_stability,cap_regulatory_quality,cap_voice_accountability,con_ndgain_score,con_ndgain_vulnerability,con_renewables_share_elec_pct,inc_has_carbon_tax,inc_has_framework_law,inc_has_renewable_target,x_log_signed_con_coal,x_log_signed_con_hydro,x_log_signed_con_edgar_ghg_mt,x_log_signed_con_demand,x_log_signed_con_primary_energy_twh,x_log_signed_con_other_fossil,x_log_signed_con_demand_per_capita,x_log_signed_con_energy_per_capita_kwh,x_log_signed_cap_gdp_per_capita_ppp_current,x_log_signed_inc_carbon_pricing_coverage,x_log_signed_con_electricity_access_pct,em_lag_1y
BWA,2008,0.612,0.15,1.02252972126007,0.51762855052948,1.03310561180115,0.644565641880035,0.51350462436676,45.9355455187531,0.469971363912473,0.0,0.0,0.0,0.0,0.12221763272424921,0.0,2.205629226282128,1.4562867329399256,3.004840665917982,0.0,0.9895411936137477,9.194055693435558,9.5332463969909,0.0,3.817712325956905,2.125449040636968
BWA,2009,0.615,0.15,0.927733778953552,0.415621072053909,0.953861236572266,0.607087075710297,0.437099367380142,46.1032195097096,0.464561551156319,0.0,0.0,0.0,1.0,0.12221763272424921,0.0,2.134529622760204,1.4747630091074988,2.945911578570035,0.0,0.9895411936137477,9.11133108891765,9.366248192609703,0.0,3.793239469438179,2.205629226282128
BWA,2010,0.621,0.15,1.00335109233856,0.388349592685699,0.991209805011749,0.578393816947937,0.455533385276794,46.5085467764356,0.458235942908555,0.0,0.0,0.0,1.0,0.12221763272424921,0.0,2.17816469251128,1.5062971535145868,2.9764475121421237,0.06765864847381481,1.0043016091968684,9.122452319910138,9.45362426876997,0.0,3.970291913552122,2.134529622760204
BWA,2011,0.62,0.15,0.96656745672226,0.411628901958466,1.06444656848907,0.576675236225128,0.425984054803848,46.5999424091463,0.45188402331688,0.0,0.0,0.0,0.0,0.12221763272424921,0.0,2.2520817381490317,1.5303947050936475,3.0218385206384704,0.06765864847381481,1.0116009116784799,9.150514356189047,9.520499929821042,0.0,3.9926809084456005,2.17816469251128
BWA,2012,0.614,0.146,0.90651535987854,0.422315120697021,1.10404145717621,0.692556440830231,0.53296971321106,46.9775856114489,0.445750059962054,0.0,0.0,0.0,0.0,0.12221763272424921,0.0,2.090360808107205,1.5303947050936475,3.010571623750631,0.06765864847381481,1.000631880307906,9.12188810285444,9.452312224249523,0.0,4.04305126783455,2.2520817381490317
BWA,2013,0.608,0.137,0.8934605717659,0.378747165203094,1.10234701633453,0.635518550872803,0.489309012889862,47.1123253194728,0.450235850889115,0.0,0.0,0.0,0.0,0.3576744442718159,0.0,2.3017537301929405,1.556037135706985,3.0035020108183517,0.06765864847381481,1.0116009116784799,9.099363670585271,9.519452384628266,0.0,4.07753744390572,2.090360808107205
BWA,2014,0.608,0.143,0.812723755836487,0.298254311084747,1.01184713840485,0.764807999134064,0.447420954704285,48.0499560322177,0.446317172924424,0.0,0.0,0.0,0.0,0.5481214085096876,0.0,2.400964168357582,1.6074359097634274,3.007562025307568,0.06765864847381481,1.0438040521731147,9.089091750608745,9.61609342208073,0.0,4.110873864173311,2.3017537301929405
BWA,2015,0.592,0.152,0.78086245059967,0.451487898826599,1.03136825561523,0.552077174186707,0.450575739145279,48.1136790005316,0.441424298839152,0.0,0.0,0.0,1.0,0.5481214085096876,0.0,2.43162079450428,1.6937790608678513,3.196343876361115,0.06765864847381481,1.1052568313867783,9.272472280794025,9.557094855603076,0.0,4.144720769547168,2.400964168357582
BWA,2016,0.591,0.152,0.866951286792755,0.497389316558838,0.979198038578033,0.727797985076904,0.403009802103043,49.4590183463933,0.436907186564909,0.0,0.0,0.0,0.0,0.5481214085096876,0.0,2.3568277027474624,1.6789639750827106,3.28866304744144,0.06765864847381481,1.0818051703517284,9.354351880835386,9.694562630926232,0.0,4.177459468932607,2.43162079450428
BWA,2017,0.567,0.13,0.712409794330597,0.367126554250717,1.00929582118988,0.595029830932617,0.393295079469681,48.6941198697544,0.438752651481545,0.0,0.0,0.0,0.0,0.5481214085096876,0.0,2.3999275264113993,1.6563214983329508,3.2048580330999967,0.06765864847381481,1.0543120297715298,9.252959534621947,9.661522039723522,0.0,4.225372824628505,2.3568277027474624
BWA,2018,0.577,0.147,0.71906042098999,0.254543900489807,0.958469867706299,0.623929619789124,0.462251842021942,49.3951773150172,0.423715601790778,0.322,0.0,0.0,0.0,0.5481214085096876,0.0,2.4792282935034144,1.5727739280625088,3.1964666033550713,0.06765864847381481,0.9783261227936076,9.230032306871674,9.666930670482676,0.0,4.238444906195857,2.3999275264113993
BWA,2019,0.559,0.131,0.685445845127106,0.375831961631775,1.09532988071442,0.498032212257385,0.498041391372681,49.2510456767955,0.42892865849849,0.398,0.0,0.0,0.0,0.5481214085096876,0.0,2.360802428103062,1.5085119938441398,3.1703156342528236,0.06765864847381481,0.9202827531436926,9.188516044420544,9.67790450396604,0.0,4.264087336809195,2.4792282935034144
BWA,2020,0.482,0.096,0.610775887966156,0.167879268527031,1.01316809654236,0.527586281299591,0.488763332366943,49.0296518790139,0.427282592121424,0.459,0.0,0.0,0.0,0.5481214085096876,0.0,2.2116256496036257,1.6544112780768316,3.134841829258191,0.06765864847381481,1.0260415958332743,9.137073845707556,9.635167648780145,0.0,4.28771595520264,2.360802428103062
BWA,2021,0.48,0.159,0.665120005607605,0.323696464300156,1.04140710830688,0.600826501846313,0.455179303884506,49.288472534803,0.428231328141834,0.402,0.0,0.0,0.0,0.5481214085096876,0.0,2.34521100172655,1.6389967146756448,3.186269985119286,0.06765864847381481,1.0043016091968684,9.175855960815737,9.79599284136587,0.0,4.3134800921387715,2.2116256496036257
BWA,2022,0.461,0.275,0.661908507347107,0.439493864774704,1.0739837884903,0.621043562889099,0.449784100055695,49.1162187040773,0.431163348539531,0.391,0.0,0.0,0.0,0.5481214085096876,0.0,2.371278206131005,1.6789639750827106,3.41061952024106,0.06765864847381481,1.0260415958332743,9.39291731282352,9.90237865691094,0.0,4.3425058765115985,2.34521100172655
CAF,2003,0.118,0.844,-1.02073454856873,-1.19755887985229,-1.53887343406677,-1.11956787109375,-1.24825465679169,32.5791987914325,0.570718725133131,72.727,0.0,0.0,0.0,0.0,0.019802627296179712,-5.0769985101257475,0.10436001532424277,0.7961549306341744,0.019802627296179712,0.0295588022415444,5.695948535997641,6.475730384873152,0.0,2.028148247292285,-5.084057662969157
CAF,2004,0.091,0.885,-1.47727310657501,-1.32439291477203,-1.42424488067627,-1.20109069347382,-1.30935919284821,31.0394763756983,0.563570761328724,80.0,0.0,0.0,0.0,0.0,0.019802627296179712,-5.0810669639597155,0.13976194237515868,0.8060293376166179,0.019802627296179712,0.039220713153281295,5.691838090332562,6.538756875071244,0.0,2.0794415416798357,-5.0769985101257475
CAF,2005,0.173,0.882,-1.30276608467102,-1.58419597148895,-1.42799496650696,-1.31778132915497,-0.99437552690506,30.3581401289431,0.577679893480224,81.25,0.0,0.0,0.0,0.0,0.019802627296179712,-5.076647524166639,0.14842000511827327,0.7997569156182036,0.019802627296179712,0.039220713153281295,5.658366611125719,6.556011904257721,0.0,2.128231705849268,-5.0810669639597155
CAF,2006,0.191,0.882,-1.21914231777191,-1.47496902942657,-1.85155153274536,-1.27037906646729,-1.01479351520538,28.6596949684989,0.564494551000608,82.353,0.0,0.0,0.0,0.0,0.019802627296179712,-5.076248790256765,0.15700374880966475,0.8211005448704061,0.019802627296179712,0.039220713153281295,5.675681309545292,6.612427358330913,0.0,2.174751721484161,-5.076647524166639
CAF,2007,0.191,0.882,-1.21095335483551,-1.52851343154907,-1.85726404190063,-1.26575326919556,-1.083287358284,28.006184938888,0.575544733788577,87.5,0.0,1.0,0.0,0.0,0.019802627296179712,-5.069723350008351,0.14842000511827327,0.8197798314933114,0.019802627296179712,0.039220713153281295,5.654858301507967,6.664862291690247,0.0,2.2407096892759584,-5.076248790256765
CAF,2008,0.191,0.882,-1.13727676868439,-1.37209057807922,-1.84381413459778,-1.19405424594879,-0.988077700138092,28.0562661892317,0.575489567765645,87.5,0.0,1.0,0.0,0.0,0.019802627296179712,-5.069508432057718,0.14842000511827327,0.6825916666204287,0.019802627296179712,0.039220713153281295,5.373953456249469,6.682926315866651,0.0,2.1400661634962708,-5.069723350008351
CAF,2009,0.191,0.882,-0.988850176334381,-1.39648199081421,-1.90398991107941,-1.25794959068298,-1.00347208976746,27.6354056988367,0.592226530678688,87.5,0.0,0.0,0.0,0.0,0.019802627296179712,-5.073529389853181,0.14842000511827327,0.6616565134685745,0.019802627296179712,0.039220713153281295,5.338422304044341,6.777933717678578,0.0,2.341805806147327,-5.069508432057718
CAF,2010,0.192,0.882,-0.937605500221252,-1.39312899112701,-2.0206253528595,-1.162961602211,-1.10421741008759,27.4934662183018,0.57695999568616,81.25,0.0,0.0,0.0,0.0,0.019802627296179712,-5.069317688345023,0.14842000511827327,0.6739643611431714,0.019802627296179712,0.039220713153281295,5.3715492407542875,6.843201288254479,0.0,2.379546134130174,-5.073529389853181
CAF,2011,0.183,0.882,-0.967538118362427,-1.31311178207397,-1.78938913345337,-1.19733154773712,-1.08749830722809,26.8343438576299,0.585327602678619,83.333,0.0,1.0,0.0,0.0,0.019802627296179712,-5.044064447409535,0.16551443847757338,0.7188149273085231,0.019802627296179712,0.039220713153281295,5.444571234180114,6.888761555805677,0.0,2.4336133554004498,-5.069317688345023
CAF,2012,0.185,0.882,-1.0055319070816,-1.45320987701416,-1.85292291641235,-1.07314610481262,-1.24113500118256,27.4018925861488,0.58010398283001,83.333,0.0,0.0,0.0,0.0,0.019802627296179712,-5.043798035629697,0.16551443847757338,0.7328485474114974,0.019802627296179712,0.039220713153281295,5.4617321446535945,6.9689144397053,0.0,2.4849066497880004,-5.044064447409535
CAF,2013,0.15,0.879,-1.09620523452759,-1.62575948238373,-2.15489673614502,-1.16939079761505,-1.47482562065125,26.4415179619389,0.589314809593107,100.0,0.0,0.0,0.0,0.0,0.019802627296179712,-5.068433615396543,0.1310282624064041,0.5573274574174105,0.019802627296179712,0.0295588022415444,5.086113755272161,6.566466334369351,0.0,2.5257286443082556,-5.043798035629697
CAF,2014,0.171,0.838,-1.16686642169952,-1.88091146945953,-2.69919323921204,-1.38923585414886,-1.39115333557129,26.4189115270351,0.583251482081212,100.0,0.0,0.0,0.0,0.0,0.019802627296179712,-5.0808249131695575,0.15700374880966475,0.6108519378331151,0.019802627296179712,0.039220713153281295,5.210518406769214,6.5510285321631905,0.0,2.5649493574615367,-5.068433615396543
CAF,2015,0.181,0.833,-1.32741355895996,-1.81107401847839,-1.89358747005463,-1.44318914413452,-1.22382688522339,25.8344440089901,0.579153936486907,100.0,0.0,1.0,1.0,0.0,0.019802627296179712,-5.062120188395014,0.15700374880966475,0.76080582903376,0.019802627296179712,0.039220713153281295,5.510286718387313,6.646222822865064,0.0,2.617395832834079,-5.0808249131695575
CAF,2016,0.23,0.8,-1.30511975288391,-1.80731046199799,-1.77954876422882,-1.41679394245148,-1.08043265342712,26.9636965297371,0.581202394246923,100.0,0.0,1.0,0.0,0.0,0.019802627296179712,-5.027917523170524,0.15700374880966475,0.7966058889281753,0.019802627296179712,0.039220713153281295,5.55848306208694,6.71782077879177,0.0,2.667228206581955,-5.062120188395014
CAF,2017,0.231,0.774,-1.19832754135132,-1.79250860214233,-1.99353337287903,-1.49380385875702,-1.106525182724,27.0734277697387,0.585537470561245,100.0,0.0,1.0,0.0,0.0,0.019802627296179712,-5.005844031866311,0.13976194237515868,0.8118187102774439,0.019802627296179712,0.0295588022415444,5.568787153868684,6.785373763239754,0.0,2.714694743820879,-5.027917523170524
CAF,2018,0.245,0.754,-1.23330664634705,-1.7354371547699,-2.17220759391785,-1.39432609081268,-1.20389401912689,26.8663548774718,0.586757400789239,100.0,0.0,0.0,0.0,0.0,0.019802627296179712,-5.003293186465921,0.13976194237515868,0.826366024346168,0.019802627296179712,0.0295588022415444,5.577746728872838,6.809941535711683,0.0,2.747270914255491,-5.005844031866311
CAF,2019,0.214,0.696,-1.23415267467499,-1.78027617931366,-2.13587546348572,-1.38387441635132,-1.22169196605682,27.228041342367,0.579038747119261,100.0,0.0,1.0,0.0,0.0,0.019802627296179712,-5.004601064266633,0.13976194237515868,0.8484400649659807,0.019802627296179712,0.0295588022415444,5.602981916939801,6.893497299031917,0.0,2.72785282839839,-5.003293186465921
CAF,2020,0.201,0.826,-1.29501795768738,-1.72879374027252,-2.23627758026123,-1.50229716300964,-1.30338644981384,26.866853936969,0.58011051530741,100.0,0.0,0.0,0.0,0.0,0.019802627296179712,-5.002396379539583,0.13976194237515868,0.8758853172391161,0.019802627296179712,0.0295588022415444,5.633542397159648,6.972878055251475,0.0,2.797281334830153,-5.004601064266633
CAF,2021,0.175,0.814,-1.24662113189697,-1.67319357395172,-2.12685298919678,-1.50971448421478,-1.19410347938538,26.9887324007188,0.581292458304027,100.0,0.0,0.0,0.0,0.0,0.019802627296179712,-5.001364748743179,0.13976194237515868,0.8862438105218584,0.06765864847381481,0.0295588022415444,5.634696741714901,7.029576709303437,0.0,2.8154087194227095,-5.002396379539583
CAF,2022,0.169,0.831,-1.24614667892456,-1.71030342578888,-2.20505237579346,-1.47418415546417,-1.21400439739227,27.1577832442664,0.577950909651453,100.0,0.0,1.0,0.0,0.0,0.019802627296179712,-4.999190996112863,0.1310282624064041,0.8771340166729611,0.06765864847381481,0.0295588022415444,5.622105933002527,7.105662882683703,0.0,2.8154087194227095,-5.001364748743179
CAN,2003,0.753,0.035,1.93129205703735,1.92467999458313,1.05307674407959,1.52460896968842,1.54755675792694,66.7272555656866,0.287336642302083,58.862,0.0,1.0,1.0,2.9734866646066713,4.26549281841793,6.7121641993839,6.36909586428671,8.219331751217675,1.172482137234565,2.9601050959108397,11.666213318384097,10.384447989162792,0.0,4.61512051684126,6.691520447596902
CAN,2004,0.758,0.035,1.80586624145508,1.90069770812988,0.87644749879837,1.61642110347748,1.66845452785492,67.1888968674942,0.28649449012547,58.338,0.0,1.0,1.0,2.9734866646066713,4.272211768666675,6.695116183298236,6.378375248568339,8.234583035025317,1.172482137234565,2.9601050959108397,11.672207795327308,10.432015649678473,0.0,4.61512051684126,6.7121641993839
CAN,2005,0.756,0.035,1.86970067024231,1.88245940208435,0.828725039958954,1.56574976444244,1.50687944889069,68.1473836201471,0.285686920672616,60.066,0.0,1.0,1.0,2.854744580253014,4.28771595520264,6.724583702790466,6.39300529832399,8.242151952579421,1.1878434223960523,2.9647574692545606,11.670254818884455,10.500382031603063,0.0,4.61512051684126,6.695116183298236
CAN,2006,0.765,0.035,1.95279455184937,1.89211332798004,1.03495657444,1.55865693092346,1.41559481620789,70.3735386313644,0.285360085397833,59.879,0.0,1.0,1.0,2.854744580253014,4.299459911016919,6.697852372983917,6.380664762750111,8.208113139770903,1.1878434223960523,2.9439125248241944,11.626421823719255,10.548504613732192,0.0,4.61512051684126,6.724583702790466
CAN,2007,0.766,0.031,1.99088037014008,1.75481534004211,1.00701069831848,1.60638952255249,1.38467156887054,70.5078771572299,0.284901076283209,59.864,0.0,1.0,1.0,2.854744580253014,4.307841736484505,6.721126426452052,6.403971470005192,8.273757643084016,1.1878434223960523,2.9564715596006885,11.681969489159,10.585990205785878,0.0,4.61512051684126,6.697852372983917
CAN,2008,0.762,0.032,1.98772144317627,1.78248238563538,1.0413726568222,1.65094351768494,1.40752851963043,70.6697883678967,0.284203289891092,61.296,0.0,0.0,1.0,2.854744580253014,4.32055008757213,6.686089017490159,6.403491413051287,8.26175137144649,1.1878434223960523,2.946016681308058,11.65923251523287,10.60601778138279,0.0,4.61512051684126,6.721126426452052
CAN,2009,0.764,0.032,2.05179667472839,1.74208331108093,1.12707591056824,1.69657874107361,1.40189552307129,70.8389318817843,0.284199541231579,62.616,0.0,0.0,1.0,2.854744580253014,4.324265097815334,6.5955518181566815,6.3651809569015665,8.221883166634804,1.1878434223960523,2.8986705607108596,11.608138194571891,10.567850840452753,0.0,4.61512051684126,6.686089017490159
CAN,2010,0.763,0.029,2.06187319755554,1.77782678604126,0.936318218708038,1.69343030452728,1.35265874862671,70.0767560484498,0.282958787445727,61.063,0.0,1.0,1.0,2.711377991194885,4.3294166844015844,6.661150247628466,6.368204338862049,8.23258744887224,1.1878434223960523,2.8914822521801917,11.607951013361784,10.59911300262557,0.0,4.61512051684126,6.5955518181566815
