iso3,country,income_group,avg_emissions,avg_policies_last_5_years,emission_pct_change,emission_change
DOM,Dominican Republic,Upper middle income,38.34677154596522,1.6521739130434783,0.39910051075258945,12.568042100300005
DZA,Algeria,Lower middle income,217.16476738978258,4.304347826086956,0.6101500555205582,104.69997628299998
ECU,Ecuador,Upper middle income,90.93686918208695,4.956521739130435,0.10750195520417934,9.391723954000014
EGY,Egypt,Lower middle income,312.6877260786087,6.304347826086956,0.8265632833157078,170.940651104
ERI,Eritrea,Low income,5.937309723026087,0.043478260869565216,0.23711564566165932,1.2918240390999998
ESP,Spain,High income,342.0102335916957,25.347826086956523,-0.1824699230953739,-65.33261336700002
EST,Estonia,High income,19.399000953773044,6.478260869565218,-0.08886762775944175,-1.4378205960000017
ETH,Ethiopia,Low income,188.9996757923626,1.2608695652173914,0.2550998126156012,45.73950532123001
FIN,Finland,High income,58.73244039578261,12.173913043478262,-0.4864317589062755,-32.879710460999995
FJI,Fiji,Upper middle income,3.400744887147604,0.6956521739130435,0.06124849979447988,0.20444122840540047
FRA,France,High income,458.32100887017396,26.217391304347824,-0.20603297909063967,-106.75194747799998
FRO,Faroe Islands,High income,0.050232012083913036,0.6521739130434783,0.03920687788887866,0.0019251858730000015
GAB,Gabon,Upper middle income,-87.40782970958261,1.3043478260869565,0.29590809262025597,-20.590436659299996
GBR,United Kingdom,High income,569.3046875463043,33.73913043478261,-0.3968991409991923,-278.41321271500004
GEO,Georgia,Upper middle income,9.273887299258261,4.173913043478261,1.0212340477425836,6.6144951623
GHA,Ghana,Lower middle income,44.16127627147826,4.173913043478261,1.2283971262205915,36.336728830000006
GIN,Guinea,Lower middle income,53.13370714844875,0.7391304347826086,0.39410940864866967,17.776052491572123
GMB,Gambia,Low income,3.041988878664799,0.6086956521739131,0.43502756091879824,1.071770733814073
GNB,Guinea-Bissau,Low income,2.0739184436400997,0.6086956521739131,0.8529720701680081,1.2306071487848307
GNQ,Equatorial Guinea,Upper middle income,24.948256236982612,0.6956521739130435,-0.04128521728777179,-0.8657749448000018
GRC,Greece,High income,102.53488655973044,9.869565217391305,-0.39732998680964415,-47.477056894
GRD,Grenada,Upper middle income,0.10753489634506132,0.4782608695652174,-0.8474012755044574,-0.0948163137178
GRL,Greenland,High income,0.5311516341695652,0.9565217391304348,7.113646995801261,0.47301320719999995
GTM,Guatemala,Upper middle income,27.77506428956522,4.173913043478261,-31.959331878778936,48.902477618000006
GUY,Guyana,High income,51.761581749608695,1.9130434782608696,0.058605078964317554,2.9945806106000035
HKG,Hong Kong (China),High income,48.42785478625182,1.5217391304347827,-0.17289727665963042,-8.181827996417304
HND,Honduras,Lower middle income,13.614849963632173,3.782608695652174,2.8818381774385866,13.674087400289999
HRV,Croatia,High income,20.913851651530432,3.4347826086956523,-0.030205586461666267,-0.5803974170000004
HTI,Haiti,Lower middle income,14.164985099695652,0.4782608695652174,0.3779352348073799,4.394803338000001
HUN,Hungary,High income,67.34055702160869,12.304347826086957,-0.2220164140188193,-16.932944975000005
IDN,Indonesia,Upper middle income,1448.0211638244782,19.73913043478261,0.9088086862286974,1031.0876427360001
IND,India,Lower middle income,2644.6780075999563,40.52173913043478,1.1444814136392996,1938.8736990520001
IRL,Ireland,High income,74.16445400611043,18.73913043478261,-0.16220225305816238,-13.21436628084001
IRN,Islamic Republic of Iran,Lower middle income,807.6012880295651,4.782608695652174,0.7795273152270045,426.38336133999996
IRQ,Iraq,Upper middle income,241.50081996965218,1.6521739130434783,1.220468290280798,202.23681917200003
ISL,Iceland,High income,10.322618139870869,8.478260869565217,0.07344234044634829,0.7128838910399988
ISR,Israel,High income,81.52942036534783,5.434782608695652,0.24732014719053305,17.349084874
ITA,Italy,High income,449.59678536786953,22.26086956521739,-0.30889255852489583,-161.6038020090001
JAM,Jamaica,Upper middle income,8.736711281977348,2.0434782608695654,-0.4245360993219356,-4.486013303175
