iso_alpha_3,year,avg_policy_score,policy_count,dominant_topic,dominant_category,log_policy_count,policy_index,policy_index_geom_7
AFG,1971,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1972,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1973,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1974,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1975,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1976,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1977,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1978,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1979,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1980,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1981,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1982,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1983,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1984,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1985,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1986,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1987,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1988,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1989,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1990,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1991,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1992,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1993,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1994,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1995,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1996,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1997,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1998,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,1999,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,2000,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,2001,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,2002,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,2003,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,2004,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,2005,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AFG,2006,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2007,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2008,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2009,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2010,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2011,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2012,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2013,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2014,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2015,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2016,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2017,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2018,0.875,2,Energy,Solar Power,1.0986122886681098,0.961285752584596,1.1195170015024196
AFG,2019,0.9166666666666666,3,Energy,Solar Power,1.3862943611198906,1.2707698310265663,1.2307820380408256
AFG,2020,0.9166666666666666,3,Energy,Solar Power,1.3862943611198906,1.2707698310265663,1.2307820380408256
AFG,2021,0.75,4,Energy,Other,1.6094379124341003,1.2070784343255752,1.096081913716444
AFG,2022,0.75,4,Energy,Other,1.6094379124341003,1.2070784343255752,1.096081913716444
AFG,2023,0.75,4,Energy,Other,1.6094379124341003,1.2070784343255752,1.096081913716444
AFG,2024,0.75,4,Energy,Other,1.6094379124341003,1.2070784343255752,1.096081913716444
AFG,2025,0.75,4,Energy,Other,1.6094379124341003,1.2070784343255752,1.096081913716444
AFG,2026,0.75,4,Energy,Other,1.6094379124341003,1.2070784343255752,1.096081913716444
AFG,2027,0.75,4,Energy,Other,1.6094379124341003,1.2070784343255752,1.096081913716444
AFG,2028,0.75,4,Energy,Other,1.6094379124341003,1.2070784343255752,1.096081913716444
AGO,1971,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1972,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1973,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1974,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1975,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1976,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1977,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1978,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1979,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1980,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1981,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1982,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1983,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1984,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1985,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1986,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1987,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1988,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1989,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1990,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1991,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1992,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1993,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AGO,1994,0.625,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.6866326804175686,0.8553192861482896
AGO,1995,0.625,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.6866326804175686,0.8553192861482896
AGO,1996,0.625,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.6866326804175686,0.8553192861482896
AGO,1997,0.625,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.6866326804175686,0.8553192861482896
AGO,1998,0.6875,4,Cross-cutting / Economy-wide,Other,1.6094379124341003,1.106488564798444,1.0223795709064163
AGO,1999,0.6875,4,Cross-cutting / Economy-wide,Other,1.6094379124341003,1.106488564798444,1.0223795709064163
AGO,2000,0.6666666666666666,6,Cross-cutting / Economy-wide,Fossil Fuel Extraction,1.9459101490553132,1.297273432703542,1.0669562229603142
AGO,2001,0.6666666666666666,6,Cross-cutting / Economy-wide,Fossil Fuel Extraction,1.9459101490553132,1.297273432703542,1.0669562229603142
AGO,2002,0.6666666666666666,6,Cross-cutting / Economy-wide,Fossil Fuel Extraction,1.9459101490553132,1.297273432703542,1.0669562229603142
AGO,2003,0.6666666666666666,6,Cross-cutting / Economy-wide,Fossil Fuel Extraction,1.9459101490553132,1.297273432703542,1.0669562229603142
AGO,2004,0.6428571428571429,7,Fossil Fuels,Fossil Fuel Extraction,2.0794415416798357,1.3367838482227516,1.0644115449615514
AGO,2005,0.6428571428571429,7,Fossil Fuels,Fossil Fuel Extraction,2.0794415416798357,1.3367838482227516,1.0644115449615514
AGO,2006,0.6428571428571429,7,Fossil Fuels,Fossil Fuel Extraction,2.0794415416798357,1.3367838482227516,1.0644115449615514
AGO,2007,0.65625,8,Energy,Fossil Fuel Extraction,2.1972245773362196,1.441928628876894,1.1079086547953945
AGO,2008,0.6111111111111112,9,Cross-cutting / Economy-wide,Fossil Fuel Extraction,2.302585092994046,1.4071353346074726,1.0687992590229454
AGO,2009,0.65,10,Cross-cutting / Economy-wide,Other,2.3978952727983707,1.558631927318941,1.1444826738606448
AGO,2010,0.6818181818181818,11,Cross-cutting / Economy-wide,Other,2.4849066497880004,1.6942545339463637,1.2099602745904445
AGO,2011,0.6333333333333333,15,Cross-cutting / Economy-wide,Other,2.772588722239781,1.755972857418528,1.2081750795962416
AGO,2012,0.609375,16,Cross-cutting / Economy-wide,Other,2.833213344056216,1.7264893815342568,1.1857618969878487
AGO,2013,0.5882352941176471,17,Cross-cutting / Economy-wide,Other,2.8903717578961645,1.700218681115391,1.1659914448575799
AGO,2014,0.5694444444444444,18,Cross-cutting / Economy-wide,Other,2.9444389791664403,1.6766944186920005,1.1484492498674612
AGO,2015,0.5681818181818182,22,Cross-cutting / Economy-wide,Other,3.1354942159291497,1.7815308045051987,1.1910649179061665
AGO,2016,0.5681818181818182,22,Cross-cutting / Economy-wide,Other,3.1354942159291497,1.7815308045051987,1.1910649179061665
AGO,2017,0.5681818181818182,22,Cross-cutting / Economy-wide,Other,3.1354942159291497,1.7815308045051987,1.1910649179061665
AGO,2018,0.5681818181818182,22,Cross-cutting / Economy-wide,Other,3.1354942159291497,1.7815308045051987,1.1910649179061665
AGO,2019,0.59375,24,Cross-cutting / Economy-wide,Other,3.2188758248682006,1.9112075210154942,1.2545006764801137
AGO,2020,0.5961538461538461,26,Cross-cutting / Economy-wide,Other,3.295836866004329,1.9648258239641192,1.2780841027949428
AGO,2021,0.5833333333333334,27,Cross-cutting / Economy-wide,Other,3.332204510175204,1.943785964268869,1.265217066397315
AGO,2022,0.5833333333333334,27,Cross-cutting / Economy-wide,Other,3.332204510175204,1.943785964268869,1.265217066397315
AGO,2023,0.5833333333333334,27,Cross-cutting / Economy-wide,Other,3.332204510175204,1.943785964268869,1.265217066397315
AGO,2024,0.5892857142857143,28,Cross-cutting / Economy-wide,Other,3.367295829986474,1.9842993283848867,1.2845184006129944
AGO,2025,0.5892857142857143,28,Cross-cutting / Economy-wide,Other,3.367295829986474,1.9842993283848867,1.2845184006129944
AGO,2026,0.5892857142857143,28,Cross-cutting / Economy-wide,Other,3.367295829986474,1.9842993283848867,1.2845184006129944
AGO,2027,0.5892857142857143,28,Cross-cutting / Economy-wide,Other,3.367295829986474,1.9842993283848867,1.2845184006129944
AGO,2028,0.5892857142857143,28,Cross-cutting / Economy-wide,Other,3.367295829986474,1.9842993283848867,1.2845184006129944
ALB,2002,0.75,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.5198603854199589,0.9125465128398087
ALB,2003,0.875,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.961285752584596,1.1195170015024196
ALB,2004,0.875,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.961285752584596,1.1195170015024196
ALB,2005,0.9166666666666666,3,Cross-cutting / Economy-wide,Other,1.3862943611198906,1.2707698310265663,1.2307820380408256
ALB,2006,0.9375,4,Cross-cutting / Economy-wide,Other,1.6094379124341003,1.508848042906969,1.310300847696711
ALB,2007,0.95,5,Cross-cutting / Economy-wide,Other,1.791759469228055,1.702171495766652,1.373438237541782
ALB,2008,0.9583333333333334,6,Cross-cutting / Economy-wide,Other,1.9459101490553132,1.864830559511342,1.426372257801433
ALB,2009,0.9583333333333334,6,Cross-cutting / Economy-wide,Other,1.9459101490553132,1.864830559511342,1.426372257801433
ALB,2010,0.9642857142857143,7,Cross-cutting / Economy-wide,Other,2.0794415416798357,2.0051757723341272,1.4722534600223032
ALB,2011,0.9642857142857143,7,Cross-cutting / Economy-wide,Other,2.0794415416798357,2.0051757723341272,1.4722534600223032
ALB,2012,0.875,8,Cross-cutting / Economy-wide,Other,2.1972245773362196,1.922571505169192,1.3946169661971557
ALB,2013,0.875,8,Cross-cutting / Economy-wide,Other,2.1972245773362196,1.922571505169192,1.3946169661971557
ALB,2014,0.8055555555555556,9,Cross-cutting / Economy-wide,Other,2.302585092994046,1.8548602138007593,1.3331419595637102
ALB,2015,0.8055555555555556,9,Cross-cutting / Economy-wide,Other,2.302585092994046,1.8548602138007593,1.3331419595637102
ALB,2016,0.8055555555555556,9,Cross-cutting / Economy-wide,Other,2.302585092994046,1.8548602138007593,1.3331419595637102
ALB,2017,0.8055555555555556,9,Cross-cutting / Economy-wide,Other,2.302585092994046,1.8548602138007593,1.3331419595637102
ALB,2018,0.825,10,Cross-cutting / Economy-wide,Other,2.3978952727983707,1.9782636000586558,1.3849742403508896
ALB,2019,0.8409090909090909,11,Cross-cutting / Economy-wide,Other,2.4849066497880004,2.089580591867182,1.4309863373981881
ALB,2020,0.8409090909090909,11,Cross-cutting / Economy-wide,Other,2.4849066497880004,2.089580591867182,1.4309863373981881
ALB,2021,0.8541666666666666,12,Cross-cutting / Economy-wide,Other,2.5649493574615367,2.190894242831729,1.472389683822662
ALB,2022,0.8541666666666666,12,Cross-cutting / Economy-wide,Other,2.5649493574615367,2.190894242831729,1.472389683822662
ALB,2023,0.8541666666666666,12,Cross-cutting / Economy-wide,Other,2.5649493574615367,2.190894242831729,1.472389683822662
ALB,2024,0.8541666666666666,12,Cross-cutting / Economy-wide,Other,2.5649493574615367,2.190894242831729,1.472389683822662
ALB,2025,0.8541666666666666,12,Cross-cutting / Economy-wide,Other,2.5649493574615367,2.190894242831729,1.472389683822662
ALB,2026,0.8541666666666666,12,Cross-cutting / Economy-wide,Other,2.5649493574615367,2.190894242831729,1.472389683822662
ALB,2027,0.8541666666666666,12,Cross-cutting / Economy-wide,Other,2.5649493574615367,2.190894242831729,1.472389683822662
ALB,2028,0.8541666666666666,12,Cross-cutting / Economy-wide,Other,2.5649493574615367,2.190894242831729,1.472389683822662
AND,2019,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AND,2020,0.75,1,Energy,Solar Power,0.6931471805599453,0.5198603854199589,0.9125465128398087
AND,2021,0.5,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.5493061443340549,0.7154845405526277
AND,2022,0.5,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.5493061443340549,0.7154845405526277
AND,2023,0.5,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.5493061443340549,0.7154845405526277
AND,2024,0.5,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.5493061443340549,0.7154845405526277
AND,2025,0.5,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.5493061443340549,0.7154845405526277
AND,2026,0.5,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.5493061443340549,0.7154845405526277
AND,2027,0.5,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.5493061443340549,0.7154845405526277
AND,2028,0.5,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.5493061443340549,0.7154845405526277
ANT,2014,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2015,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2016,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2017,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2018,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2019,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2020,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2021,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2022,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2023,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2024,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2025,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2026,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2027,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ANT,2028,1.0,1,Energy,Solar Power,0.6931471805599453,0.6931471805599453,1.148698354997035
ARE,1976,0.25,1,Fossil Fuels,Fossil Fuel Extraction,0.6931471805599453,0.17328679513998632,0.37892914162759955
ARE,1977,0.25,1,Fossil Fuels,Fossil Fuel Extraction,0.6931471805599453,0.17328679513998632,0.37892914162759955
ARE,1978,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1979,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1980,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1981,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1982,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1983,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1984,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1985,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1986,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1987,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1988,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1989,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1990,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1991,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1992,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1993,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1994,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1995,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1996,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1997,0.625,2,Fossil Fuels,Fossil Fuel Extraction,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARE,1998,0.75,4,Energy,Fossil Fuel Extraction,1.6094379124341003,1.2070784343255752,1.096081913716444
ARE,1999,0.7,5,Fossil Fuels,Fossil Fuel Extraction,1.791759469228055,1.2542316284596384,1.0757433798097462
ARE,2000,0.7,5,Fossil Fuels,Fossil Fuel Extraction,1.791759469228055,1.2542316284596384,1.0757433798097462
ARE,2001,0.625,6,Fossil Fuels,Fossil Fuel Extraction,1.9459101490553132,1.2161938431595707,1.0132663538736866
ARE,2002,0.5714285714285714,7,Fossil Fuels,Fossil Fuel Extraction,2.0794415416798357,1.1882523095313346,0.9686961160413918
ARE,2003,0.6111111111111112,9,Cross-cutting / Economy-wide,Fossil Fuel Extraction,2.302585092994046,1.4071353346074726,1.0687992590229454
ARE,2004,0.575,10,Cross-cutting / Economy-wide,Other,2.3978952727983707,1.378789781859063,1.0375590259764749
ARE,2005,0.575,10,Cross-cutting / Economy-wide,Other,2.3978952727983707,1.378789781859063,1.0375590259764749
ARE,2006,0.6041666666666666,12,Cross-cutting / Economy-wide,Other,2.5649493574615367,1.549656903466345,1.1161281942426304
ARE,2007,0.6041666666666666,12,Cross-cutting / Economy-wide,Other,2.5649493574615367,1.549656903466345,1.1161281942426304
ARE,2008,0.5769230769230769,13,Cross-cutting / Economy-wide,Other,2.6390573296152584,1.5225330747780335,1.0917417933505715
ARE,2009,0.5666666666666667,15,Cross-cutting / Economy-wide,Other,2.772588722239781,1.5711336092692092,1.1053151681674023
ARE,2010,0.5735294117647058,17,Cross-cutting / Economy-wide,Other,2.8903717578961645,1.657713214087506,1.1426127252457257
ARE,2011,0.6363636363636364,22,Cross-cutting / Economy-wide,Other,3.1354942159291497,1.9953145010458224,1.304096865613325
ARE,2012,0.6363636363636364,22,Cross-cutting / Economy-wide,Other,3.1354942159291497,1.9953145010458224,1.304096865613325
ARE,2013,0.63,25,Cross-cutting / Economy-wide,Other,3.258096538021482,2.052600818953534,1.3257667083892857
ARE,2014,0.6296296296296297,27,Cross-cutting / Economy-wide,Other,3.332204510175204,2.0980546915917953,1.3449301578770128
ARE,2015,0.6,30,Cross-cutting / Economy-wide,Other,3.4339872044851463,2.060392322691088,1.3206670394592066
ARE,2016,0.6,30,Cross-cutting / Economy-wide,Other,3.4339872044851463,2.060392322691088,1.3206670394592066
ARE,2017,0.6129032258064516,31,Cross-cutting / Economy-wide,Other,3.4657359027997265,2.124160714619187,1.3518967418123915
ARE,2018,0.6015625,32,Cross-cutting / Economy-wide,Other,3.4965075614664802,2.1033678299446796,1.340069714881589
ARE,2019,0.6015625,32,Cross-cutting / Economy-wide,Other,3.4965075614664802,2.1033678299446796,1.340069714881589
ARE,2020,0.6015625,32,Cross-cutting / Economy-wide,Other,3.4965075614664802,2.1033678299446796,1.340069714881589
ARE,2021,0.5763888888888888,36,Cross-cutting / Economy-wide,Other,3.6109179126442243,2.08129296353799,1.324990684841701
ARE,2022,0.5654761904761905,42,Cross-cutting / Economy-wide,Other,3.7612001156935624,2.1268691130410025,1.3446992107270215
ARE,2023,0.5777777777777777,45,Cross-cutting / Economy-wide,Other,3.828641396489095,2.212103917971477,1.3866288559627533
ARE,2024,0.5777777777777777,45,Cross-cutting / Economy-wide,Other,3.828641396489095,2.212103917971477,1.3866288559627533
ARE,2025,0.5777777777777777,45,Cross-cutting / Economy-wide,Other,3.828641396489095,2.212103917971477,1.3866288559627533
ARE,2026,0.5777777777777777,45,Cross-cutting / Economy-wide,Other,3.828641396489095,2.212103917971477,1.3866288559627533
ARE,2027,0.5777777777777777,45,Cross-cutting / Economy-wide,Other,3.828641396489095,2.212103917971477,1.3866288559627533
ARE,2028,0.5777777777777777,45,Cross-cutting / Economy-wide,Other,3.828641396489095,2.212103917971477,1.3866288559627533
ARG,1970,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1971,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1972,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1973,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1974,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1975,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1976,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1977,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1978,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1979,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1980,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1981,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1982,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1983,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1984,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1985,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1986,0.5,1,Cross-cutting / Economy-wide,Other,0.6931471805599453,0.34657359027997264,0.6597539553864471
ARG,1987,0.625,2,Cross-cutting / Economy-wide,Other,1.0986122886681098,0.6866326804175686,0.8553192861482896
ARG,1988,0.6666666666666666,3,Cross-cutting / Economy-wide,Other,1.3862943611198906,0.9241962407465937,0.9539793874035036
ARG,1989,0.6875,4,Cross-cutting / Economy-wide,Other,1.6094379124341003,1.106488564798444,1.0223795709064163
ARG,1990,0.6875,4,Cross-cutting / Economy-wide,Other,1.6094379124341003,1.106488564798444,1.0223795709064163
ARG,1991,0.75,6,Cross-cutting / Economy-wide,Other,1.9459101490553132,1.4594326117914849,1.1723805875556983
ARG,1992,0.75,6,Cross-cutting / Economy-wide,Other,1.9459101490553132,1.4594326117914849,1.1723805875556983
ARG,1993,0.6875,8,Cross-cutting / Economy-wide,Other,2.1972245773362196,1.510591896918651,1.1499174485328745
ARG,1994,0.725,10,Energy,Other,2.3978952727983707,1.7384740727788186,1.2489611868217954
ARG,1995,0.6818181818181818,11,Energy,Other,2.4849066497880004,1.6942545339463637,1.2099602745904445
ARG,1996,0.7142857142857143,14,Energy,Other,2.70805020110221,1.9343215722158644,1.3131544908946744
