year,pop_total,electricity_from_renewables_pct,renewable_energy_consumption_pct,forest_area_pct,gdp_2015_usd,imports_2015_usd,industry_value_added_2015_usd,manufacturing_value_added_2015_usd,exports_2015_usd,iso_alpha_3
2022,11801.0,,1.9,0.0,99909532.5822959,,,,,NRU
2021,11709.0,9.82367758186398,1.6,0.0,96978233.3230252,,,,,NRU
2020,11643.0,6.69456066945607,1.3,0.0,90459205.0752441,,,,,NRU
2019,11587.0,3.85956175298805,0.6,0.0,88701305.315275,,,,,NRU
2018,11477.0,3.09251559251559,0.7,0.0,81762350.0363199,,,,,NRU
2017,11324.0,3.13121272365805,0.6,0.0,82771434.8199856,,,,,NRU
2016,11150.0,0.806227411731999,0.2,0.0,88065238.8664388,,,,,NRU
2015,10954.0,0.661703887510339,0.1,0.0,84383388.6448573,108991281.529472,,,60735599.6309272,NRU
2014,10742.0,0.749583564686285,0.0,0.0,82166521.6963128,,,,,NRU
2013,10517.0,0.638902035021297,0.1,0.0,70575646.4076631,,,,,NRU
2012,10267.0,0.1919795221843,0.1,0.0,68091833.091554,,,,,NRU
2011,10098.0,0.12080212611742,0.0,0.0,54352013.419763,,,,,NRU
2010,10043.0,0.13051422605064,0.0,0.0,47512730.0965585,,,,,NRU
2009,10016.0,0.186915887850467,0.0,0.0,47588861.2869389,,,,,NRU
2008,10009.0,0.123183050012318,0.1,0.0,50439677.9913834,,,,,NRU
2007,10020.0,0.161759948236817,0.1,0.0,41900064.5535487,,,,,NRU
2006,10034.0,0.206185567010309,0.1,0.0,53845953.5717525,,,,,NRU
2005,10049.0,0.0,0.0,0.0,49706055.1337055,,,,,NRU
2004,10060.0,0.0,0.0,0.0,49883465.1159377,,,,,NRU
2003,10059.0,0.0,0.0,0.0,52132953.2501778,,,,,NRU
2002,10082.0,0.0,0.0,0.0,51984984.6288124,,,,,NRU
2001,10130.0,0.0,0.0,0.0,57742660.5922453,,,,,NRU
2000,10168.0,0.0,0.0,0.0,61929807.4873982,,,,,NRU
2022,29715436.0,,,41.5907220090687,33089761145.0969,16190516744.966,4848560919.65317,1692438982.84665,2258993379.04566,NPL
2021,29475010.0,-15.2714300485989,73.7,41.5907220090687,31325711777.1674,13914988060.0493,4379723923.18573,1586144851.04173,1685060653.55789,NPL
2020,28966574.0,4.66467356173239,73.1,41.5907220090687,29880069318.7261,11711566349.4348,4095256590.13562,1459767551.89901,2141649077.74344,NPL
2019,28414064.0,-5.3027881950106,78.2,41.5907220090687,30605298792.5448,14796315597.0299,4266934791.95324,1604651660.4029,2546009901.86805,NPL
2018,28079689.0,4.0115990057995,75.0,41.5907220090687,28695053195.3457,13983163831.5527,3973703321.27478,1506394556.09673,2412284724.97619,NPL
2017,28011258.0,2.83723986856517,76.8,41.5907220090687,26662720369.2492,11746711153.4264,3600527151.82398,1379397662.33961,2239940447.64656,NPL
2016,27955462.0,-4.49844162071446,79.4,41.5907220090687,24466311259.2881,9159602151.22746,3073763818.88807,1180718382.34466,2057722839.70627,NPL
2015,27823629.0,8.21922965537214,85.2,41.5907220090687,24360801286.7638,8879790219.80218,3206284530.60609,1304778050.65141,2488355629.40472,NPL
2014,27672370.0,-0.725065963060686,84.0,41.5907220090687,23429242138.2095,8103226978.38335,3143355624.48637,1303958480.53697,2432030309.48943,NPL
2013,27589996.0,4.00426499857833,86.0,41.5907220090687,22100664484.6361,6696391889.32913,2924754635.77577,1229582964.74807,2063914289.61058,NPL
2012,27534915.0,3.95157657657658,84.7,41.5907220090687,21348110877.0432,5867084601.76233,2845628372.39668,1195039541.4746,1827317226.81048,NPL
2011,27464494.0,0.358247422680412,87.0,41.5907220090687,20395607080.0478,5693877560.94364,2688314735.83857,1085435345.0864,1520319662.71894,NPL
2010,27341952.0,-3.35193266832918,87.3,41.5907220090687,19720799061.8121,5973705907.54221,2576685852.97696,1043177519.33999,1553158293.47417,NPL
2009,27173035.0,-7.06356340288925,88.9,41.464269271015,18814609456.1982,4657577185.01908,2477592319.48163,1013169755.66303,1734187391.81985,NPL
2008,26990037.0,4.1952347083926,90.5,41.3378165329613,17998713599.3171,4135195576.94653,2492296886.4941,1023862773.3063,1669535668.52036,NPL
2007,26788492.0,3.7836676217765,91.3,41.2113637949076,16963173094.5667,3822094516.18041,2449594376.62168,1032821085.97458,1657485578.92798,NPL
2006,26565425.0,0.453056768558952,91.2,41.0849110568539,16403555897.1058,3712728551.64123,2356625393.08675,1007111243.82112,1673295980.29023,NPL
2005,26309458.0,2.27319384129491,89.5,40.9584583188001,15869604827.464,3487528687.9628,2255781990.01316,987382239.420905,1695227493.29097,NPL
2004,26016656.0,0.0574855252274607,90.3,40.8320055807464,15336036356.9726,3262716739.93849,2189823121.31553,962190218.93571,1748278210.44472,NPL
2003,25688758.0,-0.320987654320988,89.4,40.7055528426927,14650033415.89,3007411791.94357,2158889909.32857,941917503.654144,1557124221.51214,NPL
2002,25328981.0,-1.32297551789077,90.0,40.579100104639,14094019042.6825,3005631798.58602,2094116438.89238,941503245.287622,1634706545.53319,NPL
2001,24946748.0,-1.12426352437065,87.8,40.4526473665853,14077106359.8202,3538418107.9188,2076166143.14247,994450505.386279,2128212507.91495,NPL
2000,24546509.0,0.948764315852924,88.3,40.3261946285316,13432367221.0195,,2004021375.84674,959894309.705452,,NPL
2022,17700982.0,,,11.0296673596674,916513359627.026,728569902171.402,168110469621.033,105254559477.334,821817761389.6,NLD
2021,17533044.0,33.076015824003,12.2,11.001980991981,872809728969.262,698171858542.596,161493147233.667,100337413591.584,787069062528.688,NLD
2020,17441500.0,26.5202550333393,10.7,10.974160974161,821260591753.75,655337876293.145,150223565177.573,90163262488.507,736549392396.308,NLD
2019,17344874.0,18.7148363822059,8.6,10.9465399465399,854304699361.253,683628658702.712,153311641339.688,91846859538.9992,765890506278.914,NLD
2018,17231624.0,16.465120345518,7.4,10.9186219186219,835096710123.568,657280053089.387,151073883652.306,90817682038.7328,745342189964.941,NLD
2017,17131296.0,14.8291754504255,6.4,10.8910008910009,816650691068.16,622917857481.976,146209457381.068,86617786308.6925,710379665779.748,NLD
2016,17030314.0,12.7462963927821,5.6,10.8630828630829,794549918798.828,578822889423.047,139003103476.172,80948950987.1093,664353019135.547,NLD
2015,16939923.0,12.3386896282653,5.8,10.8354618354618,775743675302.734,592155905829.687,135094289562.5,78728815692.9687,651561445019.531,NLD
2014,16865008.0,11.1609261015113,5.6,10.8803799346987,759634819632.632,513121873126.124,135124722391.577,77789238015.6976,601232818583.248,NLD
2013,16804432.0,11.7995080192856,5.0,10.9317304838231,747579280835.076,493616342488.02,136200913281.558,76184051350.6988,571790509358.427,NLD
2012,16754962.0,11.989121800957,4.9,10.9733096085409,747805360729.234,479761001807.373,136039784272.017,76528425290.2296,555041521335.591,NLD
2011,16693074.0,10.7606591613067,4.7,11.0246144721234,755190191987.229,466271987888.31,139237328304.46,76896277632.039,535160165396.046,NLD
2010,16615394.0,9.29963947346357,3.9,11.0726356359324,742031413484.932,445613459220.859,136809114962.812,73195556189.5425,506368082872.237,NLD
2009,16530388.0,9.44403690705509,4.4,11.0311888526534,732369119511.251,410917411184.659,134894449648.205,70095141134.5703,461682635381.455,NLD
2008,16445593.0,8.76670819696519,3.9,10.9799763033175,760233900008.412,445983024650.572,146872145021.354,78502719156.1171,505629253800.318,NLD
2007,16381696.0,7.10859126135121,3.7,10.9385663507109,744474740611.177,449048350250.865,143968697351.803,79064732925.2472,497312603688.696,NLD
2006,16346101.0,8.03775054890573,3.1,10.8971563981043,716631413655.269,416679515488.367,137744381072.99,74666596088.9875,471671690887.04,NLD
2005,16319868.0,7.36476816685181,2.7,10.8557464454976,692147557481.115,387243458368.684,134741217041.907,72699358725.0843,439888681149.818,NLD
2004,16281779.0,5.14922836761713,2.2,10.814336492891,678350164439.719,367224799099.411,131919837821.849,70248329360.3531,416162835306.435,NLD
2003,16225302.0,4.01770331963065,1.9,10.7729265402844,664942855049.922,344966021099.325,128314670958.032,67552108741.9226,384639971947.165,NLD
2002,16148929.0,4.02724497556808,1.9,10.7315165876777,664292962312.29,337640671936.91,131081185875.161,68624637129.8515,377815327090.57,NLD
2001,16046180.0,3.40070251860393,1.8,10.6901066350711,662664227345.701,336555026887.588,131684651045.885,69045017140.4418,375801570070.188,NLD
2000,15925513.0,3.15628521382111,1.7,10.6486966824645,647616371115.081,328388418423.192,128576436115.291,67278743627.3918,370420013154.785,NLD
2022,287123.0,,9.6,45.8326039387309,,,,,,NCL
2021,285214.0,7.87484105983023,8.3,45.8380743982495,,,,,,NCL
2020,284176.0,6.16967376141,6.1,45.8435448577681,,,,,,NCL
2019,283606.0,5.1979685686088,5.2,45.8490153172867,,,,,,NCL
2018,283541.0,2.64609611892515,4.6,45.8544857768053,,,,,,NCL
2017,283546.0,2.26815109442472,5.1,45.8599562363239,,,,,,NCL
2016,283423.0,1.82431029249669,3.7,45.8654266958425,,,,,,NCL
2015,283168.0,2.36257092363501,5.1,45.8708971553611,8738203074.3957,3668090538.30962,1931146022.07127,512481103.078686,1578920444.17744,NCL
2014,281224.0,2.06453327133534,4.3,45.8763676148797,,,,,,NCL
2013,276822.0,2.28986606519092,6.6,45.8818380743983,,,,,,NCL
2012,271633.0,2.69659384522566,6.2,45.8873085339169,,,,,,NCL
2011,266543.0,2.20097516042319,5.9,45.8927789934354,,,,,,NCL
2010,261582.0,2.58803882292786,4.8,45.8982494529541,,,,,,NCL
2009,257250.0,2.15931540642625,7.0,45.8918490153173,,,,,,NCL
2008,253825.0,1.93594010868063,7.8,45.8854485776805,,,,,,NCL
2007,250725.0,1.95858633037521,5.8,45.8790481400438,,,,,,NCL
2006,247547.0,1.53454324112191,4.5,45.872647702407,,,,,,NCL
2005,244381.0,0.958883744637472,5.1,45.8662472647702,,,,,,NCL
2004,240852.0,0.707457206885043,5.2,45.8598468271335,,,,,,NCL
2003,236678.0,0.290672870721676,4.9,45.8534463894967,,,,,,NCL
2002,232236.0,0.488150629337053,5.3,45.84704595186,,,,,,NCL
2001,227707.0,0.410622990260717,6.7,45.8406455142232,,,,,,NCL
2000,223098.0,0.45765616832995,7.5,45.8342450765864,,,,,,NCL
2022,5117200.0,,,37.719363487904,216564470789.24,58683395456.6851,40559550201.3633,19836744713.1226,47536663470.4231,NZL
2021,5111300.0,27.1178461745388,28.9,37.6306509437545,210717394654.719,56067067417.4933,41624495545.5988,21323881518.1576,44851890723.339,NZL
2020,5090200.0,25.9443072086234,28.7,37.5701264669021,201554239788.002,47784751477.5362,41382521313.1331,20805770672.4315,44235567565.6828,NZL
2019,4979200.0,25.328932795818,28.0,37.4673198891041,202414311267.63,56825234052.1976,42032425948.8485,21338912463.6064,53704324691.8531,NZL
2018,4900600.0,24.918333557077,28.9,37.4279366526148,197743680329.155,56242883592.8102,41259203263.6552,21518393974.7904,53838082951.2369,NZL
2017,4813600.0,25.1254480286738,28.4,37.411606091679,191057624435.572,54111520772.6774,40150967067.0688,21011777750.6581,52354917624.0869,NZL
2016,4714100.0,25.8474288431492,30.1,37.396035091717,184780121689.709,50464478111.5431,38829341515.7168,20582081277.5676,50559157586.4293,NZL
2015,4609400.0,25.5812392311307,29.3,37.3955033990354,178104220784.881,47973639707.8052,37679875869.5235,20089611046.2177,49784689412.298,NZL
2014,4516500.0,24.2361553150859,29.0,37.3966503361057,171693137607.002,46906978155.1282,36413252671.769,19638695235.2726,46859743022.0192,NZL
2013,4442100.0,22.0899682438144,28.3,37.3977972731761,165480472114.228,43667123206.4715,34953736989.8359,19222261894.3845,44777252044.143,NZL
2012,4408100.0,20.903081232493,28.8,37.3989442102465,161035600341.707,40384784950.9231,34251200334.7339,19039243361.9833,44716654056.0331,NZL
2011,4384000.0,20.0622885438372,30.3,37.4000911473169,157431269722.275,39856029568.1584,33564603985.4251,18796986697.8155,43396806778.3608,NZL
2010,4350700.0,18.4523412671956,29.4,37.4012380843872,153980049861.399,37397870255.7576,34104024128.7331,18856224829.5821,42423549225.0562,NZL
2009,4302600.0,16.324140623206,28.5,37.4021191751168,151787298244.391,33542332327.9695,34041166687.0064,18501680991.6491,41259630049.3384,NZL
2008,4259800.0,13.6470213298732,26.1,37.4030002658463,151866196412.071,37005715580.8156,34438110148.3638,19310676964.3822,39658964765.7735,NZL
2007,4223800.0,11.9099690176781,27.0,37.4038813565759,153772257535.871,38215513520.1102,36689681479.8027,21107265468.3659,40753418295.298,NZL
2006,4184600.0,10.8643223005719,27.0,37.4047624473055,149221146114.821,34569778413.1522,34644384316.3235,20884460328.8063,39214828013.0407,NZL
2005,4133900.0,10.3652861796184,26.8,37.405643538035,145185608535.714,35157357694.5205,34630273889.0148,21519278230.0947,37900153768.3711,NZL
2004,4087500.0,8.85475121586233,28.2,37.4065246287646,140475137990.551,33524685576.8057,34144099443.8536,21321229449.6068,38068645548.2139,NZL
2003,4027200.0,8.44694651817403,25.9,37.4074057194941,134957716138.705,29572415837.0962,32818961976.3246,20659002423.3337,36898075628.9336,NZL
2002,3948500.0,8.71817534555989,26.6,37.4082868102237,128863789117.662,26131908157.3946,31807048240.0321,20136470998.4484,35934424240.311,NZL
2001,3880500.0,9.31872560130966,24.6,37.4091679009532,123062801652.748,24341066615.5268,29443501455.7436,18520248260.9529,33417404069.1086,NZL
2000,3857700.0,9.89158859522177,26.4,37.4100489916828,119003047472.934,23343685210.6906,29162779685.8383,18283296431.2488,32353988040.2378,NZL
2022,6730654.0,,,26.6538972910088,14726450786.5827,8286304553.24141,3894916722.3899,2252308172.79866,7172424341.79337,NIC
2021,6644741.0,55.2914787562307,50.4,27.4848761841449,14193856859.1735,7892464123.76865,3842047265.95419,2141725217.68163,6606292731.72987,NIC
2020,6565267.0,55.077552097072,52.2,28.315855077281,12866533516.5017,6513519631.55972,3169173418.5851,1874956586.82618,5594840228.49754,NIC
2019,6483657.0,52.2079142982073,50.5,29.1468339704172,13096501920.7484,6506414911.16853,3183549087.13866,1917791091.17981,6150404648.06343,NIC
2018,6400080.0,50.1418134937688,51.3,29.9778128635533,13487230761.4818,6765957263.15825,3412160779.08142,1960698443.32997,5794792457.20411,NIC
2017,6316231.0,45.731270718232,48.9,30.8087917566894,13956690226.4274,7969169954.5408,3450181224.42637,1931340781.33249,5890047060.90953,NIC
2016,6232666.0,43.491396209976,49.5,31.6397706498255,13338767298.6815,7714468872.19818,3371931497.56258,1877651955.29741,5348272450.21995,NIC
2015,6149417.0,43.6627373935822,50.0,32.4707495429616,12756685550.3389,7412926934.17912,3282918481.40941,1811214764.87137,5113321087.02839,NIC
2014,6066492.0,45.6497975708502,53.0,32.9371281369453,12173404097.2463,6618581470.26486,3084967810.83813,1767360391.36646,5164133534.95307,NIC
2013,5983845.0,41.3875150060024,54.3,33.403506730929,11617340945.6672,6420089414.73397,2917180800.84857,1643009202.70719,4851314718.3784,NIC
2012,5901287.0,32.3287025551972,53.3,33.8698853249127,11071925173.7434,6272650748.20881,2641733157.69076,1542260700.12033,4673021482.96126,NIC
2011,5819051.0,22.3780392156863,53.3,34.3362639188965,10396566381.096,5873969049.08894,2325357685.72653,1399187627.75548,4157627376.20899,NIC
2010,5737450.0,23.2112599070784,54.4,34.8026425128802,9778793416.44377,5267930112.35714,2089266738.64066,1273816569.94493,3840461772.05374,NIC
2009,5656601.0,22.3229076165653,54.6,35.8090992188798,9365795056.29032,4700747080.06567,1980185360.36256,1169789916.51468,3301684945.9025,NIC
2008,5576593.0,19.6495090746802,53.8,36.8155559248795,9684541612.02966,5173368170.15934,2211055629.04256,1237611215.0746,3300335942.86025,NIC
2007,5497243.0,19.4660224438903,52.6,37.8220126308792,9362945757.5093,4695968684.05035,2227479817.76393,1220783374.07853,3052569050.76733,NIC
2006,5418855.0,20.2239948947033,53.3,38.8284693368788,8910657066.79659,4187383876.57826,2224872258.86656,1176783304.98058,2784717002.2676,NIC
2005,5342105.0,20.4192068174369,52.8,39.8349260428785,8555336851.9189,4009428794.97113,2150366069.93956,1105897146.6407,2475429373.52863,NIC
2004,5272912.0,16.7388774811773,51.2,40.8413827488782,8204008527.12787,3691932264.20918,2047158858.46735,1047127572.89169,2299100683.74745,NIC
