iso_alpha_3,year,policy_flow_raw_stock,policy_flow_jur_stock,policy_flow_jur_nlp_stock
DZA,2016,177,153.75,79.25
DZA,2017,196,171.25,87.1875
DZA,2018,215,188.75,95.125
DZA,2019,236,207.5,104.25
DZA,2020,258,227.25,113.625
DZA,2021,282,249.0,124.0
DZA,2022,307,271.75,134.625
DZA,2023,332,294.5,145.25
DZA,2024,357,317.25,155.875
DZA,2025,382,340.0,166.5
DZA,2026,407,362.75,177.125
DZA,2027,432,385.5,187.75
DZA,2028,457,408.25,198.375
DZA,2029,482,431.0,209.0
DZA,2030,507,453.75,219.625
ECU,1978,1,1.0,0.75
ECU,1979,2,2.0,1.5
ECU,1980,3,3.0,2.25
ECU,1981,4,4.0,3.0
ECU,1982,5,5.0,3.75
ECU,1983,7,7.0,5.25
ECU,1984,9,9.0,6.75
ECU,1985,11,11.0,8.25
ECU,1986,13,13.0,9.75
ECU,1987,15,15.0,11.25
ECU,1988,17,17.0,12.75
ECU,1989,20,20.0,15.0
ECU,1990,23,23.0,17.25
ECU,1991,26,26.0,19.5
ECU,1992,29,29.0,21.75
ECU,1993,32,32.0,24.0
ECU,1994,36,35.25,26.4375
ECU,1995,40,38.5,28.875
ECU,1996,45,42.75,32.0625
ECU,1997,50,47.0,35.25
ECU,1998,55,51.25,38.4375
ECU,1999,60,55.5,41.625
ECU,2000,65,59.75,44.8125
ECU,2001,72,66.0,49.25
ECU,2002,79,72.25,53.6875
ECU,2003,86,78.5,58.125
ECU,2004,93,84.75,62.5625
ECU,2005,100,91.0,67.0
ECU,2006,107,97.25,71.4375
ECU,2007,114,103.5,75.875
ECU,2008,121,109.75,80.3125
ECU,2009,129,117.0,85.0
ECU,2010,137,124.25,89.6875
ECU,2011,145,131.5,94.375
ECU,2012,154,139.75,100.0625
ECU,2013,169,154.0,109.25
ECU,2014,184,168.25,118.1875
ECU,2015,201,183.75,127.625
ECU,2016,220,201.25,137.5625
ECU,2017,243,222.75,149.75
ECU,2018,268,246.25,162.6875
ECU,2019,295,271.0,176.875
ECU,2020,324,297.0,191.8125
ECU,2021,357,327.0,209.0
ECU,2022,391,358.0,227.1875
ECU,2023,426,390.0,245.625
ECU,2024,462,423.0,265.0625
ECU,2025,498,456.0,284.5
ECU,2026,534,489.0,303.9375
ECU,2027,570,522.0,323.375
ECU,2028,606,555.0,342.8125
ECU,2029,642,588.0,362.25
ECU,2030,678,621.0,381.6875
EGY,1989,1,1.0,0.75
EGY,1990,2,2.0,1.5
EGY,1991,3,3.0,2.25
EGY,1992,4,4.0,3.0
EGY,1993,5,5.0,3.75
EGY,1994,7,7.0,4.75
EGY,1995,10,10.0,6.0
EGY,1996,13,13.0,7.25
EGY,1997,16,16.0,8.5
EGY,1998,21,19.5,10.1875
EGY,1999,26,23.0,11.875
EGY,2000,31,26.5,13.5625
EGY,2001,36,30.0,15.25
EGY,2002,41,33.5,16.9375
EGY,2003,46,37.0,18.625
EGY,2004,52,40.75,20.5
EGY,2005,58,44.5,22.375
EGY,2006,65,49.25,24.5
EGY,2007,75,54.75,27.3125
EGY,2008,86,61.25,31.125
EGY,2009,98,68.75,35.9375
EGY,2010,110,76.25,40.75
EGY,2011,122,83.75,45.5625
EGY,2012,135,92.25,51.125
EGY,2013,149,101.75,57.1875
EGY,2014,165,113.25,64.75
EGY,2015,186,129.0,74.5625
EGY,2016,209,146.75,85.375
EGY,2017,238,169.75,100.125
EGY,2018,268,193.75,115.625
EGY,2019,301,220.0,131.8125
EGY,2020,335,246.65,148.1
EGY,2021,371,275.3,164.8875
EGY,2022,409,305.2,182.2375
EGY,2023,450,337.35,200.9
EGY,2024,492,370.5,220.0625
EGY,2025,534,403.65,239.22500000000002
EGY,2026,576,436.8,258.3875
EGY,2027,618,469.95,277.55
EGY,2028,660,503.09999999999997,296.71250000000003
EGY,2029,702,536.25,315.875
EGY,2030,744,569.4,335.0375
ERI,1971,1,0.25,0.1875
ERI,1972,2,0.5,0.375
ERI,1973,3,0.75,0.5625
ERI,1974,4,1.0,0.75
ERI,1975,5,1.25,0.9375
ERI,1976,6,1.5,1.125
ERI,1977,7,1.75,1.3125
ERI,1978,8,2.0,1.5
ERI,1979,9,2.25,1.6875
ERI,1980,10,2.5,1.875
ERI,1981,11,2.75,2.0625
ERI,1982,12,3.0,2.25
ERI,1983,13,3.25,2.4375
ERI,1984,14,3.5,2.625
ERI,1985,15,3.75,2.8125
ERI,1986,16,4.0,3.0
ERI,1987,17,4.25,3.1875
ERI,1988,18,4.5,3.375
ERI,1989,19,4.75,3.5625
ERI,1990,20,5.0,3.75
ERI,1991,21,5.25,3.9375
ERI,1992,22,5.5,4.125
ERI,1993,23,5.75,4.3125
ERI,1994,24,6.0,4.5
ERI,1995,25,6.25,4.6875
ERI,1996,26,6.5,4.875
ERI,1997,27,6.75,5.0625
ERI,1998,28,7.0,5.25
ERI,1999,29,7.25,5.4375
ERI,2000,30,7.5,5.625
ERI,2001,31,7.75,5.8125
ERI,2002,32,8.0,6.0
ERI,2003,33,8.25,6.1875
ERI,2004,34,8.5,6.375
ERI,2005,35,8.75,6.5625
ERI,2006,36,9.0,6.75
ERI,2007,37,9.25,6.9375
ERI,2008,38,9.5,7.125
ERI,2009,39,9.75,7.3125
ERI,2010,40,10.0,7.5
ERI,2011,41,10.25,7.6875
ERI,2012,42,10.5,7.875
ERI,2013,43,10.75,8.0625
ERI,2014,44,11.0,8.25
ERI,2015,45,11.25,8.4375
ERI,2016,46,11.5,8.625
ERI,2017,47,11.75,8.8125
ERI,2018,48,12.0,9.0
ERI,2019,49,12.25,9.1875
ERI,2020,50,12.5,9.375
ERI,2021,52,13.75,9.8125
ERI,2022,54,15.0,10.25
ERI,2023,56,16.25,10.6875
ERI,2024,58,17.5,11.125
ERI,2025,60,18.75,11.5625
ERI,2026,62,20.0,12.0
ERI,2027,64,21.25,12.4375
ERI,2028,66,22.5,12.875
ERI,2029,68,23.75,13.3125
ERI,2030,70,25.0,13.75
ESH,2019,1,0.25,0.1875
ESH,2020,2,0.5,0.375
ESH,2021,3,0.75,0.5625
ESH,2022,4,1.0,0.75
ESH,2023,5,1.25,0.9375
ESH,2024,6,1.5,1.125
ESH,2025,7,1.75,1.3125
ESH,2026,8,2.0,1.5
ESH,2027,9,2.25,1.6875
ESH,2028,10,2.5,1.875
ESH,2029,11,2.75,2.0625
ESH,2030,12,3.0,2.25
ESP,1973,1,1.0,0.25
ESP,1974,2,2.0,0.5
ESP,1975,3,3.0,0.75
ESP,1976,4,4.0,1.0
ESP,1977,5,5.0,1.25
ESP,1978,7,7.0,2.0
ESP,1979,9,9.0,2.75
ESP,1980,11,11.0,3.5
ESP,1981,13,13.0,4.25
ESP,1982,15,15.0,5.0
ESP,1983,17,17.0,5.75
ESP,1984,19,19.0,6.5
ESP,1985,22,22.0,7.5
ESP,1986,25,25.0,8.5
ESP,1987,28,28.0,9.5
ESP,1988,31,31.0,10.5
ESP,1989,34,34.0,11.5
ESP,1990,37,37.0,12.5
ESP,1991,41,41.0,13.75
ESP,1992,44,44.0,14.75
ESP,1993,47,47.0,15.75
ESP,1994,54,54.0,19.0
ESP,1995,59,59.0,20.75
ESP,1996,65,65.0,23.5
ESP,1997,72,72.0,26.75
ESP,1998,82,82.0,31.0
ESP,1999,92,92.0,36.0
ESP,2000,104,104.0,41.75
ESP,2001,114,114.0,46.75
ESP,2002,129,129.0,52.75
ESP,2003,140,140.0,58.0
ESP,2004,154,154.0,64.5
ESP,2005,167,166.25,71.0625
ESP,2006,182,180.5,77.375
ESP,2007,204,201.35,87.4875
ESP,2008,239,235.2,104.6
ESP,2009,273,268.05,120.4625
ESP,2010,312,305.15,138.8875
ESP,2011,358,348.6,160.15
ESP,2012,411,398.9,183.875
ESP,2013,480,463.95,217.2125
ESP,2014,556,536.65,253.28750000000002
ESP,2015,645,621.55,292.6625
ESP,2016,733,705.45,331.7875
ESP,2017,835,802.45,376.8625
ESP,2018,940,900.4,423.35
ESP,2019,1048,1001.35,471.3375
ESP,2020,1180,1125.55,526.7
ESP,2021,1353,1287.75,603.0625
ESP,2022,1541,1465.3,685.7625
ESP,2023,1730,1643.85,769.9625
ESP,2024,1925,1827.65,855.5375
ESP,2025,2120,2011.45,941.1125
ESP,2026,2315,2195.25,1026.6875
ESP,2027,2510,2379.05,1112.2625
ESP,2028,2705,2562.85,1197.8375
ESP,2029,2900,2746.65,1283.4125
ESP,2030,3095,2930.4500000000003,1368.9875
EST,1998,1,1.0,0.25
EST,2000,3,3.0,1.25
EST,2001,6,6.0,2.75
EST,2002,8,8.0,3.5
EST,2003,11,11.0,5.0
EST,2004,15,15.0,6.25
EST,2005,19,18.25,8.0625
EST,2006,23,21.5,9.875
EST,2007,30,27.75,12.9375
EST,2008,37,34.0,16.0
EST,2009,46,42.25,19.5625
EST,2010,58,52.75,24.1875
EST,2011,69,62.25,29.3125
EST,2012,79,70.75,33.4375
EST,2013,91,80.5,37.875
EST,2014,106,93.25,43.3125
EST,2015,123,108.0,49.0
EST,2016,143,125.75,55.4375
EST,2017,164,144.5,62.875
EST,2018,186,163.5,70.375
EST,2019,214,188.5,79.875
EST,2020,245,215.0,89.8125
EST,2021,295,258.25,105.9375
EST,2022,350,308.0,124.1875
EST,2023,409,361.75,143.4375
EST,2024,474,420.75,164.0625
EST,2025,539,479.75,184.6875
EST,2026,604,538.75,205.3125
EST,2027,669,597.75,225.9375
EST,2028,734,656.75,246.5625
EST,2029,799,715.75,267.1875
EST,2030,864,774.75,287.8125
ETH,1971,1,0.25,0.1875
ETH,1972,2,0.5,0.375
ETH,1973,3,0.75,0.5625
ETH,1974,4,1.0,0.75
ETH,1975,5,1.25,0.9375
ETH,1976,6,1.5,1.125
ETH,1977,7,1.75,1.3125
ETH,1978,8,2.0,1.5
ETH,1979,9,2.25,1.6875
ETH,1980,10,2.5,1.875
ETH,1981,11,2.75,2.0625
ETH,1982,12,3.0,2.25
ETH,1983,13,3.25,2.4375
ETH,1984,14,3.5,2.625
ETH,1985,15,3.75,2.8125
ETH,1986,16,4.0,3.0
ETH,1987,17,4.25,3.1875
ETH,1988,18,4.5,3.375
ETH,1989,19,4.75,3.5625
ETH,1990,20,5.0,3.75
ETH,1991,21,5.25,3.9375
ETH,1992,22,5.5,4.125
ETH,1993,23,5.75,4.3125
ETH,1994,24,6.0,4.5
ETH,1995,25,6.25,4.6875
ETH,1996,26,6.5,4.875
ETH,1997,27,6.75,5.0625
ETH,1998,28,7.0,5.25
ETH,1999,29,7.25,5.4375
ETH,2000,31,8.5,6.375
ETH,2001,33,9.75,7.3125
ETH,2002,36,12.0,8.5
ETH,2003,40,15.25,9.9375
ETH,2004,44,18.5,11.375
ETH,2005,48,21.75,12.8125
ETH,2006,52,25.0,14.25
ETH,2007,57,29.25,15.9375
ETH,2008,61,32.5,17.375
ETH,2009,65,35.75,18.8125
ETH,2010,69,39.0,20.25
ETH,2011,75,44.25,22.1875
ETH,2012,81,49.5,24.875
ETH,2013,86,53.75,26.5625
ETH,2014,91,58.0,28.25
ETH,2015,96,62.25,29.9375
ETH,2016,102,67.5,31.875
ETH,2017,108,72.75,34.5625
ETH,2018,113,77.0,36.25
ETH,2019,120,81.75,38.375
ETH,2020,128,87.5,40.75
ETH,2021,138,95.25,43.625
ETH,2022,147,102.0,46.25
ETH,2023,156,108.75,48.875
ETH,2024,165,115.5,51.5
ETH,2025,174,122.25,54.125
ETH,2026,183,129.0,56.75
ETH,2027,192,135.75,59.375
ETH,2028,201,142.5,62.0
ETH,2029,210,149.25,64.625
ETH,2030,219,156.0,67.25
EUR,1971,1,0.25,0.1875
EUR,1972,2,0.5,0.375
EUR,1973,6,1.5,1.1875
EUR,1974,10,2.5,2.0
EUR,1975,14,3.5,2.8125
EUR,1976,18,4.5,3.625
EUR,1977,22,5.5,4.4375
EUR,1978,26,6.5,5.25
EUR,1979,30,7.5,6.0625
EUR,1980,34,8.5,6.875
EUR,1981,38,9.5,7.6875
EUR,1982,42,10.5,8.5
EUR,1983,46,11.5,9.3125
EUR,1984,50,12.5,10.125
EUR,1985,54,13.5,10.9375
EUR,1986,58,14.5,11.75
EUR,1987,62,15.5,12.5625
EUR,1988,66,16.5,13.375
EUR,1989,70,17.5,14.1875
EUR,1990,74,18.5,15.0
EUR,1991,78,19.5,15.8125
EUR,1992,83,20.75,16.875
EUR,1993,88,22.0,17.9375
EUR,1994,93,23.25,19.0
EUR,1995,100,25.75,20.8125
EUR,1996,108,29.25,23.125
EUR,1997,119,33.5,25.9375
EUR,1998,130,37.75,28.9375
EUR,1999,143,44.0,32.6875
EUR,2000,160,51.25,37.3125
EUR,2001,183,60.0,42.625
EUR,2002,206,69.5,48.0625
EUR,2003,236,82.25,54.875
EUR,2004,267,95.25,62.0
EUR,2005,303,109.5,69.8125
EUR,2006,350,127.2,80.0125
EUR,2007,403,147.15,91.2125
EUR,2008,462,169.7,104.0625
EUR,2009,532,197.75,118.5375
EUR,2010,604,225.2,133.175
EUR,2011,682,254.9,148.625
EUR,2012,771,287.7,166.05
EUR,2013,882,330.1,187.525
EUR,2014,1013,379.75,212.5
EUR,2015,1144,427.9,237.6
EUR,2016,1284,479.8,265.0125
EUR,2017,1428,534.95,293.9875
EUR,2018,1578,591.95,323.6125
EUR,2019,1738,654.45,356.1125
EUR,2020,1925,725.55,391.7625
EUR,2021,2169,817.6,436.025
EUR,2022,2424,914.65,482.6625
EUR,2023,2693,1020.05,533.45
EUR,2024,2968,1128.4,585.825
EUR,2025,3243,1236.75,638.2
EUR,2026,3518,1345.1,690.575
EUR,2027,3793,1453.45,742.95
EUR,2028,4068,1561.8,795.325
EUR,2029,4343,1670.1499999999999,847.7
EUR,2030,4618,1778.5,900.075
FIN,1990,1,1.0,0.75
FIN,1992,4,4.0,2.25
FIN,1993,10,10.0,5.0
FIN,1994,17,17.0,8.75
FIN,1995,24,24.0,12.75
FIN,1996,31,31.0,16.75
FIN,1997,41,41.0,22.25
FIN,1998,50,50.0,26.75
FIN,1999,67,67.0,35.25
FIN,2000,80,80.0,42.0
FIN,2001,96,96.0,49.5
FIN,2002,112,112.0,57.5
FIN,2003,129,129.0,65.75
FIN,2004,146,146.0,74.0
FIN,2005,164,163.25,82.3125
FIN,2006,183,181.5,90.875
FIN,2007,206,203.75,101.6875
FIN,2008,234,230.25,114.5625
FIN,2009,262,256.75,127.4375
FIN,2010,297,289.5,143.375
FIN,2011,342,332.25,165.3125
FIN,2012,380,368.0,182.5
FIN,2013,420,405.0,200.75
FIN,2014,461,443.0,219.25
FIN,2015,506,485.0,240.5
FIN,2016,553,529.0,262.25
FIN,2017,603,576.0,285.75
FIN,2018,659,628.25,310.5625
FIN,2019,718,683.5,336.875
FIN,2020,789,750.0,368.0625
FIN,2021,877,831.25,407.6875
FIN,2022,968,916.25,448.75
FIN,2023,1058,1000.25,489.5625
FIN,2024,1153,1088.5,531.0
FIN,2025,1248,1176.75,572.4375
FIN,2026,1343,1265.0,613.875
FIN,2027,1438,1353.25,655.3125
FIN,2028,1533,1441.5,696.75
FIN,2029,1628,1529.75,738.1875
FIN,2030,1723,1618.0,779.625
FJI,1993,1,1.0,0.25
FJI,1994,2,2.0,0.5
FJI,1995,3,3.0,0.75
FJI,1996,4,4.0,1.0
FJI,1997,5,5.0,1.25
FJI,1998,6,6.0,1.5
FJI,1999,7,7.0,1.75
FJI,2000,8,8.0,2.0
FJI,2001,9,9.0,2.25
FJI,2002,10,10.0,2.5
FJI,2003,12,11.25,3.0
FJI,2004,14,12.5,3.5
FJI,2005,16,13.75,4.0
FJI,2006,18,15.0,4.5
FJI,2007,20,16.25,5.0
FJI,2008,22,17.5,5.5
FJI,2009,25,19.0,6.25
FJI,2010,28,20.5,7.0
FJI,2011,31,22.0,7.75
FJI,2012,35,24.5,9.0
FJI,2013,39,27.0,10.25
FJI,2014,44,30.5,11.75
FJI,2015,48,33.0,13.0
FJI,2016,52,35.5,14.25
FJI,2017,56,38.0,15.5
FJI,2018,60,40.5,16.75
FJI,2019,64,43.0,18.0
FJI,2020,68,45.5,19.25
FJI,2021,74,50.0,21.0
FJI,2022,79,53.5,22.5
FJI,2023,84,57.0,24.0
FJI,2024,89,60.5,25.5
FJI,2025,94,64.0,27.0
FJI,2026,99,67.5,28.5
FJI,2027,104,71.0,30.0
FJI,2028,109,74.5,31.5
FJI,2029,114,78.0,33.0
FJI,2030,119,81.5,34.5
FLK,2014,1,0.25,0.25
FLK,2015,2,0.5,0.5
FLK,2016,3,0.75,0.75
FLK,2017,4,1.0,1.0
FLK,2018,5,1.25,1.25
FLK,2019,6,1.5,1.5
FLK,2020,7,1.75,1.75
FLK,2021,8,2.0,2.0
FLK,2022,9,2.25,2.25
FLK,2023,10,2.5,2.5
FLK,2024,11,2.75,2.75
FLK,2025,12,3.0,3.0
FLK,2026,13,3.25,3.25
FLK,2027,14,3.5,3.5
FLK,2028,15,3.75,3.75
FLK,2029,16,4.0,4.0
FLK,2030,17,4.25,4.25
FRA,1975,2,2.0,1.25
FRA,1976,3,3.0,2.0
FRA,1977,5,5.0,3.0
FRA,1978,7,7.0,4.0
FRA,1979,9,9.0,5.0
FRA,1980,13,13.0,6.5
FRA,1981,17,17.0,8.0
FRA,1982,21,21.0,9.5
FRA,1983,25,25.0,11.0
FRA,1984,29,29.0,12.5
FRA,1985,33,33.0,14.0
FRA,1986,37,37.0,15.5
FRA,1987,41,41.0,17.0
FRA,1988,45,45.0,18.5
FRA,1989,49,49.0,20.0
FRA,1990,54,54.0,21.75
FRA,1991,60,60.0,23.75
FRA,1992,67,67.0,26.0
FRA,1993,73,73.0,28.0
FRA,1994,79,79.0,30.0
FRA,1995,88,88.0,33.5
FRA,1996,101,101.0,39.75
FRA,1997,113,113.0,45.25
FRA,1998,127,127.0,52.5
FRA,1999,152,152.0,63.25
FRA,2000,187,186.35,79.3375
FRA,2001,227,225.7,96.675
FRA,2002,273,271.05,116.51249999999999
FRA,2003,323,320.4,137.85
FRA,2004,373,369.75,159.1875
FRA,2005,428,423.35,183.08749999999998
FRA,2006,490,482.45,211.36249999999998
FRA,2007,558,547.55,243.1375
FRA,2008,631,617.65,277.41249999999997
FRA,2009,712,694.7,316.25
FRA,2010,797,774.65,357.16249999999997
FRA,2011,885,857.6,399.825
FRA,2012,975,942.55,443.7375
FRA,2013,1068,1029.75,488.2125
FRA,2014,1166,1121.95,535.9375
FRA,2015,1270,1219.4,586.6625
FRA,2016,1382,1323.6,640.425
FRA,2017,1496,1430.4,695.9875
FRA,2018,1614,1540.45,753.1125
FRA,2019,1737,1655.5,813.4875
FRA,2020,1879,1788.8,880.9875
FRA,2021,2045,1943.85,957.925
FRA,2022,2232,2119.9,1045.05
FRA,2023,2433,2307.7,1138.6125
FRA,2024,2641,2501.75,1236.55
FRA,2025,2850,2696.8,1334.7375
FRA,2026,3059,2891.85,1432.925
FRA,2027,3268,3086.9,1531.1125
FRA,2028,3477,3281.9500000000003,1629.3
FRA,2029,3686,3477.0,1727.4875
FRA,2030,3895,3672.05,1825.675
FRO,1993,1,0.25,0.25
FRO,1994,2,0.5,0.5
FRO,1995,3,0.75,0.75
FRO,1996,5,1.25,1.25
FRO,1997,8,2.0,1.9375
FRO,1998,11,2.75,2.625
FRO,1999,14,3.5,3.3125
FRO,2000,17,4.25,4.0
FRO,2001,20,5.0,4.6875
FRO,2002,23,5.75,5.375
FRO,2003,26,6.5,6.0625
FRO,2004,29,7.25,6.75
FRO,2005,32,8.0,7.4375
FRO,2006,36,9.0,8.3125
FRO,2007,40,10.0,9.1875
FRO,2008,44,11.0,10.0625
FRO,2009,48,12.0,10.9375
FRO,2010,52,13.0,11.8125
FRO,2011,56,14.0,12.6875
FRO,2012,60,15.0,13.5625
FRO,2013,64,16.0,14.4375
FRO,2014,68,17.0,15.3125
FRO,2015,72,18.0,16.1875
FRO,2016,76,19.0,17.0625
FRO,2017,81,20.25,18.125
FRO,2018,86,21.5,19.1875
FRO,2019,91,22.75,20.25
FRO,2020,96,24.0,21.3125
FRO,2021,101,25.25,22.375
FRO,2022,106,26.5,23.4375
FRO,2023,111,27.75,24.5
FRO,2024,116,29.0,25.5625
FRO,2025,121,30.25,26.625
FRO,2026,126,31.5,27.6875
FRO,2027,131,32.75,28.75
FRO,2028,136,34.0,29.8125
FRO,2029,141,35.25,30.875
FRO,2030,146,36.5,31.9375
FSM,1971,1,0.25,0.1875
FSM,1972,2,0.5,0.375
FSM,1973,3,0.75,0.5625
FSM,1974,4,1.0,0.75
FSM,1975,5,1.25,0.9375
FSM,1976,6,1.5,1.125
FSM,1977,7,1.75,1.3125
FSM,1978,8,2.0,1.5
FSM,1979,9,2.25,1.6875
FSM,1980,10,2.5,1.875
FSM,1981,11,2.75,2.0625
FSM,1982,12,3.0,2.25
FSM,1983,13,3.25,2.4375
FSM,1984,14,3.5,2.625
FSM,1985,15,3.75,2.8125
FSM,1986,16,4.0,3.0
FSM,1987,17,4.25,3.1875
FSM,1988,18,4.5,3.375
FSM,1989,19,4.75,3.5625
FSM,1990,20,5.0,3.75
FSM,1991,21,5.25,3.9375
FSM,1992,22,5.5,4.125
FSM,1993,23,5.75,4.3125
FSM,1994,24,6.0,4.5
FSM,1995,25,6.25,4.6875
FSM,1996,26,6.5,4.875
FSM,1997,27,6.75,5.0625
FSM,1998,28,7.0,5.25
FSM,1999,29,7.25,5.4375
FSM,2000,30,7.5,5.625
FSM,2001,31,7.75,5.8125
FSM,2002,32,8.0,6.0
FSM,2003,33,8.25,6.1875
FSM,2004,34,8.5,6.375
FSM,2005,35,8.75,6.5625
FSM,2006,36,9.0,6.75
FSM,2007,37,9.25,6.9375
FSM,2008,38,9.5,7.125
FSM,2009,39,9.75,7.3125
FSM,2010,40,10.0,7.5
FSM,2011,41,10.25,7.6875
FSM,2012,44,12.5,8.875
FSM,2013,47,14.75,10.0625
FSM,2014,50,17.0,11.25
FSM,2015,53,19.25,12.4375
FSM,2016,56,21.5,13.625
FSM,2017,59,23.75,14.8125
FSM,2018,62,26.0,16.0
FSM,2019,65,28.25,17.1875
FSM,2020,68,30.5,18.375
FSM,2021,73,34.75,20.0625
FSM,2022,77,38.0,21.5
FSM,2023,81,41.25,22.9375
FSM,2024,85,44.5,24.375
FSM,2025,89,47.75,25.8125
FSM,2026,93,51.0,27.25
FSM,2027,97,54.25,28.6875
FSM,2028,101,57.5,30.125
FSM,2029,105,60.75,31.5625
FSM,2030,109,64.0,33.0
GAB,2000,1,1.0,0.75
GAB,2001,2,2.0,1.5
GAB,2002,3,3.0,2.25
GAB,2003,4,4.0,3.0
GAB,2004,5,5.0,3.75
GAB,2005,6,6.0,4.5
GAB,2006,7,7.0,5.25
GAB,2007,8,8.0,6.0
GAB,2008,9,9.0,6.75
GAB,2009,10,10.0,7.5
GAB,2010,11,11.0,8.25
GAB,2011,13,13.0,9.25
GAB,2012,15,15.0,10.25
GAB,2013,17,17.0,11.25
GAB,2014,20,20.0,12.75
GAB,2015,24,23.25,14.5
GAB,2016,28,26.5,16.25
GAB,2017,32,29.75,18.0
GAB,2018,36,33.0,19.75
GAB,2019,43,37.75,22.9375
GAB,2020,50,42.5,26.125
GAB,2021,59,49.25,29.8125
GAB,2022,67,55.0,33.25
GAB,2023,75,60.75,36.6875
GAB,2024,83,66.5,40.125
GAB,2025,91,72.25,43.5625
GAB,2026,99,78.0,47.0
GAB,2027,107,83.75,50.4375
GAB,2028,115,89.5,53.875
GAB,2029,123,95.25,57.3125
GAB,2030,131,101.0,60.75
GBR,1976,1,1.0,1.0
GBR,1977,2,2.0,2.0
GBR,1978,3,3.0,3.0
GBR,1979,4,4.0,4.0
GBR,1980,5,5.0,5.0
GBR,1981,6,6.0,6.0
GBR,1982,7,7.0,7.0
GBR,1983,8,8.0,8.0
GBR,1984,9,9.0,9.0
GBR,1985,10,10.0,10.0
GBR,1986,11,11.0,11.0
GBR,1987,12,12.0,12.0
GBR,1988,13,13.0,13.0
GBR,1989,14,14.0,14.0
GBR,1990,16,16.0,16.0
GBR,1991,17,17.0,17.0
GBR,1992,19,19.0,18.25
GBR,1993,21,21.0,19.5
GBR,1994,24,24.0,21.0
GBR,1995,27,27.0,22.5
GBR,1996,32,32.0,24.5
GBR,1997,39,38.6,27.45
GBR,1998,49,48.2,33.15
GBR,1999,60,58.8,39.1
GBR,2000,78,75.6,48.1
GBR,2001,105,100.2,61.2
GBR,2002,140,132.8,78.55000000000001
GBR,2003,174,164.4,95.65
GBR,2004,221,206.45,117.61250000000001
GBR,2005,270,250.5,140.325
GBR,2006,325,299.5,164.275
GBR,2007,386,354.5,190.725
GBR,2008,454,415.05,218.9
GBR,2009,525,478.6,248.325
GBR,2010,602,547.75,282.55
GBR,2011,685,622.9,319.025
GBR,2012,768,698.05,355.0
GBR,2013,857,779.2,393.975
GBR,2014,956,870.35,437.7
GBR,2015,1064,968.7,485.58750000000003
GBR,2016,1175,1070.7,533.2125
GBR,2017,1303,1188.4,589.5125
GBR,2018,1434,1308.7,646.3625
GBR,2019,1572,1435.25,706.7125
GBR,2020,1749,1599.25,781.175
GBR,2021,1987,1818.25,878.0125
GBR,2022,2259,2069.0,987.5375
GBR,2023,2538,2324.5,1098.5
GBR,2024,2819,2582.0,1209.9625
GBR,2025,3102,2840.75,1321.7375
GBR,2026,3385,3099.5,1433.5125
GBR,2027,3668,3358.25,1545.2875000000001
GBR,2028,3951,3617.0,1657.0625
GBR,2029,4234,3875.75,1768.8375
GBR,2030,4517,4134.5,1880.6125000000002
GEO,1994,1,0.25,0.1875
GEO,1995,2,0.5,0.375
GEO,1996,5,1.25,1.0625
GEO,1997,8,2.0,1.75
GEO,1998,12,3.0,2.6875
GEO,1999,17,4.25,3.875
GEO,2000,23,5.75,5.3125
GEO,2001,29,7.25,6.75
GEO,2002,35,8.75,8.1875
GEO,2003,41,10.25,9.625
GEO,2004,48,12.35,11.3625
GEO,2005,55,14.45,13.1
GEO,2006,63,17.15,14.9875
GEO,2007,73,21.05,17.475
GEO,2008,84,25.200000000000003,20.2125
GEO,2009,95,29.35,22.95
GEO,2010,106,33.5,25.6875
GEO,2011,118,38.25,28.724999999999998
GEO,2012,130,43.0,31.7625
GEO,2013,142,47.75,34.8
GEO,2014,156,53.35,38.325
GEO,2015,170,58.95,41.85
GEO,2016,184,64.55,45.375
GEO,2017,199,70.4,49.0875
GEO,2018,218,80.25,54.8
GEO,2019,239,91.35,61.0125
GEO,2020,264,106.45,68.975
GEO,2021,293,125.55,77.9375
GEO,2022,321,143.65,86.65
GEO,2023,349,161.75,95.3625
GEO,2024,377,179.85,104.075
GEO,2025,405,197.95000000000002,112.7875
GEO,2026,433,216.05,121.5
GEO,2027,461,234.15,130.2125
GEO,2028,489,252.25,138.925
GEO,2029,517,270.35,147.6375
GEO,2030,545,288.45,156.35
GHA,1989,1,1.0,0.75
GHA,1990,2,2.0,1.5
GHA,1991,3,3.0,2.25
GHA,1992,4,4.0,3.0
GHA,1993,6,6.0,4.5
GHA,1994,8,8.0,6.0
GHA,1995,10,10.0,7.5
GHA,1996,12,12.0,9.0
GHA,1997,14,14.0,10.5
GHA,1998,17,17.0,12.75
GHA,1999,21,21.0,15.25
GHA,2000,26,26.0,18.5
GHA,2001,32,32.0,22.5
GHA,2002,38,38.0,26.5
GHA,2003,44,44.0,30.5
GHA,2004,50,50.0,34.5
GHA,2005,57,57.0,39.0
GHA,2006,65,65.0,44.25
GHA,2007,76,76.0,52.25
GHA,2008,87,87.0,60.5
GHA,2009,98,98.0,68.75
GHA,2010,110,110.0,77.25
GHA,2011,123,123.0,86.5
GHA,2012,136,136.0,95.75
GHA,2013,150,150.0,105.75
GHA,2014,164,164.0,115.75
GHA,2015,179,179.0,126.0
GHA,2016,198,197.25,138.1875
