iso_alpha_3,year,policy_flow_raw_stock,policy_flow_jur_stock,policy_flow_jur_nlp_stock
AFG,1971,1,0.25,0.1875
AFG,1972,2,0.5,0.375
AFG,1973,3,0.75,0.5625
AFG,1974,4,1.0,0.75
AFG,1975,5,1.25,0.9375
AFG,1976,6,1.5,1.125
AFG,1977,7,1.75,1.3125
AFG,1978,8,2.0,1.5
AFG,1979,9,2.25,1.6875
AFG,1980,10,2.5,1.875
AFG,1981,11,2.75,2.0625
AFG,1982,12,3.0,2.25
AFG,1983,13,3.25,2.4375
AFG,1984,14,3.5,2.625
AFG,1985,15,3.75,2.8125
AFG,1986,16,4.0,3.0
AFG,1987,17,4.25,3.1875
AFG,1988,18,4.5,3.375
AFG,1989,19,4.75,3.5625
AFG,1990,20,5.0,3.75
AFG,1991,21,5.25,3.9375
AFG,1992,22,5.5,4.125
AFG,1993,23,5.75,4.3125
AFG,1994,24,6.0,4.5
AFG,1995,25,6.25,4.6875
AFG,1996,26,6.5,4.875
AFG,1997,27,6.75,5.0625
AFG,1998,28,7.0,5.25
AFG,1999,29,7.25,5.4375
AFG,2000,30,7.5,5.625
AFG,2001,31,7.75,5.8125
AFG,2002,32,8.0,6.0
AFG,2003,33,8.25,6.1875
AFG,2004,34,8.5,6.375
AFG,2005,35,8.75,6.5625
AFG,2006,37,9.25,7.0
AFG,2007,39,9.75,7.4375
AFG,2008,41,10.25,7.875
AFG,2009,43,10.75,8.3125
AFG,2010,45,11.25,8.75
AFG,2011,47,11.75,9.1875
AFG,2012,49,12.25,9.625
AFG,2013,51,12.75,10.0625
AFG,2014,53,13.25,10.5
AFG,2015,55,13.75,10.9375
AFG,2016,57,14.25,11.375
AFG,2017,59,14.75,11.8125
AFG,2018,61,15.25,12.25
AFG,2019,64,16.0,12.9375
AFG,2020,67,16.75,13.625
AFG,2021,71,18.5,14.5625
AFG,2022,75,20.25,15.5
AFG,2023,79,22.0,16.4375
AFG,2024,83,23.75,17.375
AFG,2025,87,25.5,18.3125
AFG,2026,91,27.25,19.25
AFG,2027,95,29.0,20.1875
AFG,2028,99,30.75,21.125
AFG,2029,103,32.5,22.0625
AFG,2030,107,34.25,23.0
AGO,1971,1,0.25,0.1875
AGO,1972,2,0.5,0.375
AGO,1973,3,0.75,0.5625
AGO,1974,4,1.0,0.75
AGO,1975,5,1.25,0.9375
AGO,1976,6,1.5,1.125
AGO,1977,7,1.75,1.3125
AGO,1978,8,2.0,1.5
AGO,1979,9,2.25,1.6875
AGO,1980,10,2.5,1.875
AGO,1981,11,2.75,2.0625
AGO,1982,12,3.0,2.25
AGO,1983,13,3.25,2.4375
AGO,1984,14,3.5,2.625
AGO,1985,15,3.75,2.8125
AGO,1986,16,4.0,3.0
AGO,1987,17,4.25,3.1875
AGO,1988,18,4.5,3.375
AGO,1989,19,4.75,3.5625
AGO,1990,20,5.0,3.75
AGO,1991,21,5.25,3.9375
AGO,1992,22,5.5,4.125
AGO,1993,23,5.75,4.3125
AGO,1994,25,6.6,4.8
AGO,1995,27,7.45,5.2875
AGO,1996,29,8.3,5.775
AGO,1997,31,9.15,6.2625
AGO,1998,35,12.0,8.25
AGO,1999,39,14.85,10.2375
AGO,2000,45,19.7,13.225
AGO,2001,51,24.549999999999997,16.2125
AGO,2002,57,29.4,19.2
AGO,2003,63,34.25,22.1875
AGO,2004,70,40.099999999999994,25.674999999999997
AGO,2005,77,45.949999999999996,29.162499999999998
AGO,2006,84,51.8,32.65
AGO,2007,92,58.65,36.887499999999996
AGO,2008,101,66.5,41.375
AGO,2009,111,75.35,46.8625
AGO,2010,122,85.19999999999999,53.349999999999994
AGO,2011,137,99.05,61.8375
AGO,2012,153,113.89999999999999,70.575
AGO,2013,170,129.75,79.5625
AGO,2014,188,146.2,88.7
AGO,2015,210,165.9,99.3375
AGO,2016,232,185.6,109.975
AGO,2017,254,205.29999999999998,120.6125
AGO,2018,276,225.0,131.25
AGO,2019,300,245.2,142.325
AGO,2020,326,267.4,154.65
AGO,2021,354,291.59999999999997,167.475
AGO,2022,381,314.8,180.04999999999998
AGO,2023,408,338.0,192.625
AGO,2024,436,362.2,205.95
AGO,2025,464,386.4,219.27499999999998
AGO,2026,492,410.59999999999997,232.6
AGO,2027,520,434.8,245.92499999999998
AGO,2028,548,459.0,259.25
AGO,2029,576,483.2,272.575
AGO,2030,604,507.4,285.9
ALB,2002,1,1.0,0.75
ALB,2003,3,3.0,2.5
ALB,2004,5,5.0,4.25
ALB,2005,8,8.0,7.0
ALB,2006,12,11.25,10.0
ALB,2007,17,14.75,13.25
ALB,2008,23,18.5,16.75
ALB,2009,29,22.25,20.25
ALB,2010,37,27.25,25.0
ALB,2011,44,31.25,28.75
ALB,2012,52,36.25,32.75
ALB,2013,60,41.25,36.75
ALB,2014,70,48.25,41.25
ALB,2015,79,54.25,45.5
ALB,2016,88,60.25,49.75
ALB,2017,97,66.25,54.0
ALB,2018,107,73.25,59.25
ALB,2019,118,80.5,64.75
ALB,2020,129,87.75,70.25
ALB,2021,142,97.0,77.75
ALB,2022,155,106.25,85.25
ALB,2023,167,114.5,91.75
ALB,2024,179,122.75,98.25
ALB,2025,191,131.0,104.75
ALB,2026,203,139.25,111.25
ALB,2027,215,147.5,117.75
ALB,2028,227,155.75,124.25
ALB,2029,239,164.0,130.75
ALB,2030,251,172.25,137.25
AND,2019,1,0.25,0.1875
AND,2020,2,0.5,0.375
AND,2021,5,2.75,1.0625
AND,2022,7,4.0,1.5
AND,2023,9,5.25,1.9375
AND,2024,11,6.5,2.375
AND,2025,13,7.75,2.8125
AND,2026,15,9.0,3.25
AND,2027,17,10.25,3.6875
AND,2028,19,11.5,4.125
AND,2029,21,12.75,4.5625
AND,2030,23,14.0,5.0
ANT,2014,1,0.25,0.25
ANT,2015,2,0.5,0.5
ANT,2016,3,0.75,0.75
ANT,2017,4,1.0,1.0
ANT,2018,5,1.25,1.25
ANT,2019,6,1.5,1.5
ANT,2020,7,1.75,1.75
ANT,2021,8,2.0,2.0
ANT,2022,9,2.25,2.25
ANT,2023,10,2.5,2.5
ANT,2024,11,2.75,2.75
ANT,2025,12,3.0,3.0
ANT,2026,13,3.25,3.25
ANT,2027,14,3.5,3.5
ANT,2028,15,3.75,3.75
ANT,2029,16,4.0,4.0
ANT,2030,17,4.25,4.25
ARE,1976,1,0.6,0.15
ARE,1977,2,1.2,0.3
ARE,1978,4,2.4,1.05
ARE,1979,6,3.5999999999999996,1.8
ARE,1980,8,4.8,2.55
ARE,1981,10,6.0,3.3
ARE,1982,12,7.199999999999999,4.05
ARE,1983,14,8.4,4.8
ARE,1984,16,9.6,5.55
ARE,1985,18,10.799999999999999,6.3
ARE,1986,20,12.0,7.05
ARE,1987,22,13.2,7.8
ARE,1988,24,14.399999999999999,8.55
ARE,1989,26,15.6,9.3
ARE,1990,28,16.8,10.05
ARE,1991,30,18.0,10.8
ARE,1992,32,19.2,11.55
ARE,1993,34,20.4,12.3
ARE,1994,36,21.599999999999998,13.05
ARE,1995,38,22.8,13.8
ARE,1996,40,24.0,14.55
ARE,1997,42,25.2,15.3
ARE,1998,46,26.9,16.4875
ARE,1999,51,29.599999999999998,18.175
ARE,2000,56,32.3,19.8625
ARE,2001,62,36.0,21.8
ARE,2002,69,40.7,23.9875
ARE,2003,78,45.9,26.55
ARE,2004,88,51.7,29.2625
ARE,2005,98,57.5,31.975
ARE,2006,110,65.3,36.1875
ARE,2007,122,73.1,40.4
ARE,2008,135,81.9,44.8625
ARE,2009,150,91.9,49.925
ARE,2010,167,103.1,55.7375
ARE,2011,189,118.1,63.95
ARE,2012,212,133.7,72.4625
ARE,2013,237,150.55,81.475
ARE,2014,264,168.25,90.8875
ARE,2015,294,187.8,101.0125
ARE,2016,324,207.35,111.1375
ARE,2017,355,227.9,122.2625
ARE,2018,387,248.8,133.475
ARE,2019,419,269.7,144.6875
ARE,2020,451,290.6,155.9
ARE,2021,490,317.0,168.8
ARE,2022,532,344.15,182.2625
ARE,2023,577,373.55,197.4125
ARE,2024,622,402.95,212.5625
ARE,2025,667,432.34999999999997,227.7125
ARE,2026,712,461.75,242.8625
ARE,2027,757,491.15,258.0125
ARE,2028,802,520.55,273.1625
ARE,2029,847,549.9499999999999,288.3125
ARE,2030,892,579.35,303.4625
ARG,1970,1,1.0,0.5
ARG,1971,2,2.0,1.0
ARG,1972,3,3.0,1.5
ARG,1973,4,4.0,2.0
ARG,1974,5,5.0,2.5
ARG,1975,6,6.0,3.0
ARG,1976,7,7.0,3.5
ARG,1977,8,8.0,4.0
ARG,1978,9,9.0,4.5
ARG,1979,10,10.0,5.0
ARG,1980,11,11.0,5.5
ARG,1981,12,12.0,6.0
ARG,1982,13,13.0,6.5
ARG,1983,14,14.0,7.0
ARG,1984,15,15.0,7.5
ARG,1985,16,16.0,8.0
ARG,1986,17,17.0,8.5
ARG,1987,19,18.25,9.1875
ARG,1988,22,20.5,10.625
ARG,1989,26,23.75,12.8125
ARG,1990,30,27.0,15.0
ARG,1991,36,32.25,18.1875
ARG,1992,42,37.5,21.375
ARG,1993,50,44.75,25.5625
ARG,1994,60,53.25,30.6875
ARG,1995,71,62.75,36.0625
ARG,1996,85,73.75,42.8125
ARG,1997,99,84.75,49.5625
ARG,1998,114,96.75,56.8125
ARG,1999,131,110.75,65.0625
ARG,2000,148,124.35,72.7125
ARG,2001,165,138.35,80.9625
ARG,2002,183,153.35,89.4625
ARG,2003,201,168.35,97.9625
ARG,2004,219,183.35,106.4625
ARG,2005,240,200.6,116.4
ARG,2006,262,218.85,127.5875
ARG,2007,287,240.1,140.025
ARG,2008,312,261.35,152.4625
ARG,2009,341,285.85,168.0875
ARG,2010,374,314.35,186.2125
ARG,2011,406,341.85,203.3375
ARG,2012,438,369.35,220.4625
ARG,2013,472,398.85,239.5875
ARG,2014,508,430.35,259.7125
ARG,2015,547,464.45,281.4875
ARG,2016,591,502.8,305.2
ARG,2017,646,550.65,333.5375
ARG,2018,704,601.5,362.625
ARG,2019,765,654.2,393.3125
ARG,2020,831,711.9,427.0
ARG,2021,903,775.6,462.1875
ARG,2022,973,837.3000000000001,496.875
ARG,2023,1060,916.0,538.8125
ARG,2024,1147,994.7,580.75
ARG,2025,1234,1073.4,622.6875
ARG,2026,1321,1152.1000000000001,664.625
ARG,2027,1408,1230.8,706.5625
ARG,2028,1495,1309.5,748.5
ARG,2029,1582,1388.2,790.4375
ARG,2030,1669,1466.9,832.375
ARM,1995,2,0.5,0.4375
ARM,1996,6,1.5,1.25
ARM,1997,10,2.5,2.0625
ARM,1998,15,3.75,3.125
ARM,1999,20,5.0,4.1875
ARM,2000,25,6.25,5.25
ARM,2001,32,8.75,6.75
ARM,2002,39,11.25,8.25
ARM,2003,46,13.75,9.75
ARM,2004,53,16.25,11.25
ARM,2005,60,18.75,12.75
ARM,2006,67,21.25,14.25
ARM,2007,76,25.75,17.0
ARM,2008,84,29.25,19.25
ARM,2009,92,32.75,21.5
ARM,2010,100,36.25,23.75
ARM,2011,109,40.75,26.25
ARM,2012,119,45.5,29.0
ARM,2013,129,50.25,31.75
ARM,2014,140,56.0,34.75
ARM,2015,151,61.75,37.75
ARM,2016,164,68.75,41.1875
ARM,2017,178,76.75,45.625
ARM,2018,193,85.75,51.0625
ARM,2019,209,95.0,56.75
ARM,2020,225,104.25,62.4375
ARM,2021,245,116.0,69.0625
ARM,2022,264,126.75,75.4375
ARM,2023,284,137.75,82.0625
ARM,2024,304,148.75,88.6875
ARM,2025,325,160.75,95.8125
ARM,2026,346,172.75,102.9375
ARM,2027,367,184.75,110.0625
ARM,2028,388,196.75,117.1875
ARM,2029,409,208.75,124.3125
ARM,2030,430,220.75,131.4375
ATF,2014,1,0.25,0.25
ATF,2015,2,0.5,0.5
ATF,2016,3,0.75,0.75
ATF,2017,4,1.0,1.0
ATF,2018,5,1.25,1.25
ATF,2019,6,1.5,1.5
ATF,2020,7,1.75,1.75
ATF,2021,8,2.0,2.0
ATF,2022,9,2.25,2.25
ATF,2023,10,2.5,2.5
ATF,2024,11,2.75,2.75
ATF,2025,12,3.0,3.0
ATF,2026,13,3.25,3.25
ATF,2027,14,3.5,3.5
ATF,2028,15,3.75,3.75
ATF,2029,16,4.0,4.0
ATF,2030,17,4.25,4.25
ATG,2005,1,1.0,0.75
ATG,2006,2,2.0,1.5
ATG,2007,3,3.0,2.25
ATG,2008,5,4.25,3.1875
ATG,2009,7,5.5,4.125
ATG,2010,9,6.75,5.0625
ATG,2011,14,11.0,7.75
ATG,2012,19,15.25,10.4375
ATG,2013,24,19.5,13.125
ATG,2014,29,23.75,15.8125
ATG,2015,34,28.0,18.5
ATG,2016,39,32.25,21.1875
ATG,2017,44,36.5,23.875
ATG,2018,49,40.75,26.5625
ATG,2019,54,45.0,29.25
ATG,2020,59,49.25,31.9375
ATG,2021,66,55.5,35.125
ATG,2022,72,60.75,38.0625
ATG,2023,78,66.0,41.0
ATG,2024,84,71.25,43.9375
ATG,2025,90,76.5,46.875
ATG,2026,96,81.75,49.8125
ATG,2027,102,87.0,52.75
ATG,2028,108,92.25,55.6875
ATG,2029,114,97.5,58.625
ATG,2030,120,102.75,61.5625
AUS,1970,1,1.0,1.0
AUS,1971,3,2.6,2.15
AUS,1972,5,4.2,3.3
AUS,1973,7,5.800000000000001,4.449999999999999
AUS,1974,9,7.4,5.6
AUS,1975,11,9.0,6.75
AUS,1976,13,10.600000000000001,7.8999999999999995
AUS,1977,15,12.200000000000001,9.049999999999999
AUS,1978,19,15.4,10.6
AUS,1979,22,17.6,11.899999999999999
AUS,1980,25,19.8,13.2
AUS,1981,28,22.0,14.5
AUS,1982,31,24.200000000000003,15.799999999999999
AUS,1983,35,26.650000000000002,17.2875
AUS,1984,39,29.1,18.775
AUS,1985,43,31.55,20.2625
AUS,1986,47,34.0,21.75
AUS,1987,51,36.45,23.2375
AUS,1988,55,38.900000000000006,24.725
AUS,1989,61,42.95,26.8625
AUS,1990,70,49.6,29.65
AUS,1991,80,56.5,32.625
AUS,1992,94,66.25,36.825
AUS,1993,107,75.0,40.775
AUS,1994,123,86.35000000000001,45.825
AUS,1995,140,98.3,51.475
AUS,1996,157,110.25,57.125
AUS,1997,178,126.2,64.275
AUS,1998,203,146.15,73.425
AUS,1999,230,168.1,82.825
AUS,2000,264,196.25,94.425
AUS,2001,299,225.4,108.325
AUS,2002,336,255.79999999999998,123.0375
AUS,2003,377,289.05,140.6
AUS,2004,430,332.75,162.925
AUS,2005,481,374.05,185.275
AUS,2006,540,422.6,210.9375
AUS,2007,601,472.7,237.6375
AUS,2008,674,532.05,267.6
AUS,2009,765,607.75,305.65
AUS,2010,858,681.95,345.2375
AUS,2011,960,765.15,389.325
AUS,2012,1079,864.15,440.1625
AUS,2013,1198,961.6,490.05
AUS,2014,1326,1066.9,543.4875
AUS,2015,1463,1178.5,599.4625
AUS,2016,1607,1295.9,657.2875
AUS,2017,1761,1420.65,717.75
AUS,2018,1927,1555.3,781.975
AUS,2019,2118,1710.55,853.9
AUS,2020,2334,1886.25,932.7625
AUS,2021,2584,2091.35,1021.375
AUS,2022,2872,2326.0,1120.6375
AUS,2023,3185,2580.0,1228.3
AUS,2024,3511,2846.6,1341.1125
AUS,2025,3838,3114.2,1454.425
AUS,2026,4165,3381.8,1567.7375
AUS,2027,4492,3649.4,1681.05
AUS,2028,4819,3917.0,1794.3625
AUS,2029,5146,4184.6,1907.675
AUS,2030,5473,4452.2,2020.9875
AUT,1967,1,1.0,0.25
AUT,1968,2,2.0,0.5
AUT,1969,3,3.0,0.75
AUT,1970,4,4.0,1.0
AUT,1971,5,5.0,1.25
AUT,1972,6,6.0,1.5
AUT,1973,7,7.0,1.75
AUT,1974,9,9.0,3.0
AUT,1975,12,12.0,4.5
AUT,1976,14,14.0,5.75
AUT,1977,16,16.0,7.0
AUT,1978,18,18.0,8.25
AUT,1979,20,20.0,9.5
AUT,1980,24,24.0,11.5
AUT,1981,27,27.0,13.0
AUT,1982,30,30.0,14.5
AUT,1983,33,33.0,16.0
AUT,1984,36,36.0,17.5
AUT,1985,39,39.0,19.0
AUT,1986,42,42.0,20.5
AUT,1987,45,45.0,22.0
AUT,1988,48,48.0,23.5
AUT,1989,51,51.0,25.0
AUT,1990,54,54.0,26.5
AUT,1991,57,57.0,28.0
AUT,1992,65,65.0,31.75
AUT,1993,72,72.0,35.75
AUT,1994,81,81.0,39.75
AUT,1995,93,92.6,45.9
AUT,1996,104,103.2,51.8
AUT,1997,116,114.8,58.95
AUT,1998,129,126.75,66.45
AUT,1999,143,139.7,73.7
AUT,2000,159,154.65,82.45
AUT,2001,178,172.6,93.7
AUT,2002,195,188.54999999999998,103.2
AUT,2003,212,204.5,112.2
AUT,2004,232,223.04999999999998,122.75
AUT,2005,257,245.85,135.1125
AUT,2006,285,270.9,148.225
AUT,2007,319,301.95,163.0875
AUT,2008,354,333.25,179.3875
AUT,2009,391,366.55,195.4375
AUT,2010,432,403.1,212.8
AUT,2011,475,441.65,231.1625
AUT,2012,529,491.2,253.775
AUT,2013,590,547.0,279.2
AUT,2014,651,602.4,304.525
AUT,2015,716,661.8,331.85
AUT,2016,783,723.1999999999999,359.425
AUT,2017,854,788.6,388.5
AUT,2018,931,859.25,420.3875
AUT,2019,1017,938.25,455.1125
AUT,2020,1112,1025.5,494.2125
AUT,2021,1234,1136.75,541.8125
AUT,2022,1363,1255.35,592.5
AUT,2023,1496,1377.95,645.6875
AUT,2024,1634,1504.8,701.25
AUT,2025,1772,1631.65,756.8125
AUT,2026,1910,1758.5,812.375
AUT,2027,2048,1885.35,867.9375
AUT,2028,2186,2012.2,923.5
AUT,2029,2324,2139.05,979.0625
AUT,2030,2462,2265.9,1034.625
AZE,1993,1,0.25,0.25
AZE,1994,2,0.5,0.5
AZE,1995,3,0.75,0.75
AZE,1996,7,2.5,2.1875
AZE,1997,11,4.25,3.625
AZE,1998,17,8.0,6.8125
AZE,1999,24,12.0,10.25
AZE,2000,31,16.0,13.6875
AZE,2001,38,20.0,17.125
AZE,2002,45,24.0,20.5625
AZE,2003,52,28.0,24.0
AZE,2004,60,33.0,27.6875
AZE,2005,67,37.0,31.125
AZE,2006,76,42.25,35.0625
AZE,2007,85,47.5,39.0
AZE,2008,94,52.75,42.9375
AZE,2009,104,59.0,47.125
AZE,2010,114,65.25,51.3125
AZE,2011,126,73.5,56.0
AZE,2012,139,82.75,61.6875
AZE,2013,153,93.0,67.625
AZE,2014,169,105.25,74.8125
AZE,2015,186,117.75,82.25
AZE,2016,205,132.25,90.4375
AZE,2017,224,146.75,98.625
AZE,2018,243,161.25,106.8125
AZE,2019,265,178.75,115.75
AZE,2020,290,199.25,125.4375
AZE,2021,320,224.75,136.375
AZE,2022,350,249.5,147.125
AZE,2023,380,274.25,157.875
AZE,2024,410,299.0,168.625
AZE,2025,440,323.75,179.375
AZE,2026,470,348.5,190.125
AZE,2027,500,373.25,200.875
AZE,2028,530,398.0,211.625
AZE,2029,560,422.75,222.375
AZE,2030,590,447.5,233.125
BDI,1971,1,0.25,0.1875
BDI,1972,2,0.5,0.375
BDI,1973,3,0.75,0.5625
BDI,1974,4,1.0,0.75
BDI,1975,5,1.25,0.9375
BDI,1976,6,1.5,1.125
BDI,1977,7,1.75,1.3125
BDI,1978,8,2.0,1.5
BDI,1979,9,2.25,1.6875
BDI,1980,10,2.5,1.875
BDI,1981,11,2.75,2.0625
BDI,1982,12,3.0,2.25
BDI,1983,13,3.25,2.4375
BDI,1984,14,3.5,2.625
BDI,1985,15,3.75,2.8125
BDI,1986,16,4.0,3.0
BDI,1987,17,4.25,3.1875
BDI,1988,18,4.5,3.375
BDI,1989,19,4.75,3.5625
BDI,1990,20,5.0,3.75
BDI,1991,21,5.25,3.9375
BDI,1992,22,5.5,4.125
BDI,1993,23,5.75,4.3125
BDI,1994,24,6.0,4.5
BDI,1995,25,6.25,4.6875
BDI,1996,26,6.5,4.875
BDI,1997,27,6.75,5.0625
BDI,1998,28,7.0,5.25
BDI,1999,29,7.25,5.4375
BDI,2000,31,8.5,6.375
BDI,2001,33,9.75,7.3125
BDI,2002,35,11.0,8.25
BDI,2003,37,12.25,9.1875
BDI,2004,39,13.5,10.125
BDI,2005,42,15.75,11.3125
BDI,2006,46,19.0,12.75
BDI,2007,49,21.25,13.9375
BDI,2008,52,23.5,15.125
BDI,2009,55,25.75,16.3125
BDI,2010,58,28.0,17.5
BDI,2011,63,32.25,19.1875
BDI,2012,69,37.5,21.125
BDI,2013,74,41.75,22.8125
BDI,2014,79,46.0,24.5
BDI,2015,85,51.25,26.4375
BDI,2016,91,56.5,28.375
BDI,2017,97,61.75,30.3125
BDI,2018,103,67.0,32.25
BDI,2019,110,72.5,34.375
BDI,2020,117,78.0,36.5
BDI,2021,126,85.5,39.125
BDI,2022,134,92.0,41.5
BDI,2023,142,98.5,43.875
BDI,2024,150,105.0,46.25
BDI,2025,158,111.5,48.625
BDI,2026,166,118.0,51.0
BDI,2027,174,124.5,53.375
BDI,2028,182,131.0,55.75
BDI,2029,190,137.5,58.125
BDI,2030,198,144.0,60.5
BEL,1991,1,0.6,0.15
BEL,1992,5,3.4,1.9
BEL,1993,9,6.199999999999999,3.65
BEL,1994,14,10.0,6.4
BEL,1995,21,15.4,9.55
BEL,1996,29,21.8,13.45
BEL,1997,37,27.8,16.75
BEL,1998,46,34.4,20.5
BEL,1999,56,41.6,24.549999999999997
BEL,2000,71,53.0,30.4
BEL,2001,88,66.0,36.199999999999996
BEL,2002,108,81.2,43.25
BEL,2003,128,96.4,50.8
BEL,2004,155,117.0,61.55
BEL,2005,188,141.65,74.3125
BEL,2006,224,168.9,89.07499999999999
BEL,2007,264,198.55,103.7875
BEL,2008,306,230.2,119.94999999999999
BEL,2009,352,265.05,137.2125
BEL,2010,401,301.75,155.8875
BEL,2011,456,343.25,177.4125
BEL,2012,513,386.35,200.23749999999998
BEL,2013,575,433.3,224.92499999999998
BEL,2014,639,481.85,250.7625
BEL,2015,706,532.6,277.3
BEL,2016,776,585.95,304.4875
BEL,2017,851,643.25,333.6625
BEL,2018,927,700.4,362.3
BEL,2019,1003,757.55,390.9375
BEL,2020,1080,814.95,419.7
BEL,2021,1178,889.6,455.0875
BEL,2022,1290,979.75,498.85
BEL,2023,1394,1061.9,538.1125
BEL,2024,1512,1157.3,581.0
BEL,2025,1630,1252.7,623.8875
BEL,2026,1748,1348.1,666.775
BEL,2027,1866,1443.5,709.6625
BEL,2028,1984,1538.9,752.55
BEL,2029,2102,1634.3,795.4375
BEL,2030,2220,1729.7,838.325
BEN,1971,1,0.25,0.1875
BEN,1972,2,0.5,0.375
BEN,1973,3,0.75,0.5625
BEN,1974,4,1.0,0.75
BEN,1975,5,1.25,0.9375
BEN,1976,6,1.5,1.125
BEN,1977,7,1.75,1.3125
BEN,1978,8,2.0,1.5
BEN,1979,9,2.25,1.6875
BEN,1980,10,2.5,1.875
BEN,1981,11,2.75,2.0625
BEN,1982,12,3.0,2.25
BEN,1983,13,3.25,2.4375
BEN,1984,14,3.5,2.625
BEN,1985,15,3.75,2.8125
BEN,1986,16,4.0,3.0
BEN,1987,17,4.25,3.1875
BEN,1988,18,4.5,3.375
BEN,1989,20,5.75,4.3125
BEN,1990,22,7.0,5.25
BEN,1991,24,8.25,6.1875
BEN,1992,26,9.5,7.125
BEN,1993,29,11.75,8.8125
BEN,1994,32,14.0,10.5
BEN,1995,35,16.25,12.1875
BEN,1996,38,18.5,13.875
BEN,1997,41,20.75,15.5625
BEN,1998,44,23.0,17.25
BEN,1999,47,25.25,18.9375
BEN,2000,51,28.5,21.375
BEN,2001,55,31.75,23.8125
BEN,2002,59,35.0,26.25
BEN,2003,63,38.25,28.6875
BEN,2004,67,41.5,31.125
BEN,2005,71,44.75,33.5625
BEN,2006,75,48.0,36.0
BEN,2007,79,51.25,38.4375
BEN,2008,83,54.5,40.875
BEN,2009,87,57.75,43.3125
BEN,2010,91,61.0,45.75
BEN,2011,95,64.25,48.1875
BEN,2012,99,67.5,50.625
BEN,2013,103,70.75,53.0625
BEN,2014,107,74.0,55.5
BEN,2015,111,77.25,57.9375
BEN,2016,115,80.5,60.375
BEN,2017,119,83.75,62.8125
BEN,2018,123,87.0,65.25
BEN,2019,127,90.25,67.6875
BEN,2020,131,93.5,70.125
BEN,2021,137,98.75,73.0625
BEN,2022,142,103.0,75.75
BEN,2023,147,107.25,78.4375
BEN,2024,152,111.5,81.125
BEN,2025,157,115.75,83.8125
BEN,2026,162,120.0,86.5
BEN,2027,167,124.25,89.1875
BEN,2028,172,128.5,91.875
BEN,2029,177,132.75,94.5625
BEN,2030,182,137.0,97.25
BFA,1971,1,0.25,0.1875
BFA,1972,2,0.5,0.375
BFA,1973,3,0.75,0.5625
BFA,1974,4,1.0,0.75
BFA,1975,5,1.25,0.9375
BFA,1976,6,1.5,1.125
BFA,1977,7,1.75,1.3125
BFA,1978,8,2.0,1.5
BFA,1979,9,2.25,1.6875
BFA,1980,10,2.5,1.875
BFA,1981,11,2.75,2.0625
BFA,1982,12,3.0,2.25
BFA,1983,13,3.25,2.4375
BFA,1984,14,3.5,2.625
BFA,1985,15,3.75,2.8125
BFA,1986,16,4.0,3.0
BFA,1987,17,4.25,3.1875
BFA,1988,18,4.5,3.375
BFA,1989,19,4.75,3.5625
BFA,1990,20,5.0,3.75
BFA,1991,21,5.25,3.9375
BFA,1992,22,5.5,4.125
BFA,1993,24,6.75,5.0625
BFA,1994,26,8.0,6.0
BFA,1995,28,9.25,6.9375
BFA,1996,30,10.5,7.875
BFA,1997,32,11.75,8.8125
BFA,1998,34,13.0,9.75
BFA,1999,36,14.25,10.6875
BFA,2000,40,17.5,12.625
BFA,2001,44,20.75,14.5625
BFA,2002,48,24.0,16.5
BFA,2003,52,27.25,18.4375
BFA,2004,56,30.5,20.375
BFA,2005,60,33.75,22.3125
BFA,2006,64,37.0,24.25
BFA,2007,68,40.25,26.1875
BFA,2008,72,43.5,28.125
BFA,2009,77,47.75,31.0625
BFA,2010,82,52.0,34.0
BFA,2011,87,56.25,36.9375
BFA,2012,92,60.5,39.875
BFA,2013,100,67.75,44.0625
BFA,2014,107,74.0,47.5
BFA,2015,114,80.25,50.9375
BFA,2016,122,86.75,54.5625
BFA,2017,130,93.25,58.1875
BFA,2018,138,99.75,61.8125
BFA,2019,148,106.75,65.875
BFA,2020,158,113.75,69.9375
BFA,2021,170,122.75,74.5
BFA,2022,181,130.75,78.8125
BFA,2023,192,138.75,83.125
BFA,2024,203,146.75,87.4375
BFA,2025,214,154.75,91.75
BFA,2026,225,162.75,96.0625
BFA,2027,236,170.75,100.375
BFA,2028,247,178.75,104.6875
BFA,2029,258,186.75,109.0
BFA,2030,269,194.75,113.3125
BGD,1971,1,0.25,0.1875
BGD,1972,2,0.5,0.375
BGD,1973,3,0.75,0.5625
BGD,1974,4,1.0,0.75
BGD,1975,5,1.25,0.9375
BGD,1976,6,1.5,1.125
BGD,1977,7,1.75,1.3125
BGD,1978,8,2.0,1.5
BGD,1979,9,2.25,1.6875
BGD,1980,10,2.5,1.875
BGD,1981,11,2.75,2.0625
BGD,1982,12,3.0,2.25
BGD,1983,13,3.25,2.4375
BGD,1984,14,3.5,2.625
BGD,1985,15,3.75,2.8125
BGD,1986,16,4.0,3.0
BGD,1987,17,4.25,3.1875
BGD,1988,18,4.5,3.375
BGD,1989,20,5.75,4.3125
BGD,1990,22,7.0,5.25
BGD,1991,24,8.25,6.1875
BGD,1992,26,9.5,7.125
BGD,1993,28,10.75,8.0625
BGD,1994,30,12.0,9.0
BGD,1995,32,13.25,9.9375
BGD,1996,36,16.5,12.875
BGD,1997,41,20.75,16.8125
BGD,1998,46,25.0,20.75
BGD,1999,51,29.25,24.6875
BGD,2000,56,33.5,28.625
