iso_alpha_3,income_group,year,total_emissions
DMA,Upper middle income,2011,-1.3128611818094
DMA,Upper middle income,2012,-1.3154920299763901
DMA,Upper middle income,2013,-1.3071457544
DMA,Upper middle income,2014,-1.3018970585
DMA,Upper middle income,2015,-1.2994617489
DMA,Upper middle income,2016,-1.2947164142
DMA,Upper middle income,2017,-2.6214765433
DMA,Upper middle income,2018,-2.6101147582
DMA,Upper middle income,2019,-2.6031815822
DMA,Upper middle income,2020,-2.6153276631
DMA,Upper middle income,2021,-2.6172595193
DMA,Upper middle income,2022,-2.6146234074
DNK,High income,2000,75.44093080422
DNK,High income,2001,76.6156848692
DNK,High income,2002,76.82457831388
DNK,High income,2003,82.08643756086
DNK,High income,2004,75.79135397172
DNK,High income,2005,72.11386455387999
DNK,High income,2006,79.50404414694
DNK,High income,2007,75.1785164073
DNK,High income,2008,70.0887824456
DNK,High income,2009,66.9564761804
DNK,High income,2010,66.3683877612
DNK,High income,2011,60.5058785406
DNK,High income,2012,55.206565786
DNK,High income,2013,57.0252991082
DNK,High income,2014,53.571931935200006
DNK,High income,2015,50.6014485584
DNK,High income,2016,53.64439693192
DNK,High income,2017,51.41625448284
DNK,High income,2018,53.46908224072
DNK,High income,2019,49.26655350216
DNK,High income,2020,46.911412788064
DNK,High income,2021,49.946747287423
DNK,High income,2022,48.652583023830005
DOM,Upper middle income,2000,31.4909196097
DOM,Upper middle income,2001,32.2335187485
DOM,Upper middle income,2002,34.6663636688
DOM,Upper middle income,2003,32.2896518478
DOM,Upper middle income,2004,31.7897629426
DOM,Upper middle income,2005,33.1061042491
DOM,Upper middle income,2006,35.300163047
DOM,Upper middle income,2007,36.4373758328
DOM,Upper middle income,2008,36.7664798194
DOM,Upper middle income,2009,36.4522690448
DOM,Upper middle income,2010,37.800716344
DOM,Upper middle income,2011,38.2131991548
DOM,Upper middle income,2012,39.098484330299996
DOM,Upper middle income,2013,38.8164935821
DOM,Upper middle income,2014,39.3628955568
DOM,Upper middle income,2015,41.728305453299996
DOM,Upper middle income,2016,43.1544821288
DOM,Upper middle income,2017,42.479742549899996
DOM,Upper middle income,2018,44.891311832
DOM,Upper middle income,2019,45.4642560394
DOM,Upper middle income,2020,42.945782383899996
DOM,Upper middle income,2021,43.4285056814
DOM,Upper middle income,2022,44.058961710000005
DZA,Lower middle income,2000,171.597093757
DZA,Lower middle income,2001,160.180896079
DZA,Lower middle income,2002,160.856931839
DZA,Lower middle income,2003,175.22518355
DZA,Lower middle income,2004,172.33713200600002
DZA,Lower middle income,2005,180.189633034
DZA,Lower middle income,2006,189.074392133
DZA,Lower middle income,2007,187.866891723
DZA,Lower middle income,2008,196.323067339
DZA,Lower middle income,2009,192.840281059
DZA,Lower middle income,2010,200.984270875
DZA,Lower middle income,2011,207.224078032
DZA,Lower middle income,2012,223.941108794
DZA,Lower middle income,2013,226.710096626
DZA,Lower middle income,2014,241.286225872
DZA,Lower middle income,2015,251.704051868
DZA,Lower middle income,2016,253.438946637
DZA,Lower middle income,2017,256.75756114899997
DZA,Lower middle income,2018,266.602642601
DZA,Lower middle income,2019,270.26252661899997
DZA,Lower middle income,2020,257.063726154
DZA,Lower middle income,2021,276.025842179
DZA,Lower middle income,2022,276.29707004
ECU,Upper middle income,2000,87.363285032
ECU,Upper middle income,2001,89.97160144099999
ECU,Upper middle income,2002,88.91310279199999
ECU,Upper middle income,2003,89.407880182
ECU,Upper middle income,2004,91.29494758300001
ECU,Upper middle income,2005,90.582220748
ECU,Upper middle income,2006,92.96502233799998
ECU,Upper middle income,2007,90.99170341000001
ECU,Upper middle income,2008,89.690646755
ECU,Upper middle income,2009,91.74412577999999
ECU,Upper middle income,2010,92.11128490300001
ECU,Upper middle income,2011,88.951757524
ECU,Upper middle income,2012,89.25774463
ECU,Upper middle income,2013,92.452059776
ECU,Upper middle income,2014,93.97662527600001
ECU,Upper middle income,2015,92.58161446300001
ECU,Upper middle income,2016,91.668563983
ECU,Upper middle income,2017,90.045586157
ECU,Upper middle income,2018,91.11939780700001
ECU,Upper middle income,2019,91.021871766
ECU,Upper middle income,2020,85.61021123
ECU,Upper middle income,2021,93.07172862600001
ECU,Upper middle income,2022,96.755008986
EGY,Lower middle income,2000,206.808909317
EGY,Lower middle income,2001,222.828604568
EGY,Lower middle income,2002,230.37804715800002
EGY,Lower middle income,2003,236.8007371
EGY,Lower middle income,2004,253.100891918
EGY,Lower middle income,2005,278.829538722
EGY,Lower middle income,2006,292.398669316
EGY,Lower middle income,2007,307.242174225
EGY,Lower middle income,2008,311.066286498
EGY,Lower middle income,2009,318.570634505
EGY,Lower middle income,2010,317.007978101
EGY,Lower middle income,2011,327.033053246
EGY,Lower middle income,2012,341.378100972
EGY,Lower middle income,2013,333.666388496
EGY,Lower middle income,2014,337.388935745
EGY,Lower middle income,2015,342.398216455
EGY,Lower middle income,2016,356.071867882
EGY,Lower middle income,2017,378.61485128099997
EGY,Lower middle income,2018,382.412217198
EGY,Lower middle income,2019,343.72829519699997
EGY,Lower middle income,2020,335.978795072
EGY,Lower middle income,2021,360.364946415
EGY,Lower middle income,2022,377.749560421
ERI,Low income,2000,5.4480759188
ERI,Low income,2001,5.3741006597
ERI,Low income,2002,5.3403052787
ERI,Low income,2003,5.4700365557
ERI,Low income,2004,5.5536255978
ERI,Low income,2005,5.5363366378
ERI,Low income,2006,5.3988045798
ERI,Low income,2007,5.6251014688000005
ERI,Low income,2008,5.5801416289
ERI,Low income,2009,5.6514240958
ERI,Low income,2010,5.6592206779000005
ERI,Low income,2011,5.9508614834
ERI,Low income,2012,6.0317094254
ERI,Low income,2013,6.0701386243
ERI,Low income,2014,6.1340015283
ERI,Low income,2015,6.1865345603
ERI,Low income,2016,6.285053201299999
ERI,Low income,2017,6.316043358
ERI,Low income,2018,6.4495979554
ERI,Low income,2019,6.5052294804
ERI,Low income,2020,6.5708156602
ERI,Low income,2021,6.681065295
ERI,Low income,2022,6.7398999579
ESP,High income,2000,358.04593030300003
ESP,High income,2001,355.629632543
ESP,High income,2002,374.927489741
ESP,High income,2003,385.781959405
ESP,High income,2004,402.211335793
ESP,High income,2005,417.096037877
ESP,High income,2006,407.559271759
ESP,High income,2007,427.269756912
ESP,High income,2008,392.514231585
ESP,High income,2009,356.222183594
ESP,High income,2010,340.8295334
ESP,High income,2011,340.484043664
ESP,High income,2012,334.782739487
ESP,High income,2013,308.014143173
ESP,High income,2014,303.986444712
ESP,High income,2015,312.857348058
ESP,High income,2016,304.32998773900005
ESP,High income,2017,318.757260192
ESP,High income,2018,311.822563411
ESP,High income,2019,294.43087880400003
ESP,High income,2020,255.9530601
ESP,High income,2021,270.016223421
ESP,High income,2022,292.713316936
EST,High income,2000,16.179351607
EST,High income,2001,16.3804486353
EST,High income,2002,15.764447909000001
EST,High income,2003,15.9272827035
EST,High income,2004,18.074461926
EST,High income,2005,21.120666242
EST,High income,2006,18.6709093845
EST,High income,2007,22.26937158775
EST,High income,2008,20.63650110163
EST,High income,2009,16.1171843167
EST,High income,2010,20.153979290899997
EST,High income,2011,20.3505352222
EST,High income,2012,20.5858977914
EST,High income,2013,24.2674284496
EST,High income,2014,23.9764101839
EST,High income,2015,21.563936978599997
EST,High income,2016,21.4771815278
EST,High income,2017,23.690496820599996
EST,High income,2018,24.81746016
EST,High income,2019,18.1843534443
EST,High income,2020,15.5647871873
EST,High income,2021,15.6623984558
EST,High income,2022,14.741531011
ETH,Low income,2000,179.3004269672
ETH,Low income,2001,200.6119779532
ETH,Low income,2002,198.72916677240002
ETH,Low income,2003,200.9854189315
ETH,Low income,2004,153.2830810504
ETH,Low income,2005,156.6065531757
ETH,Low income,2006,163.26349161870002
ETH,Low income,2007,172.840909274
ETH,Low income,2008,192.59508196200002
ETH,Low income,2009,191.770964323
ETH,Low income,2010,202.34638389300002
ETH,Low income,2011,227.3778836704
ETH,Low income,2012,160.8926225283
ETH,Low income,2013,168.19068623769996
ETH,Low income,2014,174.56793507576998
ETH,Low income,2015,178.22060327086996
ETH,Low income,2016,184.54954800566998
ETH,Low income,2017,188.72758032423
ETH,Low income,2018,192.98524108451997
ETH,Low income,2019,203.48763292754998
ETH,Low income,2020,211.76863059687997
ETH,Low income,2021,218.85079129291998
ETH,Low income,2022,225.03993228842998
FIN,High income,2000,67.59367549299999
FIN,High income,2001,72.798675164
FIN,High income,2002,73.128276605
FIN,High income,2003,81.735256893
FIN,High income,2004,79.229585058
FIN,High income,2005,63.624892599
FIN,High income,2006,72.49564553
FIN,High income,2007,74.896161201
FIN,High income,2008,63.065462901
FIN,High income,2009,46.456011245
FIN,High income,2010,68.18235778
FIN,High income,2011,59.667757638000005
FIN,High income,2012,53.050635463
FIN,High income,2013,59.442912157
FIN,High income,2014,52.084900874
FIN,High income,2015,49.527934
FIN,High income,2016,50.545146378
FIN,High income,2017,47.849154217000006
FIN,High income,2018,57.829986567
FIN,High income,2019,47.572778755
FIN,High income,2020,38.05084179799999
FIN,High income,2021,37.304115755
FIN,High income,2022,34.713965032
FJI,Upper middle income,2000,3.3378977296
FJI,Upper middle income,2001,3.4545856412
FJI,Upper middle income,2002,3.1079712821000003
FJI,Upper middle income,2003,3.3488351508000003
FJI,Upper middle income,2004,3.87056025444729
FJI,Upper middle income,2005,3.606900680317
FJI,Upper middle income,2006,3.751182056952
FJI,Upper middle income,2007,3.5296719885634
FJI,Upper middle income,2008,3.3413151531535
FJI,Upper middle income,2009,2.3109193967320003
FJI,Upper middle income,2010,3.9504658065149
FJI,Upper middle income,2011,3.290983807496
FJI,Upper middle income,2012,3.2530718390766
FJI,Upper middle income,2013,3.4412339115995003
FJI,Upper middle income,2014,3.1008879422001003
FJI,Upper middle income,2015,3.2067286116527
FJI,Upper middle income,2016,3.1970195779281
FJI,Upper middle income,2017,3.4290062557542003
FJI,Upper middle income,2018,3.5595042512533
FJI,Upper middle income,2019,3.7848256523901003
FJI,Upper middle income,2020,3.3447239249315
FJI,Upper middle income,2021,3.4565025317273
FJI,Upper middle income,2022,3.5423389580054003
FRA,High income,2000,518.130388393
FRA,High income,2001,511.15376805700004
FRA,High income,2002,498.47005011100003
FRA,High income,2003,497.176756829
FRA,High income,2004,496.191736437
FRA,High income,2005,494.54801016
FRA,High income,2006,479.081034855
FRA,High income,2007,473.27794185700003
FRA,High income,2008,466.135835642
FRA,High income,2009,462.342362967
FRA,High income,2010,471.255390714
FRA,High income,2011,454.27046283199996
FRA,High income,2012,453.31399208299996
FRA,High income,2013,444.880392956
FRA,High income,2014,417.57930921
FRA,High income,2015,425.744145063
FRA,High income,2016,436.920479281
FRA,High income,2017,450.32119439800005
FRA,High income,2018,437.382064298
FRA,High income,2019,431.49287616
FRA,High income,2020,386.732953039
FRA,High income,2021,423.603617757
FRA,High income,2022,411.378440915
FRO,High income,2000,0.049103269035
FRO,High income,2001,0.049817162714
FRO,High income,2002,0.049998140073000005
FRO,High income,2003,0.050065537044
FRO,High income,2004,0.050070340861
FRO,High income,2005,0.049741420718
FRO,High income,2006,0.049615031556
FRO,High income,2007,0.049679187585
FRO,High income,2008,0.049415474163999995
FRO,High income,2009,0.049630297607
FRO,High income,2010,0.049575601966
FRO,High income,2011,0.049864420417
FRO,High income,2012,0.050106732993
FRO,High income,2013,0.050223181601
FRO,High income,2014,0.050807454865000004
FRO,High income,2015,0.050984038274
FRO,High income,2016,0.051240769605
FRO,High income,2017,0.050660243032
FRO,High income,2018,0.050811719235000004
FRO,High income,2019,0.050898441568999996
FRO,High income,2020,0.050995666785
FRO,High income,2021,0.051003691323000006
FRO,High income,2022,0.051028454908
GAB,Upper middle income,2000,-69.5838916637
GAB,Upper middle income,2001,-71.0297722899
GAB,Upper middle income,2002,-73.4788997382
GAB,Upper middle income,2003,-71.92278011850001
GAB,Upper middle income,2004,-75.7166230072
GAB,Upper middle income,2005,-78.8967057963
GAB,Upper middle income,2006,-85.74854654460002
GAB,Upper middle income,2007,-92.04329716490001
GAB,Upper middle income,2008,-93.7635342197
GAB,Upper middle income,2009,-97.5628532773
GAB,Upper middle income,2010,-100.22230691290001
GAB,Upper middle income,2011,-96.0899083127
GAB,Upper middle income,2012,-96.8782580955
GAB,Upper middle income,2013,-94.142867299
GAB,Upper middle income,2014,-92.97496865800001
GAB,Upper middle income,2015,-92.957090348
GAB,Upper middle income,2016,-91.04334261300001
GAB,Upper middle income,2017,-88.908764922
GAB,Upper middle income,2018,-90.280016751
GAB,Upper middle income,2019,-88.399483428
GAB,Upper middle income,2020,-88.787547125
GAB,Upper middle income,2021,-89.77429671200001
GAB,Upper middle income,2022,-90.17432832300001
GBR,High income,2000,701.470937967
GBR,High income,2001,710.4564400080001
GBR,High income,2002,688.9719955
GBR,High income,2003,697.993646698
GBR,High income,2004,690.916259008
GBR,High income,2005,679.857126496
GBR,High income,2006,672.255531725
GBR,High income,2007,656.8005261220001
GBR,High income,2008,633.726927094
GBR,High income,2009,579.643605454
GBR,High income,2010,591.296573645
GBR,High income,2011,548.008593899
GBR,High income,2012,569.909446308
GBR,High income,2013,554.79691555
GBR,High income,2014,515.528683347
GBR,High income,2015,501.00672081700003
GBR,High income,2016,480.869819986
GBR,High income,2017,466.624556287
GBR,High income,2018,460.472042427
GBR,High income,2019,443.692243374
GBR,High income,2020,404.440778004
GBR,High income,2021,422.210718597
GBR,High income,2022,423.057725252
GEO,Upper middle income,2000,6.4769630203
GEO,Upper middle income,2001,4.8553482290000005
GEO,Upper middle income,2002,4.819929564999999
GEO,Upper middle income,2003,5.694031316
GEO,Upper middle income,2004,6.225483886
GEO,Upper middle income,2005,7.067491498
GEO,Upper middle income,2006,7.403517793999999
GEO,Upper middle income,2007,8.328181650000001
GEO,Upper middle income,2008,7.209401744999999
GEO,Upper middle income,2009,8.008854962000001
GEO,Upper middle income,2010,7.4588694165
GEO,Upper middle income,2011,8.5729884354
GEO,Upper middle income,2012,9.8475744184
GEO,Upper middle income,2013,10.6216655862
GEO,Upper middle income,2014,11.654994177899999
GEO,Upper middle income,2015,11.8248978147
GEO,Upper middle income,2016,12.0499606867
GEO,Upper middle income,2017,12.093889682219999
GEO,Upper middle income,2018,11.943364556699999
GEO,Upper middle income,2019,12.70511079992
GEO,Upper middle income,2020,12.355189169199999
GEO,Upper middle income,2021,12.9902412912
GEO,Upper middle income,2022,13.0914581826
GHA,Lower middle income,2000,29.580603906
GHA,Lower middle income,2001,30.823960699
GHA,Lower middle income,2002,32.450435938
GHA,Lower middle income,2003,31.82237024
GHA,Lower middle income,2004,31.177803532000002
GHA,Lower middle income,2005,32.020670491000004
GHA,Lower middle income,2006,34.191975278
GHA,Lower middle income,2007,34.829799741
GHA,Lower middle income,2008,36.541808867
GHA,Lower middle income,2009,37.470997491999995
GHA,Lower middle income,2010,39.109131552
GHA,Lower middle income,2011,42.382694742
GHA,Lower middle income,2012,45.47044774
GHA,Lower middle income,2013,48.044789817
GHA,Lower middle income,2014,48.163541968000004
GHA,Lower middle income,2015,49.35167437
GHA,Lower middle income,2016,49.933147273
GHA,Lower middle income,2017,53.426745873
GHA,Lower middle income,2018,56.35908139
GHA,Lower middle income,2019,59.730820318
GHA,Lower middle income,2020,62.379238568
GHA,Lower middle income,2021,64.53028171300001
GHA,Lower middle income,2022,65.917332736
GIB,High income,2000,0.361598124435
GIB,High income,2001,0.37099313743499995
GIB,High income,2002,0.377407848535
GIB,High income,2003,0.383838082535
GIB,High income,2004,0.415636194435
GIB,High income,2005,0.428403452735
GIB,High income,2006,0.44759647073500003
GIB,High income,2007,0.444787387535
GIB,High income,2008,0.454132251935
GIB,High income,2009,0.495377219935
GIB,High income,2010,0.498637144035
GIB,High income,2011,0.48283943013499997
GIB,High income,2012,0.49274329093499997
GIB,High income,2013,0.524482052735
GIB,High income,2014,0.562788511935
GIB,High income,2015,0.613797859835
GIB,High income,2016,0.639376651635
GIB,High income,2017,0.677713300735
GIB,High income,2018,0.7184261689349999
GIB,High income,2019,0.74550516506
GIB,High income,2020,0.6698759399599999
GIB,High income,2021,0.66542352236
GIB,High income,2022,0.68896401516
GIN,Lower middle income,2000,45.104359605427874
GIN,Lower middle income,2001,45.36298792509892
GIN,Lower middle income,2002,45.81235468241338
GIN,Lower middle income,2003,46.35299765052089
GIN,Lower middle income,2004,46.86983908658518
GIN,Lower middle income,2005,47.38119351881168
GIN,Lower middle income,2006,47.97254961546341
GIN,Lower middle income,2007,48.516237414
GIN,Lower middle income,2008,49.213947047
GIN,Lower middle income,2009,49.824157439000004
GIN,Lower middle income,2010,52.580106782
GIN,Lower middle income,2011,53.54085646
GIN,Lower middle income,2012,54.215765241
GIN,Lower middle income,2013,54.678591748
GIN,Lower middle income,2014,55.540963421
GIN,Lower middle income,2015,56.796675844
GIN,Lower middle income,2016,57.816691162
GIN,Lower middle income,2017,58.808130712
GIN,Lower middle income,2018,59.718359416
GIN,Lower middle income,2019,60.359216964
GIN,Lower middle income,2020,60.840035587
GIN,Lower middle income,2021,61.888834996
GIN,Lower middle income,2022,62.880412097
GMB,Low income,2000,2.463684672185927
GMB,Low income,2001,2.469034997835406
GMB,Low income,2002,2.4903745707888305
GMB,Low income,2003,2.6186270666438505
GMB,Low income,2004,2.68693446547828
GMB,Low income,2005,2.72196520348062
GMB,Low income,2006,2.78921173487746
GMB,Low income,2007,2.829125942
GMB,Low income,2008,2.928241357
GMB,Low income,2009,3.145006702
GMB,Low income,2010,3.2190257430000004
GMB,Low income,2011,3.0242152090000003
GMB,Low income,2012,3.0535587050000004
GMB,Low income,2013,3.1379221090000002
GMB,Low income,2014,3.259788089
GMB,Low income,2015,3.3871103280000003
GMB,Low income,2016,3.2738586400000003
GMB,Low income,2017,3.31245108
GMB,Low income,2018,3.2928471870000005
GMB,Low income,2019,3.4006473340000003
GMB,Low income,2020,3.433579169
GMB,Low income,2021,3.493078498
GMB,Low income,2022,3.535455406
GNB,Low income,2000,1.442728539215171
GNB,Low income,2001,1.44378479230744
GNB,Low income,2002,1.47612845006919
GNB,Low income,2003,1.53759310320822
GNB,Low income,2004,1.5684776222189711
GNB,Low income,2005,1.612253806228619
GNB,Low income,2006,1.7036008284746913
GNB,Low income,2007,1.8039001100000007
GNB,Low income,2008,1.8913310979999984
GNB,Low income,2009,1.9904402959999992
GNB,Low income,2010,2.1169404259999993
GNB,Low income,2011,2.1426171819999986
GNB,Low income,2012,2.2757919619999996
GNB,Low income,2013,2.383334379000001
GNB,Low income,2014,2.2582172850000006
GNB,Low income,2015,2.407997437999999
GNB,Low income,2016,2.4652124089999994
GNB,Low income,2017,2.363528550999998
GNB,Low income,2018,2.43895002
GNB,Low income,2019,2.514361931
GNB,Low income,2020,2.5676121199999997
GNB,Low income,2021,2.6219861669999993
GNB,Low income,2022,2.6733356880000017
GNQ,Upper middle income,2000,20.970579826799998
GNQ,Upper middle income,2001,22.6938519292
GNQ,Upper middle income,2002,20.0648087452
GNQ,Upper middle income,2003,21.3028375016
GNQ,Upper middle income,2004,26.0502563602
GNQ,Upper middle income,2005,25.625672427999998
GNQ,Upper middle income,2006,27.0809208842
GNQ,Upper middle income,2007,28.8216440121
GNQ,Upper middle income,2008,28.6449913622
GNQ,Upper middle income,2009,27.3347655986
GNQ,Upper middle income,2010,27.7333277975
GNQ,Upper middle income,2011,28.048021969
GNQ,Upper middle income,2012,28.154332909
GNQ,Upper middle income,2013,27.517997375
GNQ,Upper middle income,2014,27.504042669
GNQ,Upper middle income,2015,27.221034733
GNQ,Upper middle income,2016,26.480216915
GNQ,Upper middle income,2017,25.129399675
GNQ,Upper middle income,2018,22.949263192
GNQ,Upper middle income,2019,21.69777829
GNQ,Upper middle income,2020,21.267457783
GNQ,Upper middle income,2021,21.411886613
GNQ,Upper middle income,2022,20.104804882
GRC,High income,2000,119.49024355099999
GRC,High income,2001,119.80928449999999
GRC,High income,2002,120.2009986784
GRC,High income,2003,123.9517426534
GRC,High income,2004,124.14251773
GRC,High income,2005,125.636890008
GRC,High income,2006,122.300813683
GRC,High income,2007,128.11941873
GRC,High income,2008,122.454975853
GRC,High income,2009,116.330198202
GRC,High income,2010,109.14418234
GRC,High income,2011,105.997658534
GRC,High income,2012,101.26573987399999
GRC,High income,2013,94.824861505
GRC,High income,2014,93.18626074100001
GRC,High income,2015,87.597751297
GRC,High income,2016,86.175301458
GRC,High income,2017,86.507217769
GRC,High income,2018,83.102618723
GRC,High income,2019,78.606460183
GRC,High income,2020,67.915636522
GRC,High income,2021,69.528431682
GRC,High income,2022,72.013186657
GRD,Upper middle income,2000,0.1118906903478
GRD,Upper middle income,2001,0.1141256212113
GRD,Upper middle income,2002,0.1182357648912
GRD,Upper middle income,2003,0.1255516637405
GRD,Upper middle income,2004,1.0100617486331
GRD,Upper middle income,2005,1.0152219842266001
GRD,Upper middle income,2006,-0.04066496687479998
GRD,Upper middle income,2007,-0.029713867333599986
GRD,Upper middle income,2008,-0.02125645439320001
GRD,Upper middle income,2009,-0.014007430973299984
GRD,Upper middle income,2010,-0.0015715593198999955
GRD,Upper middle income,2011,-0.0260617157345
GRD,Upper middle income,2012,-0.019516307484789996
GRD,Upper middle income,2013,0.0145033262
GRD,Upper middle income,2014,-0.0026436336100000013
GRD,Upper middle income,2015,2.5117380000022616e-05
GRD,Upper middle income,2016,0.009464305990000005
GRD,Upper middle income,2017,0.007784264150000025
GRD,Upper middle income,2018,0.021419479600000013
GRD,Upper middle income,2019,0.03679219419999999
GRD,Upper middle income,2020,0.01516588235000002
GRD,Upper middle income,2021,0.01142213211000001
GRD,Upper middle income,2022,0.017074376630000027
GRL,High income,2000,0.06649377000000001
GRL,High income,2001,0.0667515241
GRL,High income,2002,0.06701471910000001
GRL,High income,2003,0.0672874892
GRL,High income,2004,0.6875007825999999
GRL,High income,2005,0.6940100173
GRL,High income,2006,0.7099430736
GRL,High income,2007,0.7000529166
GRL,High income,2008,0.7193918553
GRL,High income,2009,0.6327516739
GRL,High income,2010,0.725165781
GRL,High income,2011,0.7666854164
GRL,High income,2012,0.6198870103
GRL,High income,2013,0.611606643
GRL,High income,2014,0.5596421759
GRL,High income,2015,0.5985381179
GRL,High income,2016,0.5939601629
GRL,High income,2017,0.5828453814
GRL,High income,2018,0.5844986979
GRL,High income,2019,0.5845173202
GRL,High income,2020,0.5258816127
GRL,High income,2021,0.5125544674
GRL,High income,2022,0.5395069772
GTM,Upper middle income,2000,-1.5301470570000042
GTM,Upper middle income,2001,1.1363219729999958
GTM,Upper middle income,2002,4.101350873999998
GTM,Upper middle income,2003,5.7276753509999985
GTM,Upper middle income,2004,8.330345185999997
GTM,Upper middle income,2005,11.408501228999999
GTM,Upper middle income,2006,15.606892372999996
GTM,Upper middle income,2007,20.377492287
GTM,Upper middle income,2008,23.420800548000003
GTM,Upper middle income,2009,28.349525272999998
GTM,Upper middle income,2010,31.990678093
GTM,Upper middle income,2011,32.653428346
GTM,Upper middle income,2012,33.666073304
GTM,Upper middle income,2013,35.296826853
GTM,Upper middle income,2014,37.045285043999996
GTM,Upper middle income,2015,40.158304939
GTM,Upper middle income,2016,41.980098068000004
GTM,Upper middle income,2017,41.681591577999995
GTM,Upper middle income,2018,43.875103042999996
GTM,Upper middle income,2019,45.331403671
GTM,Upper middle income,2020,43.968485023999996
GTM,Upper middle income,2021,46.878112099
GTM,Upper middle income,2022,47.372330561
GUY,High income,2000,51.0976294806
GUY,High income,2001,51.059549177
GUY,High income,2002,50.8883303163
GUY,High income,2003,51.1142081252
GUY,High income,2004,51.023232376900005
GUY,High income,2005,50.7483188123
GUY,High income,2006,50.5358133164
GUY,High income,2007,50.8641756229
GUY,High income,2008,50.9562066234
GUY,High income,2009,51.0391521161
GUY,High income,2010,51.265018151
GUY,High income,2011,51.3885038359
GUY,High income,2012,51.6050362107
GUY,High income,2013,51.7382418047
GUY,High income,2014,51.9955651967
GUY,High income,2015,52.0789163227
GUY,High income,2016,52.1405663458
GUY,High income,2017,52.2927736446
GUY,High income,2018,52.3620780608
GUY,High income,2019,52.6836606324
GUY,High income,2020,53.5750352655
GUY,High income,2021,53.9721587119
GUY,High income,2022,54.0922100912
HKG,High income,2000,47.3219020824963
HKG,High income,2001,47.1948506181988
HKG,High income,2002,46.2219808040804
HKG,High income,2003,49.8417936725572
HKG,High income,2004,46.0173684478925
HKG,High income,2005,48.3635262873454
HKG,High income,2006,47.9570936925968
HKG,High income,2007,50.1610435508554
HKG,High income,2008,48.9089708371139
HKG,High income,2009,51.0784159213725
HKG,High income,2010,48.1681793788235
HKG,High income,2011,51.2076151910165
HKG,High income,2012,50.701468264702996
HKG,High income,2013,52.280483343102205
HKG,High income,2014,53.721895126166096
HKG,High income,2015,50.4438846634579
HKG,High income,2016,51.3563734017124
HKG,High income,2017,50.499721639342496
HKG,High income,2018,50.4901556423079
HKG,High income,2019,50.009808351754195
HKG,High income,2020,41.6710399308677
HKG,High income,2021,41.0830151499497
HKG,High income,2022,39.140074086079
HND,Lower middle income,2000,4.7449185410000005
HND,Lower middle income,2001,5.873138701
HND,Lower middle income,2002,7.128534075799999
HND,Lower middle income,2003,8.7101150099
HND,Lower middle income,2004,9.849798808400001
HND,Lower middle income,2005,9.0137340289
HND,Lower middle income,2006,10.159846358
HND,Lower middle income,2007,14.124120122
HND,Lower middle income,2008,14.314167137000002
HND,Lower middle income,2009,14.194561241999999
HND,Lower middle income,2010,14.2406877681
HND,Lower middle income,2011,15.6087032411
HND,Lower middle income,2012,16.3170117973
HND,Lower middle income,2013,15.9234532809
HND,Lower middle income,2014,16.43682426
HND,Lower middle income,2015,17.2831477099
HND,Lower middle income,2016,17.3081338903
HND,Lower middle income,2017,16.13558476983
HND,Lower middle income,2018,16.02324248964
HND,Lower middle income,2019,17.4100282556
HND,Lower middle income,2020,16.27922783629
HND,Lower middle income,2021,17.64356389929
HND,Lower middle income,2022,18.41900594129
HRV,High income,2000,19.214903101999997
HRV,High income,2001,19.222030304999997
HRV,High income,2002,19.726861362
HRV,High income,2003,22.067929518
HRV,High income,2004,22.419156973
HRV,High income,2005,22.173952352
HRV,High income,2006,22.972035081
HRV,High income,2007,25.660946581
HRV,High income,2008,24.127084658
HRV,High income,2009,22.152526364
HRV,High income,2010,21.5455172333
HRV,High income,2011,22.3829202076
HRV,High income,2012,20.7800877181
HRV,High income,2013,19.799213082
HRV,High income,2014,19.1369383892
HRV,High income,2015,20.1207930386
HRV,High income,2016,20.5119259924
HRV,High income,2017,21.361155926000002
HRV,High income,2018,19.832320833
HRV,High income,2019,19.769551044
HRV,High income,2020,18.786423777
HRV,High income,2021,18.619808763
HRV,High income,2022,18.634505685
HTI,Lower middle income,2000,11.628456236
HTI,Lower middle income,2001,11.769477891
HTI,Lower middle income,2002,12.113206943
HTI,Lower middle income,2003,12.215861341
HTI,Lower middle income,2004,12.180471783
HTI,Lower middle income,2005,12.399842977
HTI,Lower middle income,2006,12.576201694
HTI,Lower middle income,2007,13.126352945
HTI,Lower middle income,2008,13.265096156
HTI,Lower middle income,2009,13.443375959
HTI,Lower middle income,2010,14.127675709
HTI,Lower middle income,2011,14.704140369000001
HTI,Lower middle income,2012,14.573400194
HTI,Lower middle income,2013,14.853087894
HTI,Lower middle income,2014,15.31281775
HTI,Lower middle income,2015,15.66520459
HTI,Lower middle income,2016,15.986727779
HTI,Lower middle income,2017,15.99942231
HTI,Lower middle income,2018,15.922404469
HTI,Lower middle income,2019,16.126488509
HTI,Lower middle income,2020,15.923569044999999
HTI,Lower middle income,2021,15.858115176
HTI,Lower middle income,2022,16.023259574
HUN,High income,2000,76.26888782
HUN,High income,2001,76.208091921
HUN,High income,2002,79.230047187
HUN,High income,2003,78.013656055
HUN,High income,2004,77.80274
HUN,High income,2005,74.282049115
HUN,High income,2006,75.544452889
HUN,High income,2007,73.562388009
HUN,High income,2008,69.60506742
HUN,High income,2009,64.083499278
