iso_alpha_3,income_group,year,total_emissions
KNA,High income,2009,0.0028344375882999873
KNA,High income,2010,0.011407878316999992
KNA,High income,2011,-0.00776518333670001
KNA,High income,2012,-0.010348065096179998
KNA,High income,2013,0.005278015730000002
KNA,High income,2014,0.006912588339999998
KNA,High income,2015,0.00823516958999998
KNA,High income,2016,0.016477761729999985
KNA,High income,2017,0.0073066836099999755
KNA,High income,2018,0.02072053386
KNA,High income,2019,0.03356660955999999
KNA,High income,2020,0.015245060449999986
KNA,High income,2021,0.012040801709999993
KNA,High income,2022,0.01629657644999999
KOR,High income,2000,485.472522547
KOR,High income,2001,491.447283145
KOR,High income,2002,500.98485002
KOR,High income,2003,503.56466815600004
KOR,High income,2004,524.722245153
KOR,High income,2005,527.2464054769999
KOR,High income,2006,533.570546068
KOR,High income,2007,547.064751883
KOR,High income,2008,554.333612942
KOR,High income,2009,563.92033578
KOR,High income,2010,618.461696853
KOR,High income,2011,647.755388725
KOR,High income,2012,658.02682255
KOR,High income,2013,660.073404483
KOR,High income,2014,658.1287327160001
KOR,High income,2015,676.0542679719999
KOR,High income,2016,690.5732299900001
KOR,High income,2017,700.637368177
KOR,High income,2018,705.349928226
KOR,High income,2019,686.4243477140001
KOR,High income,2020,654.742385388
KOR,High income,2021,685.934118579
KOR,High income,2022,680.8329579059999
KWT,High income,2000,86.3161031528
KWT,High income,2001,88.2688779357
KWT,High income,2002,91.7704779212
KWT,High income,2003,101.5522321146
KWT,High income,2004,106.1990812636
KWT,High income,2005,117.6072620762
KWT,High income,2006,120.8964930791
KWT,High income,2007,116.8839737925
KWT,High income,2008,121.6998513151
KWT,High income,2009,121.041108102
KWT,High income,2010,124.2570580054
KWT,High income,2011,131.0488901065
KWT,High income,2012,134.9061214077
KWT,High income,2013,137.7951987475
KWT,High income,2014,136.014297939
KWT,High income,2015,141.109516307
KWT,High income,2016,145.9075544881
KWT,High income,2017,144.2462576
KWT,High income,2018,147.9959949
KWT,High income,2019,149.818229402
KWT,High income,2020,149.028515593
KWT,High income,2021,156.189000738
KWT,High income,2022,167.995876894
LAO,Lower middle income,2000,54.924588202
LAO,Lower middle income,2001,53.119087932
LAO,Lower middle income,2002,51.192769545000004
LAO,Lower middle income,2003,49.315613436
LAO,Lower middle income,2004,47.602454343
LAO,Lower middle income,2005,45.215916426
LAO,Lower middle income,2006,45.816183882
LAO,Lower middle income,2007,46.345160059
LAO,Lower middle income,2008,47.04982057
LAO,Lower middle income,2009,48.062102118
LAO,Lower middle income,2010,48.963834956999996
LAO,Lower middle income,2011,48.994736519
LAO,Lower middle income,2012,50.114615916
LAO,Lower middle income,2013,50.729368481399995
LAO,Lower middle income,2014,51.6738876204
LAO,Lower middle income,2015,56.68975794599999
LAO,Lower middle income,2016,64.329855874
LAO,Lower middle income,2017,67.66590881299999
LAO,Lower middle income,2018,68.323942751
LAO,Lower middle income,2019,68.182496897
LAO,Lower middle income,2020,68.972664842
LAO,Lower middle income,2021,70.099823023
LAO,Lower middle income,2022,70.34154366199999
LBN,Lower middle income,2000,16.328596054
LBN,Lower middle income,2001,17.538700958
LBN,Lower middle income,2002,17.677413441000002
LBN,Lower middle income,2003,18.054876322000002
LBN,Lower middle income,2004,18.446302135
LBN,Lower middle income,2005,18.602232122
LBN,Lower middle income,2006,18.333283716
LBN,Lower middle income,2007,17.052342231999997
LBN,Lower middle income,2008,20.580101814
LBN,Lower middle income,2009,24.128253118
LBN,Lower middle income,2010,23.298941685
LBN,Lower middle income,2011,23.97240434
LBN,Lower middle income,2012,26.910250547
LBN,Lower middle income,2013,26.52636117634
LBN,Lower middle income,2014,28.59440295127
LBN,Lower middle income,2015,30.88878217332
LBN,Lower middle income,2016,32.10470554984
LBN,Lower middle income,2017,33.78883205524
LBN,Lower middle income,2018,32.15818328171
LBN,Lower middle income,2019,31.94357338878
LBN,Lower middle income,2020,26.64305956363
LBN,Lower middle income,2021,28.09529323649
LBN,Lower middle income,2022,29.39635518965
LBR,Low income,2000,-18.365494531580918
LBR,Low income,2001,-18.275310964370625
LBR,Low income,2002,-18.22660105788407
LBR,Low income,2003,-18.14847830575142
LBR,Low income,2004,-18.02979542161697
LBR,Low income,2005,-17.80668964422978
LBR,Low income,2006,-17.608191292659413
LBR,Low income,2007,-17.619642018
LBR,Low income,2008,-17.621265723
LBR,Low income,2009,-17.488140454
LBR,Low income,2010,-17.141333907
LBR,Low income,2011,-16.962637058000002
LBR,Low income,2012,-16.770138512000003
LBR,Low income,2013,-16.76618046
LBR,Low income,2014,-16.354628459
LBR,Low income,2015,-16.172679395
LBR,Low income,2016,-16.014341905000002
LBR,Low income,2017,-16.133663802
LBR,Low income,2018,-15.854111593999999
LBR,Low income,2019,-15.670815424
LBR,Low income,2020,-15.519270792
LBR,Low income,2021,-15.296312540000002
LBR,Low income,2022,-15.192783835
LBY,Upper middle income,2000,91.342593814
LBY,Upper middle income,2001,88.000120663
LBY,Upper middle income,2002,88.18987108500001
LBY,Upper middle income,2003,97.557370004
LBY,Upper middle income,2004,96.634996068
LBY,Upper middle income,2005,105.179526657
LBY,Upper middle income,2006,104.033768377
LBY,Upper middle income,2007,98.15419871900001
LBY,Upper middle income,2008,102.762875999
LBY,Upper middle income,2009,102.762516356
LBY,Upper middle income,2010,108.772865103
LBY,Upper middle income,2011,64.59357243
LBY,Upper middle income,2012,102.573770964
LBY,Upper middle income,2013,94.960071979
LBY,Upper middle income,2014,85.765961321
LBY,Upper middle income,2015,76.093606483
LBY,Upper middle income,2016,73.304525277
LBY,Upper middle income,2017,85.37712784600001
LBY,Upper middle income,2018,91.381985974
LBY,Upper middle income,2019,94.678929107
LBY,Upper middle income,2020,69.47549565099999
LBY,Upper middle income,2021,101.467617093
LBY,Upper middle income,2022,104.513880277
LCA,Upper middle income,2000,0.32297397599129996
LCA,Upper middle income,2001,0.2891335510514
LCA,Upper middle income,2002,0.2157897706064
LCA,Upper middle income,2003,0.2643740452751
LCA,Upper middle income,2004,0.249054480087
LCA,Upper middle income,2005,0.26577362199689997
LCA,Upper middle income,2006,0.29786297727100003
LCA,Upper middle income,2007,0.33265454223630003
LCA,Upper middle income,2008,0.263253597766
LCA,Upper middle income,2009,0.27968226937319995
LCA,Upper middle income,2010,0.45489100137259997
LCA,Upper middle income,2011,0.2488374238136
LCA,Upper middle income,2012,0.25282560689825
LCA,Upper middle income,2013,0.3088131398
LCA,Upper middle income,2014,0.3396277935
LCA,Upper middle income,2015,0.3386628738
LCA,Upper middle income,2016,0.3528504309
LCA,Upper middle income,2017,0.3561476447
LCA,Upper middle income,2018,0.3638481517
LCA,Upper middle income,2019,0.4838780466
LCA,Upper middle income,2020,0.4410416694
LCA,Upper middle income,2021,0.4364188704
LCA,Upper middle income,2022,0.4511759938
LKA,Lower middle income,2000,32.622449778000004
LKA,Lower middle income,2001,32.01595176
LKA,Lower middle income,2002,32.919420029
LKA,Lower middle income,2003,34.636573529
LKA,Lower middle income,2004,33.870746126
LKA,Lower middle income,2005,36.626942935
LKA,Lower middle income,2006,35.152539126
LKA,Lower middle income,2007,35.817775584
LKA,Lower middle income,2008,37.113682537
LKA,Lower middle income,2009,35.736188795000004
LKA,Lower middle income,2010,37.834414074
LKA,Lower middle income,2011,40.203029857
LKA,Lower middle income,2012,42.183297792
LKA,Lower middle income,2013,39.929934189
LKA,Lower middle income,2014,40.684802845
LKA,Lower middle income,2015,45.529334808
LKA,Lower middle income,2016,47.881042487
LKA,Lower middle income,2017,45.061876801
LKA,Lower middle income,2018,45.835283574
LKA,Lower middle income,2019,46.7764419094
LKA,Lower middle income,2020,46.6832893312
LKA,Lower middle income,2021,46.0150315657
LKA,Lower middle income,2022,43.0974848014
LSO,Lower middle income,2000,10.273781130376372
LSO,Lower middle income,2001,10.304785300532162
LSO,Lower middle income,2002,10.16696604185062
LSO,Lower middle income,2003,10.2017085147926
LSO,Lower middle income,2004,10.204609368842391
LSO,Lower middle income,2005,10.947323174823081
LSO,Lower middle income,2006,10.597794376116749
LSO,Lower middle income,2007,10.520309841
LSO,Lower middle income,2008,10.040671288
LSO,Lower middle income,2009,9.928670978
LSO,Lower middle income,2010,10.380800343
LSO,Lower middle income,2011,10.410564245
LSO,Lower middle income,2012,10.479119525
LSO,Lower middle income,2013,10.370283152
LSO,Lower middle income,2014,10.381708891
LSO,Lower middle income,2015,10.344681473
LSO,Lower middle income,2016,10.353905045
LSO,Lower middle income,2017,10.545351089
LSO,Lower middle income,2018,10.392860375
LSO,Lower middle income,2019,10.274691046
LSO,Lower middle income,2020,10.448705281
LSO,Lower middle income,2021,10.450903649
LSO,Lower middle income,2022,10.513078868
LTU,High income,2000,8.8875215047
LTU,High income,2001,11.737409391199998
LTU,High income,2002,13.1837469284
LTU,High income,2003,13.9698611251
LTU,High income,2004,15.3097662252
LTU,High income,2005,17.1699607323
LTU,High income,2006,17.8724706379
LTU,High income,2007,18.1300351914
LTU,High income,2008,18.1811408906
LTU,High income,2009,14.1302188048
LTU,High income,2010,12.183654542399998
LTU,High income,2011,12.870958597000001
LTU,High income,2012,13.7951094147
LTU,High income,2013,12.875628303
LTU,High income,2014,13.864035231999999
LTU,High income,2015,15.275839875
LTU,High income,2016,15.395821331
LTU,High income,2017,16.379061344100002
LTU,High income,2018,16.266907683899998
LTU,High income,2019,17.473581228
LTU,High income,2020,17.120823508
LTU,High income,2021,16.648270020000002
LTU,High income,2022,15.256424888000002
LUX,High income,2000,9.191451454000001
LUX,High income,2001,9.732813975
LUX,High income,2002,10.438377812
LUX,High income,2003,10.880545258
LUX,High income,2004,12.277206099999999
LUX,High income,2005,12.54350359
LUX,High income,2006,12.438791991999999
LUX,High income,2007,11.93937125
LUX,High income,2008,11.797101752
LUX,High income,2009,11.204731661
LUX,High income,2010,12.160489121000001
LUX,High income,2011,11.826656408
LUX,High income,2012,11.483737713
LUX,High income,2013,10.78362816
LUX,High income,2014,10.368571905
LUX,High income,2015,9.882060804
LUX,High income,2016,9.533986944
LUX,High income,2017,9.818529161999999
LUX,High income,2018,10.296583371
LUX,High income,2019,10.348774898
LUX,High income,2020,8.634310489999999
LUX,High income,2021,9.183253199000001
LUX,High income,2022,8.129183684000001
LVA,High income,2000,-2.667558852499999
LVA,High income,2001,-2.4779225509999994
LVA,High income,2002,-0.7312682093
LVA,High income,2003,0.02132285669999978
LVA,High income,2004,3.9475317985000014
LVA,High income,2005,4.824053156500001
LVA,High income,2006,4.7115957101
LVA,High income,2007,5.6718822715999995
LVA,High income,2008,4.6289935231
LVA,High income,2009,6.7887788653
LVA,High income,2010,9.6299135558
LVA,High income,2011,8.696297919200001
LVA,High income,2012,7.287410735
LVA,High income,2013,8.3182258818
LVA,High income,2014,11.9464199442
LVA,High income,2015,10.9066375021
LVA,High income,2016,9.0362211905
LVA,High income,2017,7.383546892400001
LVA,High income,2018,10.3786745403
LVA,High income,2019,8.4189468793
LVA,High income,2020,10.8825341263
LVA,High income,2021,10.8693132584
LVA,High income,2022,10.348954474500001
MAC,High income,2000,1.7385243425
MAC,High income,2001,1.8112813569000001
MAC,High income,2002,1.9528234094
MAC,High income,2003,1.9903240649
MAC,High income,2004,2.28651751008377
MAC,High income,2005,2.3036577441012
MAC,High income,2006,2.2851117941026002
MAC,High income,2007,2.0630368561093
MAC,High income,2008,1.7364653377709
MAC,High income,2009,1.8978196996639
MAC,High income,2010,1.882825505
MAC,High income,2011,1.8629195556
MAC,High income,2012,1.9187501209148
MAC,High income,2013,1.97730572963
MAC,High income,2014,2.2450178157000003
MAC,High income,2015,2.9859858541
MAC,High income,2016,2.8486693164
MAC,High income,2017,3.3661518231
MAC,High income,2018,2.6703982243
MAC,High income,2019,2.8842771479000002
MAC,High income,2020,2.3017402425999998
MAC,High income,2021,2.3760216075
MAC,High income,2022,2.414118189
MAR,Lower middle income,2000,57.851476535
MAR,Lower middle income,2001,61.728093134
MAR,Lower middle income,2002,63.360039148
MAR,Lower middle income,2003,63.971050118
MAR,Lower middle income,2004,69.00745732
MAR,Lower middle income,2005,71.987829796
MAR,Lower middle income,2006,73.938628765
MAR,Lower middle income,2007,74.90902500499999
MAR,Lower middle income,2008,77.949094479
MAR,Lower middle income,2009,78.412471866
MAR,Lower middle income,2010,82.523571316
MAR,Lower middle income,2011,87.993328512
MAR,Lower middle income,2012,90.930107901
MAR,Lower middle income,2013,92.043399976
MAR,Lower middle income,2014,93.684061028
MAR,Lower middle income,2015,96.183843899
MAR,Lower middle income,2016,96.749208105
MAR,Lower middle income,2017,100.66504980900001
MAR,Lower middle income,2018,102.682140013
MAR,Lower middle income,2019,110.04477803500001
MAR,Lower middle income,2020,106.259136772
MAR,Lower middle income,2021,115.550433604
MAR,Lower middle income,2022,113.020703261
MDA,Upper middle income,2000,11.031256718000002
MDA,Upper middle income,2001,11.398972959
MDA,Upper middle income,2002,11.767209379
MDA,Upper middle income,2003,12.555903486
MDA,Upper middle income,2004,12.705354699073
MDA,Upper middle income,2005,13.090619136925
MDA,Upper middle income,2006,12.465601184839
MDA,Upper middle income,2007,10.168270514072999
MDA,Upper middle income,2008,12.65101000117
MDA,Upper middle income,2009,11.47918850104
MDA,Upper middle income,2010,13.510772207871
MDA,Upper middle income,2011,13.799439130019
MDA,Upper middle income,2012,13.607628266469
MDA,Upper middle income,2013,13.1137981872
MDA,Upper middle income,2014,13.6766203948
MDA,Upper middle income,2015,13.9606531198
MDA,Upper middle income,2016,14.2822906446
MDA,Upper middle income,2017,14.341271778000001
MDA,Upper middle income,2018,15.0670406817
MDA,Upper middle income,2019,15.126680455
MDA,Upper middle income,2020,14.8357135303
MDA,Upper middle income,2021,15.453360981900001
MDA,Upper middle income,2022,14.8173473859
MDG,Low income,2000,62.011753657041
MDG,Low income,2001,60.096642884432
MDG,Low income,2002,58.36428602979299
MDG,Low income,2003,59.420419022613
MDG,Low income,2004,60.028207361621995
MDG,Low income,2005,62.510288644
MDG,Low income,2006,62.845141087
MDG,Low income,2007,63.475363294999994
MDG,Low income,2008,64.019120646
MDG,Low income,2009,64.38970667999999
MDG,Low income,2010,65.028815122
MDG,Low income,2011,65.20949651699999
MDG,Low income,2012,66.49111986
MDG,Low income,2013,65.961384158
MDG,Low income,2014,67.555122073
MDG,Low income,2015,67.984883719
MDG,Low income,2016,68.126381425
MDG,Low income,2017,68.71424071499999
MDG,Low income,2018,67.52658803899999
MDG,Low income,2019,69.556305691
MDG,Low income,2020,69.37175216
MDG,Low income,2021,69.484021253
MDG,Low income,2022,69.32209641899999
MDV,Upper middle income,2000,0.7997119276
MDV,Upper middle income,2001,0.6994569369
MDV,Upper middle income,2002,0.8248238394999999
MDV,Upper middle income,2003,0.7212039034
MDV,Upper middle income,2004,0.90012369547962
MDV,Upper middle income,2005,0.8451434028100999
MDV,Upper middle income,2006,1.0135599060839
MDV,Upper middle income,2007,1.0115564917124
MDV,Upper middle income,2008,1.1012671252872
MDV,Upper middle income,2009,1.1693991313424
MDV,Upper middle income,2010,1.2278964935410999
MDV,Upper middle income,2011,1.3305373373157
MDV,Upper middle income,2012,1.6462485723065
MDV,Upper middle income,2013,1.8230746945156
MDV,Upper middle income,2014,2.422561103285
MDV,Upper middle income,2015,1.8246585275594
MDV,Upper middle income,2016,1.9799496653847
MDV,Upper middle income,2017,2.0853623287481997
MDV,Upper middle income,2018,2.3688528401740996
MDV,Upper middle income,2019,2.7702431412398
MDV,Upper middle income,2020,2.2784404237281
MDV,Upper middle income,2021,2.3679093349818
MDV,Upper middle income,2022,2.4242525684949
MEX,Upper middle income,2000,426.618455635
MEX,Upper middle income,2001,431.652042858
MEX,Upper middle income,2002,453.96300708
MEX,Upper middle income,2003,479.173414503
MEX,Upper middle income,2004,487.731100862
MEX,Upper middle income,2005,517.252227706
MEX,Upper middle income,2006,539.642304062
MEX,Upper middle income,2007,562.560755658
MEX,Upper middle income,2008,573.06720522
MEX,Upper middle income,2009,591.909107076
MEX,Upper middle income,2010,596.984489362
MEX,Upper middle income,2011,621.6607744190001
MEX,Upper middle income,2012,634.002965034
MEX,Upper middle income,2013,627.628223348
MEX,Upper middle income,2014,626.079808461
MEX,Upper middle income,2015,620.9699583319999
MEX,Upper middle income,2016,635.753546326
MEX,Upper middle income,2017,620.531557403
MEX,Upper middle income,2018,606.906535712
MEX,Upper middle income,2019,609.837839505
MEX,Upper middle income,2020,558.157243232
MEX,Upper middle income,2021,584.301553967
MEX,Upper middle income,2022,638.71266759
MKD,Upper middle income,2000,9.993964108
MKD,Upper middle income,2001,10.100196979
MKD,Upper middle income,2002,9.550198739999999
MKD,Upper middle income,2003,10.319649399
MKD,Upper middle income,2004,10.482780124
MKD,Upper middle income,2005,10.9395749536
MKD,Upper middle income,2006,10.6420481174
MKD,Upper middle income,2007,11.403345867999999
MKD,Upper middle income,2008,11.247767364
MKD,Upper middle income,2009,10.157869459499999
MKD,Upper middle income,2010,11.022509415
MKD,Upper middle income,2011,12.050175639
MKD,Upper middle income,2012,11.308429444
MKD,Upper middle income,2013,10.300179657000001
MKD,Upper middle income,2014,9.692604073
MKD,Upper middle income,2015,9.145092731
MKD,Upper middle income,2016,8.44651956693
MKD,Upper middle income,2017,8.50179208608
MKD,Upper middle income,2018,7.65348844174
MKD,Upper middle income,2019,8.30782483974
MKD,Upper middle income,2020,6.88655346
MKD,Upper middle income,2021,7.652928099
MKD,Upper middle income,2022,7.6838014690000005
MLI,Low income,2000,-241.86700927516785
MLI,Low income,2001,-240.84292251481787
MLI,Low income,2002,-239.8571307419171
MLI,Low income,2003,-238.88040426800927
MLI,Low income,2004,-238.18374676797663
MLI,Low income,2005,-237.04757572089363
MLI,Low income,2006,-236.79783577333095
MLI,Low income,2007,-235.39683357300004
MLI,Low income,2008,-229.912166004
MLI,Low income,2009,-186.240083718
MLI,Low income,2010,-216.763959549
MLI,Low income,2011,-242.69084584399997
MLI,Low income,2012,-210.859014355
MLI,Low income,2013,-226.92599439099996
MLI,Low income,2014,-121.692637182
MLI,Low income,2015,-119.72433717300001
MLI,Low income,2016,-116.345013343
MLI,Low income,2017,-113.90235266599998
MLI,Low income,2018,-111.902378599
MLI,Low income,2019,-110.57571022299999
MLI,Low income,2020,-109.44816968399999
MLI,Low income,2021,-107.586087143
MLI,Low income,2022,-105.651787
MLT,High income,2000,2.3517799786099998
MLT,High income,2001,2.73310308344
MLT,High income,2002,2.58155631727
MLT,High income,2003,2.8828154196100004
MLT,High income,2004,2.86125874164
MLT,High income,2005,2.92111061797
MLT,High income,2006,2.9887520594
MLT,High income,2007,3.0764588550200003
MLT,High income,2008,3.12170740187
MLT,High income,2009,2.9304359162
MLT,High income,2010,3.02553664524
MLT,High income,2011,3.0427703735500002
MLT,High income,2012,3.1240235382700003
MLT,High income,2013,2.7928719220900002
MLT,High income,2014,2.791357248
MLT,High income,2015,2.11848979322
MLT,High income,2016,1.82850340294
MLT,High income,2017,2.01166578656
MLT,High income,2018,2.028956448261
MLT,High income,2019,2.134083661358
MLT,High income,2020,2.084709232542
MLT,High income,2021,2.133190690702
MLT,High income,2022,2.1758757796559998
MMR,Lower middle income,2000,143.350751899
MMR,Lower middle income,2001,144.205589566
MMR,Lower middle income,2002,146.495289749
MMR,Lower middle income,2003,152.865387885
MMR,Lower middle income,2004,156.84853617099998
MMR,Lower middle income,2005,163.081846316
MMR,Lower middle income,2006,167.418956423
MMR,Lower middle income,2007,169.623898304
MMR,Lower middle income,2008,167.661597839
MMR,Lower middle income,2009,167.439528455
MMR,Lower middle income,2010,169.433366554
MMR,Lower middle income,2011,167.982861972
MMR,Lower middle income,2012,169.93498932199998
MMR,Lower middle income,2013,172.92292464899998
MMR,Lower middle income,2014,179.13055100699998
MMR,Lower middle income,2015,183.73291308799998
MMR,Lower middle income,2016,189.69852689299998
MMR,Lower middle income,2017,206.37451302699998
MMR,Lower middle income,2018,209.00262246199998
MMR,Lower middle income,2019,211.014142878
MMR,Lower middle income,2020,212.41163038699997
MMR,Lower middle income,2021,215.867269658
MMR,Lower middle income,2022,218.291932218
MNG,Lower middle income,2000,0.24230562570000203
MNG,Lower middle income,2001,-2.606985439299997
MNG,Lower middle income,2002,-4.752477258900001
MNG,Lower middle income,2003,-5.072819197499999
MNG,Lower middle income,2004,-5.227882258200001
MNG,Lower middle income,2005,-0.5461585671000009
MNG,Lower middle income,2006,3.4734902985
MNG,Lower middle income,2007,6.366076020700003
MNG,Lower middle income,2008,7.318498185999999
MNG,Lower middle income,2009,10.731577488000003
MNG,Lower middle income,2010,13.8816192598
MNG,Lower middle income,2011,19.3342631686
MNG,Lower middle income,2012,20.453512787
MNG,Lower middle income,2013,22.52717027
MNG,Lower middle income,2014,25.162658677
MNG,Lower middle income,2015,23.741349327000002
MNG,Lower middle income,2016,31.517874745
MNG,Lower middle income,2017,38.026128539
MNG,Lower middle income,2018,41.296960355
MNG,Lower middle income,2019,45.536599605
MNG,Lower middle income,2020,40.097811098
MNG,Lower middle income,2021,37.52698439
MNG,Lower middle income,2022,38.15600707
MOZ,Low income,2000,51.938147059
MOZ,Low income,2001,52.696552417
MOZ,Low income,2002,53.566253653
MOZ,Low income,2003,54.096601494
MOZ,Low income,2004,55.231566013
MOZ,Low income,2005,56.9036534008
MOZ,Low income,2006,56.916822005
MOZ,Low income,2007,57.599867120999996
MOZ,Low income,2008,57.422356059
MOZ,Low income,2009,56.619814685
MOZ,Low income,2010,57.676993556999996
MOZ,Low income,2011,62.813715652
MOZ,Low income,2012,66.10743842900001
MOZ,Low income,2013,67.85149822599999
MOZ,Low income,2014,69.365530165
MOZ,Low income,2015,69.137552452
MOZ,Low income,2016,71.851534066
MOZ,Low income,2017,74.697182526
MOZ,Low income,2018,77.648990767
MOZ,Low income,2019,75.57519095
MOZ,Low income,2020,73.667145523
MOZ,Low income,2021,76.672668703
MOZ,Low income,2022,79.02849715400001
MRT,Lower middle income,2000,8.47278897709262
MRT,Lower middle income,2001,8.86077816359373
MRT,Lower middle income,2002,9.25098484987388
MRT,Lower middle income,2003,9.504165390885019
MRT,Lower middle income,2004,9.49744200019661
MRT,Lower middle income,2005,9.709490759
MRT,Lower middle income,2006,10.434583162
MRT,Lower middle income,2007,10.148611971
MRT,Lower middle income,2008,9.924789458
MRT,Lower middle income,2009,10.405698955
MRT,Lower middle income,2010,10.662131075
MRT,Lower middle income,2011,11.025388117
MRT,Lower middle income,2012,11.570681356
MRT,Lower middle income,2013,11.604179293
MRT,Lower middle income,2014,12.315835467
MRT,Lower middle income,2015,12.692569101
MRT,Lower middle income,2016,12.539072272
MRT,Lower middle income,2017,13.804668909
MRT,Lower middle income,2018,14.196960987
MRT,Lower middle income,2019,14.783861577
MRT,Lower middle income,2020,14.877957933
MRT,Lower middle income,2021,15.439856539
MRT,Lower middle income,2022,15.779924599000001
MUS,Upper middle income,2000,3.1065469285000002
MUS,Upper middle income,2001,3.2558744304
MUS,Upper middle income,2002,3.2783196306
MUS,Upper middle income,2003,3.3326262605999997
MUS,Upper middle income,2004,3.4050735336
MUS,Upper middle income,2005,3.560615028
MUS,Upper middle income,2006,4.3171971338
MUS,Upper middle income,2007,4.4539058171
MUS,Upper middle income,2008,4.5769619619
MUS,Upper middle income,2009,4.5774498403
MUS,Upper middle income,2010,4.8690954292
MUS,Upper middle income,2011,4.8984088769000005
MUS,Upper middle income,2012,5.010230933
MUS,Upper middle income,2013,5.1719829708
MUS,Upper middle income,2014,5.3684413305
MUS,Upper middle income,2015,5.4195437706
MUS,Upper middle income,2016,5.5328226308
MUS,Upper middle income,2017,5.7749446827
MUS,Upper middle income,2018,5.7661849226
MUS,Upper middle income,2019,5.8673242586
MUS,Upper middle income,2020,5.4531080031
MUS,Upper middle income,2021,5.8080585975
MUS,Upper middle income,2022,6.129769383899999
MWI,Low income,2000,8.074293750999999
MWI,Low income,2001,8.162444473
MWI,Low income,2002,8.223467817
MWI,Low income,2003,8.43282793
MWI,Low income,2004,8.524342424
MWI,Low income,2005,9.130449689
MWI,Low income,2006,9.609677738
MWI,Low income,2007,10.297884588
MWI,Low income,2008,10.88832412
MWI,Low income,2009,11.054772005
MWI,Low income,2010,11.840595632
MWI,Low income,2011,13.496824264
MWI,Low income,2012,13.852423573
MWI,Low income,2013,13.577115681
MWI,Low income,2014,13.929188721
MWI,Low income,2015,14.323564166
MWI,Low income,2016,14.730162739
MWI,Low income,2017,15.682589539
MWI,Low income,2018,16.942412042
MWI,Low income,2019,18.313012258
MWI,Low income,2020,18.335771461
MWI,Low income,2021,19.135496412
MWI,Low income,2022,20.310358228000002
MYS,Upper middle income,2000,2.8319225979999487
MYS,Upper middle income,2001,6.494995490999997
MYS,Upper middle income,2002,13.498068449999984
MYS,Upper middle income,2003,23.049662316000003
MYS,Upper middle income,2004,37.320056496999975
MYS,Upper middle income,2005,46.614239887999986
MYS,Upper middle income,2006,48.05076434000001
MYS,Upper middle income,2007,58.73535097399999
MYS,Upper middle income,2008,65.42150635599998
MYS,Upper middle income,2009,37.348876681000014
MYS,Upper middle income,2010,46.109103793
MYS,Upper middle income,2011,41.679838026
MYS,Upper middle income,2012,35.81540954999997
MYS,Upper middle income,2013,47.063118240999984
MYS,Upper middle income,2014,53.21740657300006
MYS,Upper middle income,2015,71.62107596999999
MYS,Upper middle income,2016,76.70726075299999
MYS,Upper middle income,2017,66.24790889300002
MYS,Upper middle income,2018,84.62809837399996
MYS,Upper middle income,2019,87.98238802000003
MYS,Upper middle income,2020,82.835918512
MYS,Upper middle income,2021,92.98500879999997
MYS,Upper middle income,2022,112.23147878500001
NAM,Upper middle income,2000,-91.522672003448
NAM,Upper middle income,2001,-90.965104566957
NAM,Upper middle income,2002,-95.911255534183
NAM,Upper middle income,2003,-96.07998275633999
NAM,Upper middle income,2004,-97.734433150991
NAM,Upper middle income,2005,-93.677964824775
NAM,Upper middle income,2006,-91.515729414102
NAM,Upper middle income,2007,-88.69250211257301
NAM,Upper middle income,2008,-96.391245500593
NAM,Upper middle income,2009,-84.556277566841
NAM,Upper middle income,2010,-88.75800181402
NAM,Upper middle income,2011,-85.832266695978
NAM,Upper middle income,2012,-83.59394606722901
NAM,Upper middle income,2013,-101.91251224780001
NAM,Upper middle income,2014,-98.273389678136
NAM,Upper middle income,2015,-100.2225310421
NAM,Upper middle income,2016,-103.889678034814
NAM,Upper middle income,2017,-104.3696971269
NAM,Upper middle income,2018,-104.37581151079
NAM,Upper middle income,2019,-104.01932810539999
NAM,Upper middle income,2020,-104.41617707299999
NAM,Upper middle income,2021,-104.1951731248
NAM,Upper middle income,2022,-103.72616260349999
NCL,High income,2000,2.6647404255
NCL,High income,2001,2.6671386508999997
NCL,High income,2002,2.9141020575
NCL,High income,2003,3.1604257724
NCL,High income,2004,2.87767054191279
NCL,High income,2005,3.1431713620838
NCL,High income,2006,3.053395839097
NCL,High income,2007,3.0962890395979
NCL,High income,2008,3.1134000859318
NCL,High income,2009,3.1785046863594
NCL,High income,2010,3.9754875053379997
NCL,High income,2011,3.9496868582704003
NCL,High income,2012,4.0004931474404
NCL,High income,2013,4.3800035708569
NCL,High income,2014,5.337125981133
NCL,High income,2015,5.1359917749269
NCL,High income,2016,5.5078045240999
NCL,High income,2017,5.3310969080634
NCL,High income,2018,6.7887015052343
NCL,High income,2019,6.8321755356571
NCL,High income,2020,5.4663897467961
NCL,High income,2021,5.6478664082300005
NCL,High income,2022,5.687909564622
NER,Low income,2000,-17.065351263400007
NER,Low income,2001,-16.269067425800007
NER,Low income,2002,-15.4814095234
NER,Low income,2003,-14.633427676100002
NER,Low income,2004,-13.7646055988
NER,Low income,2005,-12.989550076000004
NER,Low income,2006,-12.215478871200002
NER,Low income,2007,-11.300096553
NER,Low income,2008,-10.339994428
NER,Low income,2009,-9.251256347400002
NER,Low income,2010,-9.397532323
NER,Low income,2011,-8.550668147000003
