year,pop_growth,pop_total,pop_urban_pct,poverty_headcount_ratio,access_to_electricity_pct,electricity_consumption_per_capita_kwh,energy_use_per_capita_kg_of_oil_equivalent,energy_use_kg_of_oil_equivalent_per_gdp,electricity_from_coal_pct,electricity_from_natural_gas_pct,electricity_from_renewables_pct,renewable_energy_consumption_pct,forest_area_pct,agriculture_value_added_pct,annual_freshwater_withdrawals_pct,iso_alpha_3
2000,2.78952236107727,274968446.0,35.3416982581812,,34.2461158257192,117.783419803974,285.657322343808,86.7700898887643,0.35977454128746,34.8439511239623,2.72455927618692,83.2733048064906,21.5952835465819,20.8110745238113,1.35180919165077,
2022,2.32400780343973,471352066.0,59.0542670171409,,90.6545179070033,2651.98787602134,1779.76962058116,105.144649928558,2.11130324402391,67.5398999613575,,,2.77355392704447,4.42948346623789,,
2021,1.52590024157877,460646603.0,58.6629266021441,,90.4340947732985,2653.30253748588,1743.19074449394,106.463013900054,2.31484547599373,68.8294757611152,2.48058649134782,,2.79112084453801,5.04735953303055,203.775399457341,
2020,2.12521294081431,453723239.0,58.4966741305089,,90.2417769685806,2556.5686868903,1677.18428545402,104.873454657799,2.14997707134963,70.1522571522816,2.19910390119397,5.13858498417462,2.80889526080167,5.65509212723207,206.210980865062,
2019,1.89983758184613,444281315.0,58.2045421060528,,89.9289963083413,2641.14760590442,1794.73854105315,105.73852740294,2.06680868603339,69.5523882024695,1.49032204289305,4.73230713602678,2.82662078765584,4.88653847619484,216.43506712302,
2018,1.7935767154805,435998060.0,58.0104842292073,,88.6898406472267,2637.60205036402,1813.67326733384,107.185683571244,1.67979329787916,70.3105692080725,1.12499849976128,4.52639402004232,2.84442046915972,4.69249312697959,195.9904591321,
2017,2.02653072107492,428315886.0,57.8627472124114,,90.3510669396465,2638.05673997596,1845.21864394839,110.432901709164,1.42234153443275,67.6942152644234,0.895236921525003,4.37567300633967,2.86394290918001,5.02901648463872,203.725549309262,
2016,2.34468077710757,419808341.0,57.6531027450977,,89.1861710572826,2580.02714403268,1837.82325274154,109.68354827644,1.43846618125356,64.8177011101698,0.806996042308233,4.28791485864165,2.88332326122098,5.47947348802682,183.913263225097,
2015,2.48848060268234,410190679.0,57.3250720145106,,88.6616431398725,2602.12540521734,1837.73870796454,111.203130883662,1.48916881824425,59.4436197970397,0.569699096353948,4.22349500938588,2.90093803852791,5.67252286081199,181.016550616698,
2014,2.37284190270832,400231008.0,56.9048148917087,,88.4067767085653,2570.54529395093,1834.69438138506,111.78456621791,1.45309695077003,58.0226444462929,0.442463336470625,4.35892992996109,2.91945174695356,5.01749084224684,183.812733194772,
2013,2.60454541373505,390954281.0,56.5495371540208,,88.9616299190749,2447.9083135259,1772.87001532426,108.187881177636,1.18646227021872,60.43560681169,0.348591096765427,4.48401776900296,2.93793699681367,4.79829722456095,,
2012,2.41234349549038,381030177.0,56.1657052407112,,86.8478669651407,2406.18426710369,1794.497917667,109.344770575628,1.21836780723678,60.4806165039758,0.382637987450401,4.44968668236096,2.95640543718181,4.67366074885007,,
2011,2.33419540096943,372054934.0,55.8725648894499,,87.1726942320297,2269.20906703996,1756.09749497428,108.032887622391,1.29332125096578,61.9844059498314,0.479639575430949,4.67272069134643,1.69743202691255,5.14637493063694,,
2010,2.01518786871135,363568534.0,55.5654925471108,,86.921502593511,2265.83948281299,1751.63748644266,109.312139642279,1.22864458317673,62.2832119614306,0.26743203105601,4.82576885189732,1.70351032861463,5.70472519400828,,
2009,2.50285848854304,356386673.0,55.2960382525499,,84.1597287073639,2053.57898479859,1689.6505235713,108.247870809132,1.37631312282825,61.2001328801623,0.487612421710551,5.05183992823682,1.70543899396332,6.14798134014246,,
2008,2.57757638889102,347684619.0,54.9030113257958,,83.2755641606337,1989.6635783874,1648.73035175674,104.453302412199,1.55494680953902,61.1637300856607,0.342996305967985,5.14676484189377,1.70698744257072,5.08487800670638,,
2007,2.54795631851516,338947976.0,54.4937880728369,,83.6267638046023,1947.84867288625,1573.16225124085,103.148941300551,1.76777112698297,61.4417187486496,-0.32041117757554,5.61033367526005,1.70891841103747,5.60533233832461,,
2006,2.44797350497772,330526310.0,54.2288759885801,,85.2843937164942,1892.04427138593,1543.29353412303,103.282344778146,1.95016029948851,61.3692864172711,0.0285419911139681,6.20432379909676,1.71085090568476,5.59934951708766,,
2005,2.40213525870796,322628451.0,53.8531371963039,,83.07676744851,1793.47581542843,1502.73958252596,104.122378671198,2.04786005460681,60.5699128098368,0.0231890272148392,6.41614597017232,1.71278950510318,5.82643919206934,,
2004,2.35374154234569,315060277.0,53.5065936014142,,82.2795249538868,1718.91169640497,1434.74765584441,102.244469633153,2.19296474697498,57.4311874761341,0.265157973252136,6.77138769851273,1.71472049420213,6.61739039826581,,
2003,2.36907121976631,307815105.0,53.2051293342866,,82.3422219013586,1680.89399813913,1413.04793013301,106.887586833821,2.18207391093417,58.4965159794623,0.148390681959469,6.46301679352422,1.71664843090733,7.45584934179879,,
2002,2.42225318343279,300691509.0,52.9051617965408,,81.323622346782,1617.1471504496,1427.25898983203,109.056582902707,2.24706394960208,57.6613739989278,0.208420693139136,6.36058400508412,1.71855036090738,7.82069660347184,,
2001,2.45409273283043,293580252.0,52.6161793476524,,81.3547942659304,1553.83090814721,1388.53158803884,104.84653866373,2.41550540709817,56.8130441359679,0.177469811733985,6.51633516432792,1.72047979289802,7.80070628510626,,
2000,2.44484321194314,286548096.0,52.3262723083108,,80.4586672566828,1492.31576102675,1309.71627148077,98.8944330980031,1.93282182105001,54.5439545094331,0.140009097004263,6.67258176424439,1.72240922488866,7.34365522095765,,
2022,0.63941195696502,3131505.0,46.6086762119173,,97.5677686607558,,,,,,,,90.1721118742943,4.93986922744082,,
2021,0.615409090865001,3111609.0,46.4808018626376,,97.37247591198,,,,0.0,0.0474789648606713,4.72219910817862,,90.2551489827302,5.46446784883804,0.654967772362836,
2020,0.436094518323074,3092577.0,46.3863382703163,,97.0200386603147,,,,0.0,0.00382824279950751,2.4898397201184,10.7807413376309,90.3382204075922,5.84319730299458,0.654967772362836,
2019,1.00653935669264,3079149.0,46.242044728917,,96.2029425987505,,,,0.0,0.0,4.44312664741751,10.2083831026948,90.4212407391087,4.97846389519045,0.654967772362836,
2018,1.2944977366725,3048465.0,46.2088839898113,,95.7894023713574,,,,0.0,0.0,3.93616703134579,12.6224453125,90.5043373293498,5.3788205974857,0.654967772362836,
2017,0.738726627966841,3009507.0,46.2373572113306,,95.7264156554545,,,,0.0,0.0,3.58998372527138,13.4630392156863,90.5873576608663,5.98654191512453,0.654967772362836,
2016,0.772940276415369,2987438.0,46.1659213928456,,95.154589317,,,,0.0,0.0,3.29090640263232,12.1720060790274,90.6578461419733,5.68679383918107,0.654967772362836,
2015,0.792906847980234,2964524.0,46.101781325771,,94.4702470953178,,,,0.0,0.0,3.0688591383114,12.5615447822514,90.7386041313266,6.53339280491582,0.654967772362836,
2014,0.825401722586449,2941203.0,46.0395441450318,,93.9418563764555,,,,0.0,0.0,2.77833289644773,12.9272812234494,90.8227581758822,6.33704557085265,0.654967772362836,
2013,0.825161729832629,2917125.0,45.979678822128,,93.5250679007584,,,,0.0,0.0,2.42030564377917,14.9156804214223,90.9069122204377,6.49199705120519,,
2012,0.701788458968196,2893251.0,45.9293895120057,,93.0642438903503,,,,0.0,0.0,6.03385736301571,16.7119075144509,90.9910662649933,6.34701414933304,,
2011,0.611670806455052,2873088.0,45.8636628992916,,92.5689051640604,,,,0.0,0.0,6.81012893771758,18.5978595041322,91.0752203095489,6.15066229591271,,
2010,0.663707221499777,2855621.0,45.8463121328075,,91.4965964671082,,,,0.0,0.0,0.4832125189462,16.4555855096883,91.1593743541045,6.42703898642905,,
2009,0.724831423611661,2836793.0,45.8810734769862,,90.1052164891834,,,,0.0,0.0,-0.938626894462398,17.3008787346221,91.1985815063798,6.37219694046906,,
2008,0.740860767752366,2816379.0,45.9301687606675,,90.3980453980093,,,,0.0,0.0,-3.9863061390275,18.4057142857143,91.237788658655,6.11888582633957,,
2007,0.745301325953122,2795667.0,45.9832177995448,,89.856625985856,,1048.87924485011,56.6271990072477,0.0,0.0,-2.80160856022037,18.6187926267281,91.2769958109303,5.81708144302143,,
2006,0.72635894204447,2774985.0,46.0373037180381,,88.1794857629861,,1054.68101257552,58.7125798033663,0.0,0.0,-3.12777888014345,19.1972084130019,91.3162029632056,6.06379157105426,,
2005,0.723350379077999,2754974.0,46.1025967442887,,88.849729725217,,1055.3501118489,61.1161311256755,0.0,0.0,-1.58374640660351,17.823784295175,91.3554101154809,3.50724569425082,,
2004,0.844602753180808,2735189.0,46.1779100731247,,88.5789522405947,,1002.17392335197,59.3886739936666,0.0,0.0,-1.83269979784104,19.1736021998167,91.3946172677562,3.82520640962035,,
2003,0.948940834491779,2712281.0,46.2208378733619,,88.1894289345389,,,,0.0,0.0,-2.09697932468161,19.0237888784166,91.4338244200314,4.07611619917808,,
2002,0.949269590309299,2686785.0,46.2426613692573,,87.9877762455872,,,,0.0,0.0,-2.41595926940462,19.9455959031657,91.4730315723067,4.00080936246737,,
2001,0.950708432345706,2661520.0,46.2330574731732,,87.5896453530314,,,,0.0,0.0,3.62343345086877,18.6899731423456,91.512238724582,3.95370934316843,,
2000,0.99344153906442,2636455.0,46.1614288819646,,86.972201725423,,,,0.0,0.0,4.3609113391512,18.5507535460993,91.5514458768573,4.19786352562962,,
2022,-0.355886308735535,100289401.0,62.8637786019282,,100.0,4551.22869863387,2678.53495589746,64.1344493342472,44.1550410194478,9.1144380127431,,,34.6188570565974,2.92852313140703,,
2021,-1.37099846001803,100647592.0,62.7098871574195,,99.9863330202674,4669.76894986221,2794.21002118799,69.9220024081476,42.569719978482,11.7221795603592,14.4657169725317,,34.5892800367668,2.79144805465978,12.7198048611167,
2020,-0.230756579555205,102046650.0,62.5680051531236,,99.9796151613012,4373.61736029551,2599.92726260747,70.2598007182533,40.1108801650309,12.5827164021826,14.6660579215746,19.6856532373123,34.5592847264491,2.80805809401067,12.2625607689541,
2019,-0.152977297803531,102282674.0,62.4440252566921,,99.9454393536876,4484.07322632179,2688.22692227163,70.3967935082159,45.0359396291728,10.8561575273018,13.0000839560071,18.8782681268682,34.5318870374642,2.71575725658636,12.3824479437273,
2018,-0.211939855530872,102439383.0,62.3388759895791,,99.8728287723092,4506.45041468085,2753.04242624112,75.118232691373,48.9470961791339,9.22217859791476,11.1004335425223,18.1372029233605,34.5008820276483,2.80958319789139,12.8611752120219,
2017,-0.262168852511451,102656954.0,62.2529741780182,,99.8690366431484,4441.84229350892,2699.33954911948,77.5731168829499,50.0755294855891,8.75227783214793,11.4601418333614,16.4670211158335,34.4710840221623,3.07701798818461,13.2953161588266,
2016,-0.270537547296058,102926796.0,62.1882748434431,,99.6407431190222,4315.0376506425,2582.15720668092,78.3036219898809,50.8491508491508,7.90334930462319,10.9577853144732,16.872230338825,34.3939142269346,2.94153473251419,12.8972338703489,
2015,-0.244908659231584,103206007.0,62.1436813014963,,99.5331288361926,4208.0399448067,2522.37782830162,78.8459179985506,51.601210908416,7.04251193094665,11.0713147401859,17.1450343733474,34.3399778411909,2.93514692798251,12.9641839414891,
2014,-0.224290294293695,103459388.0,62.1158465865466,,99.4058295396064,4118.63058768529,2482.34521259181,80.8694755787602,51.407882089074,6.14546619673182,9.76656413542668,17.0800618869512,34.2084078995082,3.27829243602739,12.8802254106551,
2013,-0.227242619053044,103691959.0,62.0981552953108,,99.3045260414069,4075.07008330318,2541.18525904017,85.6959043918496,53.19377750031,7.34004387221469,7.99492433539581,16.6678855360829,34.099423226925,3.40441454162104,,
2012,-0.236056895481013,103928128.0,62.0822319020891,,99.2028252120542,4091.9239880853,2585.12927255697,87.9234452832311,54.7834766584767,8.35423491673492,7.05999820843571,15.6972877331338,34.0007102947542,3.15513161019254,,
2011,-0.23693312734882,104174038.0,62.0639344852313,,99.0682987223746,4096.08774117021,2658.73808021099,91.4702650215426,56.9623338903312,8.45706046829488,5.23106381028182,14.7632639324625,33.8641778866139,3.40109044156456,,
2010,-0.361666299699507,104421447.0,62.0260650244197,,98.9644271545097,4017.35478727852,2657.42387607066,95.0017221857404,55.1996076964213,8.19504420813227,3.77731699016916,14.5611703409059,33.7345916725294,2.96336538038184,,
2009,-0.191813702998061,104800475.0,61.9860468760089,,98.8586601186684,3839.91580190834,2531.7014714579,91.9766109357329,55.1895905894723,7.61648156666886,2.89271866990866,13.7651579899879,33.6099419487253,3.05743333076322,,
2008,-0.35762903541044,105001883.0,61.9245405466205,,98.668856546125,4049.99403677361,2714.54343863796,95.3158635733058,56.9540241933793,8.84840353047234,2.0694794440135,12.1836583630886,33.5162027850483,3.28911854880077,,
2007,-0.372245215653024,105378748.0,61.8418454287671,,98.5276446395055,3984.58899891276,2711.277196661,99.6213934976279,58.9533272683265,9.34539657633145,1.5069754534149,11.3773131737879,33.39143984532,3.33074002929515,,
2006,-0.254078785886833,105772481.0,61.7638954455271,,98.4242817808159,3888.52559863846,2703.24128359752,105.997566293377,57.6092810575309,8.95644684369021,1.12018349200628,11.0846985286912,33.2639312747045,3.49495641858718,,
2005,-0.272548032611454,106041911.0,61.7026922241905,,98.320699841028,3739.65346588294,2629.49750034566,110.259304403188,56.8660292696249,8.47897379218524,0.94715763734939,11.2914130930657,33.1388507968216,3.69615253000412,,
2004,-0.274282095915453,106331716.0,61.6481810490578,,98.26792983008,3676.62645451899,2584.47373033062,113.97139438394,57.7287555311521,8.24521171796776,0.617609250347211,10.7903896387224,33.0101869464626,4.35081016412175,,
2003,-0.313747925609889,106624167.0,61.6021556919924,,98.1907968950416,3588.32346141565,2575.75689670154,120.833620199615,59.2688856666267,8.00933244660554,0.344973452678172,10.2732489084258,32.8893064010782,3.92716393511315,,
2002,-0.650464177326484,106959751.0,61.5557607471992,,98.1415583203817,3454.63594057918,2488.20279463695,121.713009938896,57.496312476777,7.72927386756443,0.30264488306892,10.1547672804381,32.7669761324899,4.06924354753529,,
2001,-0.72641660380387,107660041.0,61.4954533010999,,98.0235379735737,3430.72505424738,2463.92432408414,125.735404251654,59.2353166429884,6.88391758604047,0.293850675113803,9.88386573477463,32.5934628030289,4.58121284319576,,
2000,-0.562187468913606,108447824.0,61.4761873574983,,97.9262635329594,3341.72680126805,2381.7789875388,126.210620022416,60.7486247645466,6.71967687823895,0.212432878201464,9.94111363707141,32.4694719942369,4.36452300465527,,
2022,1.12524616552361,3470644834.0,46.6251546023672,,95.1575744950744,1372.23620761288,931.880929908298,84.2611859355228,37.2628337952055,30.6181561285765,,,22.6533885340928,10.8013785803302,,
2021,1.0593157469979,3432026092.0,46.185409692723,,95.2423338887017,1312.87494158507,902.597185412083,85.4149418459596,35.1143666668107,33.3421371535942,7.38815952569638,,22.7044536487043,11.2790112255931,16.1490997872843,
2020,1.22313600779404,3396051187.0,45.7878149257313,,93.4557810564296,1233.37676651192,854.979648433513,86.0197956386305,35.8544382489897,32.780186961769,7.15240239358246,25.039700621241,22.7804502901358,11.8025788286458,15.6110701751986,
2019,1.23013063191095,3355014793.0,45.3762640144949,,92.7976553013369,1290.58960507224,898.694540992833,85.608641291508,37.3994067619575,31.5689281072265,5.68445344101173,23.3613434124336,22.845451012812,10.6659704984261,15.5104034846253,
2018,1.227368940274,3314245247.0,44.9830331970367,,91.9927109222765,1287.45498204693,892.364928805499,86.3186341111152,37.3845975257666,33.3127023543143,4.72360979538039,22.9799993263271,22.9114950315294,10.3249938817408,15.6699460745325,
2017,1.26898549756137,3274060446.0,44.6014670203505,,90.5086728796454,1237.56441000084,889.678917208633,88.3121041850194,36.7221560172514,33.7824448578072,4.06615722521845,22.9318932699064,22.979169217919,10.649529750088,15.6969781005451,
2016,1.33889476014662,3233033717.0,44.2160174055837,,88.3494481253503,1202.315778253,869.207956151565,89.2565091958496,36.4631681877651,32.7753903035305,3.57315515974792,23.2950714112546,23.0686458167009,10.7721231172772,15.4473137359573,
2015,1.38294864374285,3190318707.0,43.8136019607097,,86.8271544642577,1171.21443200611,859.184158592719,91.2341120973953,36.1185626984515,31.6268006434519,3.48903018731186,23.2586860898365,23.1145831227005,10.4768745606845,15.3021189108629,
2014,1.389409724468,3146800078.0,43.4013542045574,,84.7520088398511,1134.70358496149,860.644147171252,94.4661443534538,35.8124298166179,31.0764768225514,3.50961500552072,23.4797969089408,23.2095556579119,9.77171570669476,15.0953061927392,
2013,1.4648499694905,3103677284.0,43.0159492361881,,83.7993125754694,1093.47804282337,834.240900616833,94.020147988919,34.4807894342408,30.5667361455282,2.3563139168494,24.0310143347149,23.3001834954405,9.65421702348103,,
2012,1.50631611916559,3058869436.0,42.6346426000162,,82.0524632421742,1071.82414299677,837.156620852292,97.3511222110143,34.2600424861146,31.2133654222239,2.90734086776475,23.7733426106844,23.3917413516426,9.56868782429068,,
2011,1.5628864921208,3013476947.0,42.2694370720537,,81.1499828644284,1033.11683727505,825.814476343074,98.43249373275,32.9129872122263,32.463627964787,1.98646081482845,24.1114815363071,23.4832648797478,9.77352689011074,,
2010,1.55878267767766,2967104472.0,41.9029813707321,,79.3901895116688,991.033508866962,814.442213781727,100.018954246236,32.1255767609533,33.9468566850451,1.7620899873883,24.8677344772296,23.5748549328647,10.0125732261888,,
2009,1.58625062084616,2921563644.0,41.5380760267634,,78.2884199644018,936.01973234662,793.136803420153,102.643035198629,32.0883074256905,33.8998970687634,2.10432914261005,25.4221953186103,23.6395645524701,9.94800987297744,,
