Code,Income group,Year,emissions_change,avg_change_prev_3_years,avg_change_prev_5_years,prev_year_change
AFG,Low income,2003,0.688028598999999,0.49655915200000145,0.49655915200000145,2.660393879000001
AFG,Low income,2004,0.05726121600000056,0.5603823010000006,0.5603823010000006,0.688028598999999
AFG,Low income,2005,0.4020972570000012,1.1352278980000001,0.4346020297500006,0.05726121600000056
AFG,Low income,2006,0.26970408399999357,0.3824623573333336,0.42810107520000074,0.4020972570000012
AFG,Low income,2007,1.1566369510000065,0.2430208523333318,0.815497006999999,0.26970408399999357
AFG,Low income,2008,3.472214261999998,0.6094794306666671,0.5147456214000001,1.1566369510000065
AFG,Low income,2009,3.2236256739999973,1.632851765666666,1.071582754,3.472214261999998
AFG,Low income,2010,3.8775145620000018,2.617492295666667,1.7048556455999992,3.2236256739999973
AFG,Low income,2011,4.279246608999998,3.5244514993333325,2.3999391065999993,3.8775145620000018
AFG,Low income,2012,-2.005723771999996,3.7934622816666654,3.2018476116000003,4.279246608999998
AFG,Low income,2013,-1.5647204560000034,2.0503457996666676,2.5693754669999995,-2.005723771999996
AFG,Low income,2014,0.31432603199999676,0.2362674603333327,1.5619885233999995,-1.5647204560000034
AFG,Low income,2015,-0.006106348999999511,-1.0853727320000008,0.9801285949999994,0.31432603199999676
AFG,Low income,2016,-0.6414072839999889,-0.41883359100000206,0.20340441279999907,-0.006106348999999511
AFG,Low income,2017,1.2075323299999923,-0.1110625336666639,-0.7807263657999982,-0.6414072839999889
AFG,Low income,2018,-0.33328713800000287,0.18667289900000128,-0.13807514540000057,1.2075323299999923
AFG,Low income,2019,-1.117151763999992,0.07761263600000017,0.10821151819999955,-0.33328713800000287
AFG,Low income,2020,-2.1724038090000093,-0.08096885733333418,-0.1780840409999982,-1.117151763999992
AFG,Low income,2021,0.8027560750000049,-1.2076142370000014,-0.6113435330000001,-2.1724038090000093
AFG,Low income,2022,0.16380573100000362,-0.8289331659999988,-0.3225108612000014,0.8027560750000049
AGO,Lower middle income,2001,-2.1589493710000056,,,
AGO,Lower middle income,2002,-1.2501314470000011,-2.1589493710000056,-2.1589493710000056,-2.1589493710000056
AGO,Lower middle income,2003,0.2517326410000038,-1.7045404090000034,-1.7045404090000034,-1.2501314470000011
AGO,Lower middle income,2004,6.123117503000003,-1.0524493923333342,-1.0524493923333342,0.2517326410000038
AGO,Lower middle income,2005,-0.8932074190000208,1.7082395656666687,0.7414423315,6.123117503000003
AGO,Lower middle income,2006,-7.128465263999985,1.8272142416666621,0.4145123813999959,-0.8932074190000208
AGO,Lower middle income,2007,-0.5969842589999956,-0.6328517266666674,-0.5793907972,-7.128465263999985
AGO,Lower middle income,2008,4.2371226589999935,-2.8728856473333337,-0.44876135959999885,-0.5969842589999956
AGO,Lower middle income,2009,1.2991143400000027,-1.162775621333329,0.34831664399999906,4.2371226589999935
AGO,Lower middle income,2010,6.913462185,1.6464175800000003,-0.616483988600001,1.2991143400000027
AGO,Lower middle income,2011,28.923316228999994,4.1498997279999985,0.9448499322000032,6.913462185
AGO,Lower middle income,2012,1.5611170630000117,12.378630917999999,8.1552062308,28.923316228999994
AGO,Lower middle income,2013,4.597687000999997,12.465965159000001,8.5868264952,1.5611170630000117
AGO,Lower middle income,2014,2.216249357999999,11.694040097666667,8.658939363600002,4.597687000999997
AGO,Lower middle income,2015,4.851921797000017,2.7916844740000024,8.8423663672,2.216249357999999
AGO,Lower middle income,2016,-2.9440445590000195,3.8886193853333375,8.430058289600003,4.851921797000017
AGO,Lower middle income,2017,-5.232272123999991,1.3747088653333321,2.056586132000001,-2.9440445590000195
AGO,Lower middle income,2018,-3.669390619000012,-1.1081316286666645,0.6979082946000006,-5.232272123999991
AGO,Lower middle income,2019,-0.7803379549999931,-3.948569100666674,-0.9555072294000013,-3.669390619000012
AGO,Lower middle income,2020,-5.752897480999991,-3.2273335659999987,-1.5548246919999997,-0.7803379549999931
AGO,Lower middle income,2021,-2.06861505400002,-3.400875351666665,-3.675788547600001,-5.752897480999991
AGO,Lower middle income,2022,-3.1338405889999876,-2.867283496666668,-3.5007026466000015,-2.06861505400002
ALB,Upper middle income,2001,0.19105300429999872,,,
ALB,Upper middle income,2002,0.6286762220000011,0.19105300429999872,0.19105300429999872,0.19105300429999872
ALB,Upper middle income,2003,0.19247588629999868,0.4098646131499999,0.4098646131499999,0.6286762220000011
ALB,Upper middle income,2004,0.21111481440000013,0.3374017041999995,0.3374017041999995,0.19247588629999868
ALB,Upper middle income,2005,-0.4064233754999993,0.3440889742333333,0.30582998174999965,0.21111481440000013
ALB,Upper middle income,2006,0.04534987799999968,-0.0009442249333334966,0.16337931029999986,-0.4064233754999993
ALB,Upper middle income,2007,-0.04377103759999912,-0.04998622769999983,0.13423868504000006,0.04534987799999968
ALB,Upper middle income,2008,-0.21616359030000076,-0.13494817836666625,-0.00025076687999998627,-0.04377103759999912
ALB,Upper middle income,2009,-0.02236438761000059,-0.07152824996666673,-0.08197866219999987,-0.21616359030000076
ALB,Upper middle income,2010,0.40868781806000065,-0.09409967183666683,-0.12867450260200003,-0.02236438761000059
ALB,Upper middle income,2011,3.2016355250499995,0.056719946716666435,0.03434773610999997,0.40868781806000065
ALB,Upper middle income,2012,0.7101712695,1.1959863185,0.66560486552,3.2016355250499995
ALB,Upper middle income,2013,-3.7387402582,1.4401648708700001,0.8163933269399998,0.7101712695
ALB,Upper middle income,2014,0.3915392212000004,0.057688845449999825,0.1118779933599999,-3.7387402582
ALB,Upper middle income,2015,-0.06070622200000031,-0.8790099224999999,0.19465871512200011,0.3915392212000004
ALB,Upper middle income,2016,-0.38429847699999975,-1.1359690863333334,0.10077990710999991,-0.06070622200000031
ALB,Upper middle income,2017,0.8202187300000006,-0.01782182593333322,-0.6164068933,-0.38429847699999975
ALB,Upper middle income,2018,-0.05191661599999975,0.12507134366666683,-0.5943974011999998,0.8202187300000006
ALB,Upper middle income,2019,-0.4849447840000014,0.1280012123333337,0.14296732724000022,-0.05191661599999975
ALB,Upper middle income,2020,-0.8814616239999999,0.09445244333333314,-0.03232947380000013,-0.4849447840000014
ALB,Upper middle income,2021,0.034928838000000795,-0.4727743413333337,-0.19648055420000005,-0.8814616239999999
ALB,Upper middle income,2022,0.08513188100000058,-0.44382585666666685,-0.11263509119999995,0.034928838000000795
ARE,High income,2001,13.875310399500009,,,
ARE,High income,2002,1.0512626836999743,13.875310399500009,13.875310399500009,13.875310399500009
