iso_alpha_3,year,policy_flow_jur_stock_x_gov
ARG,2000,63.86768539514209
ARG,2002,61.990039766465976
ARG,2003,82.68510137497925
ARG,2004,101.13381705011791
ARG,2005,116.80409866028738
ARG,2006,127.1610696779983
ARG,2007,138.1687007374472
ARG,2008,125.37217250904651
ARG,2009,131.34497973151335
ARG,2010,161.99529541788976
ARG,2011,141.31943576194297
ARG,2012,141.2442957971476
ARG,2013,127.2747163351986
ARG,2014,162.02037919033765
ARG,2015,203.93168502679188
ARG,2016,261.9041110018702
ARG,2017,359.82517174768736
ARG,2018,421.8214022122819
ARG,2019,437.95483372685186
ARG,2020,471.1197251925744
ARG,2021,461.4469867739844
ARG,2022,475.8320476999348
ARG,2023,519.8702896665621
ARG,2024,454.4118880371659
ARM,1996,-1.1407387903935642
ARM,1998,-1.851479359252252
ARM,2000,-3.1552453419075297
ARM,2002,-4.093475066186784
ARM,2003,-7.399824124459107
ARM,2004,-9.47660107196732
ARM,2005,-9.325306778317614
ARM,2006,-9.818338991256146
ARM,2007,-9.798354635962344
ARM,2008,-18.32041461975153
ARM,2009,-22.74544543629189
ARM,2010,-23.816440630995462
ARM,2011,-19.24367644069884
ARM,2012,-16.341004805890314
ARM,2013,-18.766685251071426
ARM,2014,-16.967870548188735
ARM,2015,-17.472846000166165
ARM,2016,-21.92224630818982
ARM,2017,-20.79434523898606
ARM,2018,25.994287641854733
ARM,2019,25.820596523643214
ARM,2020,29.397668921627965
ARM,2021,20.38471266892344
ARM,2022,16.19161406013216
ARM,2023,18.240818388080413
ARM,2024,28.443837403106247
ATG,2005,0.6529409416193911
ATG,2006,1.4315052218811928
ATG,2007,1.9551711314303448
ATG,2008,2.7840378014138825
ATG,2009,4.378141387019864
ATG,2010,4.848949146768568
ATG,2011,7.926802758903625
ATG,2012,11.736509138603111
ATG,2013,14.865163583688027
ATG,2014,18.28319538995341
ATG,2015,18.688435333715567
ATG,2016,22.064139105591945
ATG,2017,22.103196164712017
ATG,2018,23.435504710255312
ATG,2019,26.121032718970298
ATG,2020,28.56827617077636
ATG,2021,33.40479507650573
ATG,2022,35.216585322312035
ATG,2023,38.92819166994404
ATG,2024,41.551005504788975
AUS,1996,164.49000484667968
AUS,1998,218.30107153849815
AUS,2000,296.7691379704603
AUS,2002,389.77050377545504
AUS,2003,441.778923340553
AUS,2004,489.95923326807235
AUS,2005,612.7514945636057
AUS,2006,692.9085039544603
AUS,2007,786.997676421523
AUS,2008,885.5998122517543
AUS,2009,1012.3047653813164
AUS,2010,1164.8819170413556
AUS,2011,1314.2594757029037
AUS,2012,1537.7750134801363
AUS,2013,1553.564729827089
AUS,2014,1713.7651803574272
AUS,2015,1917.316887474759
AUS,2016,2151.803219962763
AUS,2017,2406.0408530998457
AUS,2018,2554.4183704962693
AUS,2019,2680.023596739154
AUS,2020,2910.252188805256
AUS,2021,3152.8955115942936
AUS,2022,3612.5337350340956
AUS,2023,4093.4932514259654
AUS,2024,4510.891346596971
AUT,1996,155.55042393865716
AUT,1998,183.7717593438417
AUT,2000,226.11246055165233
AUT,2002,280.1704440424054
AUT,2003,298.26096312021843
AUT,2004,320.61734331922656
AUT,2005,343.243720454035
AUT,2006,453.0418528413586
AUT,2007,506.3954389305601
AUT,2008,550.379112272983
AUT,2009,616.423848321682
AUT,2010,677.490134710519
AUT,2011,715.7330226078096
AUT,2012,798.0147200432414
AUT,2013,907.2814525543041
AUT,2014,964.3934693540078
AUT,2015,1071.3871478199762
AUT,2016,1141.1033181049604
AUT,2017,1216.4441423202745
AUT,2018,1320.394765509026
AUT,2019,1433.0831952457145
AUT,2020,1643.2329214986612
AUT,2021,1777.09608428803
AUT,2022,1942.9375113094618
AUT,2023,2073.974794525576
AUT,2024,2223.6231831281475
AZE,1996,-3.192286562833806
AZE,1998,-9.46142442746046
AZE,2000,-18.27788150281089
AZE,2002,-21.938175884483364
AZE,2003,-25.56365102890938
AZE,2004,-31.061002281369117
AZE,2005,-35.66452770357908
AZE,2006,-38.0576713481956
AZE,2007,-41.59787457673839
AZE,2008,-47.790842303314044
AZE,2009,-51.07696103760827
AZE,2010,-61.95751791928208
AZE,2011,-70.32631187247061
AZE,2012,-79.11451686905347
AZE,2013,-102.81515213613356
AZE,2014,-114.65677660989779
AZE,2015,-131.57942383169558
AZE,2016,-152.23061991646318
AZE,2017,-170.94393878015404
AZE,2018,-193.39990784553993
AZE,2019,-248.50254370639965
AZE,2020,-275.79375746524573
AZE,2021,-306.5034241831017
AZE,2022,-339.52970858601077
AZE,2023,-397.1093637503473
AZE,2024,-428.980013976174
BDI,1996,-7.267721193412873
BDI,1998,-7.311803718280693
BDI,2000,-9.626013686237242
BDI,2002,-9.210099638034805
BDI,2003,-8.838160329277224
BDI,2004,-10.540087863367653
BDI,2005,-8.396657897575729
BDI,2006,-11.220151490391775
BDI,2007,-12.85432788518341
BDI,2008,-14.987808671120337
BDI,2009,-15.284350435337386
BDI,2010,-25.318462381200693
BDI,2011,-29.16478425803651
BDI,2012,-37.29846754328531
BDI,2013,-43.16287189894787
BDI,2014,-45.69567077654807
BDI,2015,-61.295724999505495
BDI,2016,-78.27152236633057
BDI,2017,-86.96965252801516
BDI,2018,-100.29583767602742
BDI,2019,-112.68093680125527
BDI,2020,-108.6484178425571
BDI,2021,-117.01255512830872
BDI,2022,-122.32891707213136
BDI,2023,-122.86717444227882
BDI,2024,-149.36916466324612
BEL,1996,33.380977952864875
BEL,1998,50.864666575736436
BEL,2000,80.34927111022314
BEL,2002,128.50247515623008
BEL,2003,155.0561115234437
BEL,2004,178.42382005840167
BEL,2005,227.31097081435033
BEL,2006,270.6912336940495
BEL,2007,327.8752917587434
BEL,2008,367.7647296329803
BEL,2009,427.7804409528028
BEL,2010,481.4598959700482
BEL,2011,510.6615669700313
BEL,2012,581.1113949135461
BEL,2013,667.5107625297942
BEL,2014,741.5360582867592
BEL,2015,849.4617483522018
BEL,2016,930.9242301593706
BEL,2017,986.1295225142144
BEL,2018,1091.3287015718745
BEL,2019,1151.2362990498727
BEL,2020,1297.7518770288373
BEL,2021,1436.0569790492452
BEL,2022,1580.6045692012185
BEL,2023,1685.8603199157878
BEL,2024,1816.4155689275626
BEN,1996,4.131094200280818
BEN,1998,6.062287469457051
BEN,2000,7.374795189399688
BEN,2002,0.8138615961149066
BEN,2003,5.676521454427824
BEN,2004,10.111092750693194
BEN,2005,9.544077346904801
BEN,2006,23.60313764128665
BEN,2007,22.611401304904955
BEN,2008,18.521050052792415
BEN,2009,23.542798998635377
BEN,2010,22.43688480961659
BEN,2011,9.356361589418327
BEN,2012,8.353447791099411
BEN,2013,8.692242358976223
BEN,2014,9.995164967048055
BEN,2015,13.851775453715863
BEN,2016,23.0867309025146
BEN,2017,23.17055776024335
BEN,2018,25.81582555128889
BEN,2019,4.538140712788565
BEN,2020,0.31794112084514825
BEN,2021,-25.77288621650016
BEN,2022,-37.8145533987837
BEN,2023,-28.58914266479987
BEN,2024,-34.55459802464591
BFA,1996,-6.106892344647209
BFA,1998,-7.477702004323132
BFA,2000,-6.30897112246924
BFA,2002,-9.227832478658591
BFA,2003,-11.078351585497701
BFA,2004,-10.41229625233573
BFA,2005,-9.631254640286278
BFA,2006,-8.547995585087708
BFA,2007,-8.4979348804047
BFA,2008,-8.31215355392532
BFA,2009,-9.302289923646757
BFA,2010,-8.752980174399603
BFA,2011,-10.14974991839651
BFA,2012,-14.0655097972396
BFA,2013,-17.810303637044008
BFA,2014,-23.747416574279924
BFA,2015,-11.133736220955242
BFA,2016,-2.7039181067294162
BFA,2017,2.2628632686341166
BFA,2018,1.1571957933962378
BFA,2019,-3.4832356601170322
BFA,2020,-16.44530037533305
BFA,2021,-12.512047707850314
BFA,2022,-68.36569880206206
BFA,2023,-86.76159656325342
BFA,2024,-131.26086215958065
BGD,1996,-4.079844380311567
BGD,1998,-6.953024276154513
BGD,2000,-12.453275544047724
BGD,2002,-24.781096902919522
BGD,2003,-30.508807277416015
BGD,2004,-29.45733985083361
BGD,2005,-29.028389739100284
BGD,2006,-29.286449503585636
BGD,2007,-31.814579312671786
BGD,2008,-31.528798024200338
BGD,2009,-21.881708900466624
BGD,2010,-23.040769212487966
BGD,2011,-34.719402121688816
BGD,2012,-61.95416889441491
BGD,2013,-79.79281120750719
BGD,2014,-98.61235342146726
BGD,2015,-121.15879315175235
BGD,2016,-140.7630990402745
BGD,2017,-148.99930846465242
BGD,2018,-169.40777498979128
BGD,2019,-187.41609571917076
BGD,2020,-203.4699833324924
BGD,2021,-233.43720704355513
BGD,2022,-255.03804485525367
BGD,2023,-290.20619790537506
BGD,2024,-316.6513788445884
BGR,2003,0.5093143730234027
BGR,2004,1.080049422753189
BGR,2005,2.1669702710628584
BGR,2006,3.405047585314735
BGR,2007,5.407090433539547
BGR,2008,6.553251131781368
BGR,2009,8.644713054778192
BGR,2010,10.558853271940325
BGR,2011,9.718125518555588
BGR,2012,13.247275358672248
BGR,2013,10.96285972673363
BGR,2014,14.318001345004868
BGR,2015,18.563032220068234
BGR,2016,21.074761431029085
BGR,2017,15.65163795585087
BGR,2018,13.036084935842887
BGR,2019,21.36556776527796
BGR,2020,29.921114114879394
BGR,2021,33.32695484078773
BGR,2022,39.388350417063656
BGR,2023,53.58495990562688
BGR,2024,50.64231105289399
BHR,1998,-0.6212370602147838
BHR,2000,-1.7003637359289474
BHR,2002,-1.2375961176463899
BHR,2003,-1.5228156751578483
BHR,2004,-1.9831537659644
BHR,2005,-2.505074383880887
BHR,2006,-2.753095378731003
BHR,2007,-2.8707396177063655
BHR,2008,-3.354314707114691
BHR,2009,-4.413467086323889
BHR,2010,-8.133454408378421
BHR,2011,-14.267528030756287
BHR,2012,-17.841840680963443
BHR,2013,-22.075688300642163
BHR,2014,-25.202434698743588
BHR,2015,-26.549076299830276
BHR,2016,-34.3721111721651
BHR,2017,-41.34911882260531
BHR,2018,-51.535064359167315
BHR,2019,-57.86137135468188
BHR,2020,-64.80896424571816
BHR,2021,-76.98213948068373
BHR,2022,-85.44357451770263
BHR,2023,-95.36583068444423
BHR,2024,-102.64579323348151
BHS,2005,1.1044294987000027
BHS,2006,2.208985715155663
BHS,2007,3.5609088034895304
BHS,2008,5.041162341079097
BHS,2009,5.707397831955036
BHS,2010,7.0000786128496335
BHS,2011,8.053836868987663
BHS,2012,9.325112783872946
BHS,2013,10.544957154704235
BHS,2014,11.858568135512758
BHS,2015,9.008065308985852
BHS,2016,8.26663826910223
BHS,2017,9.309835285943404
BHS,2018,9.831625722625052
BHS,2019,12.521716757093156
BHS,2020,13.386478858808127
BHS,2021,16.716784538516144
BHS,2022,16.835090531996663
BHS,2023,17.325435051621195
BHS,2024,18.266713187633766
BIH,2003,0.0323049901862205
BIH,2004,0.13112789381407597
BIH,2005,0.2725110976698022
BIH,2006,0.30405933462407636
BIH,2007,0.39602959021941
BIH,2008,0.38386894952692846
BIH,2009,0.3760571000579093
BIH,2010,0.03616328007769411
BIH,2011,-0.6866350457693948
BIH,2012,-0.6881771103003431
BIH,2013,-1.6775169407133617
BIH,2014,-1.4917815129311829
BIH,2015,-2.9058650221121907
BIH,2016,-4.535311742966402
BIH,2017,-8.795517432662812
BIH,2018,-11.737046423919189
BIH,2019,-13.62396240454928
BIH,2020,-15.057361743450164
BIH,2021,-18.389494958789516
BIH,2022,-21.442012839854968
BIH,2023,-24.23979673856556
BIH,2024,-24.920475774412132
BLR,1996,-5.034028718507852
BLR,1998,-6.0518319780463665
BLR,2000,-13.424136917861908
BLR,2002,-14.777633929250138
BLR,2003,-15.685064602141606
BLR,2004,-16.127271954578653
BLR,2005,-19.11654633301813
BLR,2006,-23.47467327726872
BLR,2007,-28.77971103456085
BLR,2008,-34.0496696239531
BLR,2009,-43.556252302979566
BLR,2010,-55.81101322080271
BLR,2011,-73.16662809571812
BLR,2012,-86.95776102645263
BLR,2013,-106.79828625690956
BLR,2014,-114.93220579001579
BLR,2015,-131.64567403423354
BLR,2016,-139.0013771305064
BLR,2017,-165.86219494449338
BLR,2018,-171.12049562689776
BLR,2019,-217.72797956631106
BLR,2020,-260.7590374221146
BLR,2021,-327.66525626139793
BLR,2022,-378.1316243863762
BLR,2023,-431.44740755688457
BLR,2024,-454.79049774969195
BLZ,2000,2.039272604985764
BLZ,2002,3.4127717232383614
BLZ,2003,4.370850621967809
BLZ,2004,4.902535082957269
BLZ,2005,6.834066566800337
BLZ,2006,6.023290092101025
BLZ,2007,6.79790288019054
BLZ,2008,7.760871822930014
BLZ,2009,12.705609774521411
BLZ,2010,14.300650110477235
BLZ,2011,17.263723305175674
BLZ,2012,20.60902092136824
BLZ,2013,25.360093168793377
BLZ,2014,14.347423237899573
BLZ,2015,12.634066877689666
BLZ,2016,14.168282480287596
BLZ,2017,17.161964128362158
BLZ,2018,8.715065029452228
BLZ,2019,9.329890465647933
BLZ,2020,10.563565108010605
BLZ,2021,11.22289488568545
BLZ,2022,14.780587610068627
BLZ,2023,16.90686055166915
BLZ,2024,16.491863529332765
BMU,2014,0.2824993395689099
BMU,2015,0.565876444823628
BMU,2016,0.8471746181786669
BMU,2017,1.1276649908646463
BOL,1996,3.0365120517335304
BOL,1998,8.89621342528174
BOL,2000,11.378882796582294
BOL,2002,5.000035761059616
BOL,2003,-0.5359937694220095
BOL,2004,-1.8341081449912147
BOL,2005,12.254741366920184
BOL,2006,18.651072472908524
BOL,2007,13.82082396074652
BOL,2008,9.740149859281956
BOL,2009,17.13025065803025
BOL,2010,14.222996070635002
BOL,2011,-2.046867892118598
BOL,2012,-14.70004271565796
BOL,2013,-17.81905401829903
BOL,2014,-5.461315723131139
BOL,2015,-18.445548421110487
BOL,2016,-27.197924785310374
BOL,2017,-38.47761572019646
BOL,2018,-66.36181683318081
BOL,2019,-115.66899860897522
BOL,2020,-92.94362309183786
BOL,2021,-81.71033606199312
BOL,2022,-111.74724770560036
BOL,2023,-130.83143245767053
BOL,2024,-142.25381506767724
BRA,1996,36.89457437385423
BRA,1998,46.45329370461061
BRA,2000,61.60730518507789
BRA,2002,118.15877317078863
BRA,2003,132.2241072723217
BRA,2004,140.81322401133775
BRA,2005,186.35069782362248
BRA,2006,210.55627418445877
BRA,2007,225.25092467782517
BRA,2008,264.9463660138174
BRA,2009,267.3700665775532
BRA,2010,321.1964637324575
BRA,2011,303.2056525170801
BRA,2012,349.6016110818452
BRA,2013,306.2997330037397
BRA,2014,334.70002603861275
BRA,2015,392.4799557480899
BRA,2016,426.51232694192237
BRA,2017,436.5357029735033
BRA,2018,345.36269039356864
BRA,2019,282.0807399235719
BRA,2020,263.56527836619927
BRA,2021,178.36330814331356
BRA,2022,134.17207100254777
BRA,2023,463.78996944725907
BRA,2024,613.1573732567238
BRB,1996,31.313950791635115
BRB,1998,33.90004574502134
BRB,2000,36.56161043055155
BRB,2002,39.05148697056067
BRB,2003,36.06373060277071
BRB,2004,34.080434254680654
BRB,2005,36.86202747974569
BRB,2006,39.8276661336477
BRB,2007,42.79495071707107
BRB,2008,43.707450009620565
BRB,2009,56.26632246677811
BRB,2010,59.456749760983406
BRB,2011,63.04743240252246
BRB,2012,65.79325846486708
BRB,2013,68.75490738602356
BRB,2014,71.54827385148174
BRB,2015,66.033790488839
BRB,2016,68.61724896702827
BRB,2017,69.44293156768859
BRB,2018,76.04681358026947
BRB,2019,78.24855324151244
BRB,2020,84.27159058960117
BRB,2021,93.36618496890414
BRB,2022,100.54098269910497
BRB,2023,105.6507766226568
BRB,2024,112.17618756887956
BRN,2006,-0.9008389023603885
BRN,2007,-2.09013479065667
BRN,2008,-3.4443749426269474
BRN,2009,-3.534049940668918
BRN,2010,-4.696671386218306
BRN,2011,-5.193865291513979
BRN,2012,-6.043335508419487
BRN,2013,-6.96711140074003
BRN,2014,-9.106376527404922
BRN,2015,-13.692736728625603
BRN,2016,-18.153754652387043
BRN,2017,-26.654735237913876
BRN,2018,-32.426630127203836
BRN,2019,-37.45288252963533
BRN,2020,-43.009375271218744
BRN,2021,-52.12137315039521
BRN,2022,-58.22334584310889
BRN,2023,-63.476317380176376
BRN,2024,-70.60360870097566
BTN,1996,-5.409721350395868
BTN,1998,-5.753873772752058
BTN,2000,-5.8512255494099366
BTN,2002,-6.94123607914432
BTN,2003,-6.951539408809412
BTN,2004,-6.624652395880255
BTN,2005,-3.975237015135984
BTN,2006,-5.069804229283796
BTN,2007,-3.6884022118402315
BTN,2008,-1.2174508783311402
BTN,2009,-0.918430691387129
BTN,2010,-0.8812745481823677
BTN,2011,-1.079973429182248
BTN,2012,2.045007803035904
BTN,2013,3.4021072366931366
BTN,2014,3.659147963169212
BTN,2015,4.011079369192395
BTN,2016,4.095054244880148
BTN,2017,4.272899176675048
BTN,2018,7.324715593651132
BTN,2019,7.899522187039589
BTN,2020,6.636290111833692
BTN,2021,7.75406778443611
BTN,2022,6.82843441115368
BTN,2023,8.256858029451822
BTN,2024,10.982396349162741
BWA,1996,1.3720045293683405
BWA,1998,4.607873020537562
BWA,2000,8.206933697017456
BWA,2002,15.178641450198096
BWA,2003,25.563910321373555
BWA,2004,25.507371901030737
BWA,2005,28.198132577370757
BWA,2006,28.999121736067202
BWA,2007,30.88365848842896
BWA,2008,34.42274905128635
BWA,2009,38.84099316951571
BWA,2010,41.76633201802948
BWA,2011,42.417677000632985
BWA,2012,49.62355417188708
BWA,2013,44.05696295611738
BWA,2014,39.97964566054051
BWA,2015,35.50545784291484
BWA,2016,33.61156308208005
BWA,2017,35.38974679238727
BWA,2018,38.23890308085977
BWA,2019,44.91010477097357
BWA,2020,46.689732943546375
BWA,2021,40.288691658273535
BWA,2022,38.21427064354835
BWA,2023,44.98049627174521
BWA,2024,76.22412178852811
CAF,1996,-6.135380337234005
CAF,1998,-6.245800207746299
CAF,2000,-7.32454253637075
CAF,2002,-11.472262910068618
CAF,2003,-16.811481363094494
CAF,2004,-13.902878170715816
CAF,2005,-15.037696103966942
CAF,2006,-15.15487056646519
CAF,2007,-15.696746518488776
CAF,2008,-15.992492247821467
CAF,2009,-18.624752642087127
CAF,2010,-21.86143290869892
CAF,2011,-21.987406122657934
CAF,2012,-23.84232054865987
CAF,2013,-31.58666002079636
CAF,2014,-28.945539293215802
CAF,2015,-29.453684199818287
CAF,2016,-28.81329795500345
CAF,2017,-29.912097592348516
CAF,2018,-28.569843268994564
CAF,2019,-31.51480253161142
CAF,2020,-39.89297989860474
CAF,2021,-45.24792196356426
CAF,2022,-48.94208148448593
CAF,2023,-54.74187551916164
CAF,2024,-57.73268758679807
CAN,1996,202.9879369884401
CAN,1998,277.12420355337395
CAN,2000,365.1390029006151
CAN,2002,483.06376307551
CAN,2003,555.0992632978356
CAN,2004,598.0395335459465
CAN,2005,632.6241327938344
CAN,2006,724.1312117748537
CAN,2007,825.0337374786176
CAN,2008,888.6938726263379
CAN,2009,957.1631579352771
CAN,2010,1004.1816586150683
CAN,2011,1138.8903647008767
CAN,2012,1283.2080735918157
CAN,2013,1440.1840231784797
CAN,2014,1546.8524950252056
CAN,2015,1898.779564976888
CAN,2016,2131.080758606075
CAN,2017,2427.966839687164
CAN,2018,2689.2100919337745
CAN,2019,2945.449892589428
CAN,2020,3324.7728264707002
CAN,2021,3463.529637250596
CAN,2022,3893.329300037009
CAN,2023,4422.478902261682
CAN,2024,4845.339767397571
CHE,1996,99.27530550188388
CHE,1998,117.60912939654584
CHE,2000,142.19790071550705
CHE,2002,188.32508343086835
CHE,2003,213.17043946792077
CHE,2004,235.79944629651064
CHE,2005,263.8078014696125
CHE,2006,297.0445588667529
CHE,2007,328.9907983873734
CHE,2008,376.3563686069181
CHE,2009,432.34894048404425
CHE,2010,494.64800987942846
CHE,2011,559.7122050173539
CHE,2012,627.6277687007015
CHE,2013,694.7640088077457
CHE,2014,758.1456474170899
CHE,2015,830.8072118503815
CHE,2016,908.7464294853075
CHE,2017,1003.7011748862641
CHE,2018,1096.0726439923615
CHE,2019,1166.5827734395427
CHE,2020,1247.15650852482
CHE,2021,1386.006204213314
CHE,2022,1505.0308665113346
CHE,2023,1571.1239267982357
CHE,2024,1708.6862895190472
CHL,1996,102.21344281403688
CHL,1998,100.96685520836684
CHL,2000,156.71996714457265
CHL,2002,205.39235367842207
CHL,2003,212.84337222267166
CHL,2004,237.44534366018948
CHL,2005,291.99182712710757
CHL,2006,318.68305895167794
CHL,2007,348.27119206448754
CHL,2008,360.9394913613424
CHL,2009,405.8026599934919
CHL,2010,434.3815991867616
CHL,2011,435.5501487363098
CHL,2012,473.9897086978822
CHL,2013,519.0563841972607
CHL,2014,581.2211475178177
CHL,2015,624.8779407673663
CHL,2016,677.5109624421666
CHL,2017,738.8342086457658
CHL,2018,813.9968994700685
CHL,2019,863.2575133881415
CHL,2020,925.5879586140092
CHL,2021,967.1356699755476
CHL,2022,1080.646274762002
CHL,2023,1205.9918399920077
CHL,2024,1274.4451053332184
CHN,1996,-39.73007549432976
CHN,1998,-58.609542955405175
CHN,2000,-76.19258988514277
CHN,2002,-106.46020058522511
CHN,2003,-119.21137421508769
CHN,2004,-134.6409990032552
CHN,2005,-153.07562568579604
CHN,2006,-193.27411764867526
CHN,2007,-240.69407646517098
CHN,2008,-295.40350407002734
CHN,2009,-351.88503549973984
CHN,2010,-427.54353205740836
CHN,2011,-460.0194259374728
CHN,2012,-592.6916946111305
CHN,2013,-719.7629198682534
CHN,2014,-801.759553248914
CHN,2015,-985.7343482143746
CHN,2016,-1192.5729665867173
CHN,2017,-1384.874808033272
CHN,2018,-1675.529153166309
CHN,2019,-1974.829674969741
CHN,2020,-2310.497637646621
CHN,2021,-2751.5090858463955
CHN,2022,-3106.196687481669
CHN,2023,-3545.7164334737986
CHN,2024,-3958.5704995147757
CIV,1996,-3.482493875490944
CIV,1998,-5.540646906182249
CIV,2000,-11.477039008079757
CIV,2002,-16.239045302620518
CIV,2003,-18.87959163691576
CIV,2004,-23.412247161195317
CIV,2005,-25.27815774576548
CIV,2006,-24.028950328697743
CIV,2007,-25.454310620844428
CIV,2008,-26.268808954174343
CIV,2009,-26.721897938790335
CIV,2010,-27.695997885928207
CIV,2011,-29.662734665772533
CIV,2012,-25.34935438911961
CIV,2013,-25.7251169161829
CIV,2014,-22.700352918570335
CIV,2015,-20.759257847523664
CIV,2016,-23.155589999731337
CIV,2017,-23.131792685852123
CIV,2018,-19.078321746552927
CIV,2019,-20.277162199897294
CIV,2020,-33.702517649365575
CIV,2021,-40.529086651099455
CIV,2022,-41.55466418582315
CIV,2023,-44.41659104427507
CIV,2024,-46.16453070214353
CMR,1996,-10.999601016686656
CMR,1998,-14.605123379191076
CMR,2000,-18.837195699127925
CMR,2002,-21.649388580585835
CMR,2003,-22.969507374427128
CMR,2004,-21.406889713018675
CMR,2005,-22.796994943513905
CMR,2006,-22.001578523126604
CMR,2007,-23.15493965322081
CMR,2008,-25.346151131816537
CMR,2009,-28.739192440965752
CMR,2010,-31.720034003147884
CMR,2011,-33.2321029715096
CMR,2012,-37.73957339189886
CMR,2013,-39.23655574064039
CMR,2014,-36.848713423532686
CMR,2015,-39.79864727402197
CMR,2016,-45.8083828971541
CMR,2017,-50.27968013778206
CMR,2018,-58.99386518846585
CMR,2019,-64.16707738627053
CMR,2020,-64.72101988669793
CMR,2021,-73.15388241173183
CMR,2022,-78.96108457593307
CMR,2023,-84.74340386709962
CMR,2024,-90.53694050726945
COD,1996,-12.201977324844767
COD,1998,-12.454741122025826
COD,2000,-12.86131334955362
COD,2002,-15.288040376813344
COD,2003,-16.45369594170815
COD,2004,-17.60075317363496
COD,2005,-17.99562309160941
COD,2006,-15.393948094964987
COD,2007,-19.503678851117314
COD,2008,-26.242368313023203
COD,2009,-30.941283188166267
COD,2010,-35.47320332925871
COD,2011,-44.213886714445984
COD,2012,-50.24184693350224
COD,2013,-55.76823628022864
COD,2014,-60.0887660419489
COD,2015,-66.1719910825264
COD,2016,-79.71932463339502
COD,2017,-92.18724293553471
COD,2018,-94.96094533437798
COD,2019,-92.87156479649146
COD,2020,-98.7229759387033
COD,2021,-112.87934688868995
COD,2022,-124.6161342096736
COD,2023,-134.0718732142589
COD,2024,-157.8470693339956
COG,1996,-5.454890875311309
COG,1998,-11.19514561126324
COG,2000,-12.635049958764162
COG,2002,-11.147381806143546
COG,2003,-11.69087178304028
COG,2004,-13.458113712172644
COG,2005,-16.033035072701157
COG,2006,-17.81918965188857
COG,2007,-19.458042171938096
COG,2008,-20.028026919766123
COG,2009,-21.099373045245812
COG,2010,-21.579737536199367
COG,2011,-23.90159377475661
COG,2012,-27.324940651152538
COG,2013,-28.791698342909726
COG,2014,-31.596511456272147
COG,2015,-32.386745221366056
COG,2016,-40.49566618048971
COG,2017,-45.4614955928561
COG,2018,-53.64643484388668
COG,2019,-63.178401564097484
COG,2020,-65.80654383204939
COG,2021,-76.968550247883
COG,2022,-84.01356812857495
COG,2023,-92.14844558865242
COG,2024,-102.09666193943531
COK,2005,1.3451968165108161
COK,2006,1.9407843210828961
COK,2007,2.5224067983025833
COK,2008,2.505875626221281
COK,2009,0.3075080278449423
COK,2010,0.18874915810818793
COK,2011,0.4442600879823503
COK,2012,-1.4076912944252022
COK,2013,-1.7916288381045684
COK,2014,-1.4898409542086548
COK,2015,-1.4464260198650407
COK,2018,13.492840638647344
COK,2019,15.17812407052713
COK,2020,16.96537192537051
COK,2021,20.026700531601172
COK,2022,13.618996851769259
COK,2023,14.669997009800884
COK,2024,16.176871575574996
COL,1996,-6.127394136563951
COL,1998,-9.022293160228473
COL,2000,-14.220561487964844
COL,2002,-17.47157074720089
COL,2003,-22.06185649222541
COL,2004,-11.595078632743645
COL,2005,-12.904343106350236
COL,2006,-9.094763785952589
COL,2007,-5.537176805914851
COL,2008,-5.464576552614794
COL,2009,-9.437083201941991
COL,2010,-11.780090718424757
COL,2011,11.14421121638213
COL,2012,3.771651511282105
COL,2013,-9.617769303412828
COL,2014,3.7785712121298993
COL,2015,27.025404229737063
COL,2016,37.309059727877965
COL,2017,37.44011864473663
COL,2018,71.08580118670879
COL,2019,79.69909018281635
COL,2020,79.5622012150652
COL,2021,41.79469397708149
COL,2022,77.9715037367055
COL,2023,89.0052416853543
COL,2024,102.9070494599192
COM,1996,-3.324382697079873
COM,1998,-4.0228851080623445
COM,2000,-8.437192894659935
COM,2002,-4.465348258653085
COM,2003,-6.062791297902598
COM,2004,-7.279860565271661
COM,2005,-8.537634908855091
COM,2006,-5.350626926833618
COM,2007,-7.778952709739943
COM,2008,-8.316826392554349
COM,2009,-9.856709467761682
COM,2010,-10.857205053598026
COM,2011,-9.968310351057655
COM,2012,-11.350270502459109
COM,2013,-13.924339175643732
COM,2014,-14.07828664041511
COM,2015,-17.142043568709113
COM,2016,-18.99202686737436
COM,2017,-19.870040363690165
COM,2018,-24.436389513543023
COM,2019,-38.811704196002324
COM,2020,-41.5167592215818
COM,2021,-48.52408503063444
COM,2022,-52.11195930832453
COM,2023,-55.12178066582098
COM,2024,-56.36543264106237
CPV,1996,9.665900319062576
CPV,1998,11.884920398829088
CPV,2000,13.596591291472665
CPV,2002,12.688396487972328
CPV,2003,13.64615739101011
CPV,2004,17.454731333661922
CPV,2005,24.45615138374605
CPV,2006,28.847818955797127
CPV,2007,33.089717476195574
CPV,2008,35.904939972067865
CPV,2009,36.782581772417316
CPV,2010,36.62444570016553
CPV,2011,41.58491286852665
CPV,2012,42.17271497806421
CPV,2013,41.23685783897893
CPV,2014,40.57499556650471
CPV,2015,42.267216109608675
CPV,2016,41.91700756915475
CPV,2017,44.51380773555456
CPV,2018,53.066647876684314
CPV,2019,53.23604821579425
CPV,2020,50.03550680189554
CPV,2021,54.65310680195718
CPV,2022,58.63672730579879
CPV,2023,61.045090111862784
CPV,2024,68.37197069910145
CRI,1996,12.891387724166051
CRI,1998,20.04656302962419
