future_id,iso_alpha_3,2022,2030,vulnerability_threshold,vulnerability_indicator,ndc_unconditional
id_MEX_327,MEX,787.6710940988988,805.8905355247064,808.5321233904137,0,644.2
id_MEX_328,MEX,787.6710940988988,767.4782535770835,808.5321233904137,0,644.2
id_MEX_329,MEX,787.6710940988988,791.8927720902684,808.5321233904137,0,644.2
id_MEX_33,MEX,787.6710940988988,793.7451303646118,808.5321233904137,0,644.2
id_MEX_330,MEX,787.6710940988988,841.0016445937013,808.5321233904137,1,644.2
id_MEX_331,MEX,787.6710940988988,796.9129941180821,808.5321233904137,0,644.2
id_MEX_332,MEX,787.6710940988988,777.7287892565504,808.5321233904137,0,644.2
id_MEX_333,MEX,787.6710940988988,833.6189752193953,808.5321233904137,1,644.2
id_MEX_334,MEX,787.6710940988988,770.7095852863191,808.5321233904137,0,644.2
id_MEX_335,MEX,787.6710940988988,850.9945459170862,808.5321233904137,1,644.2
id_MEX_336,MEX,787.6710940988988,833.2123067590169,808.5321233904137,1,644.2
id_MEX_337,MEX,787.6710940988988,820.9332866008243,808.5321233904137,1,644.2
id_MEX_338,MEX,787.6710940988988,781.9314933180392,808.5321233904137,0,644.2
id_MEX_339,MEX,787.6710940988988,835.0640931870591,808.5321233904137,1,644.2
id_MEX_34,MEX,787.6710940988988,870.3980525513806,808.5321233904137,1,644.2
id_MEX_340,MEX,787.6710940988988,794.5854278522884,808.5321233904137,0,644.2
id_MEX_341,MEX,787.6710940988988,769.910944037659,808.5321233904137,0,644.2
id_MEX_342,MEX,787.6710940988988,836.8117587145575,808.5321233904137,1,644.2
id_MEX_343,MEX,787.6710940988988,800.8302575410502,808.5321233904137,0,644.2
id_MEX_344,MEX,787.6710940988988,827.4106435680468,808.5321233904137,1,644.2
id_MEX_345,MEX,787.6710940988988,756.7468301326336,808.5321233904137,0,644.2
id_MEX_346,MEX,787.6710940988988,806.614878584864,808.5321233904137,0,644.2
id_MEX_347,MEX,787.6710940988988,875.9338546911483,808.5321233904137,1,644.2
id_MEX_348,MEX,787.6710940988988,818.2409866546744,808.5321233904137,1,644.2
id_MEX_349,MEX,787.6710940988988,776.7122068302422,808.5321233904137,0,644.2
id_MEX_35,MEX,787.6710940988988,841.6161437204255,808.5321233904137,1,644.2
id_MEX_350,MEX,787.6710940988988,775.84872773966,808.5321233904137,0,644.2
id_MEX_351,MEX,787.6710940988988,855.3357414243168,808.5321233904137,1,644.2
id_MEX_352,MEX,787.6710940988988,754.1637675388903,808.5321233904137,0,644.2
id_MEX_353,MEX,787.6710940988988,855.6665082572647,808.5321233904137,1,644.2
id_MEX_354,MEX,787.6710940988988,782.7466598221821,808.5321233904137,0,644.2
